Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Path Cuts , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved , Wrong Cuts
PR+AF , ./data/ccvrp/A-n44-k6-scen-L666.svrp , 987.46 , 924.147 , 6.41172 , 0.333 , 600.057 , 7 , 964 , 23.46 , 22.18 , 22.18 , 987.46 , 956 , 3.18595 , 11803 , 8624 , 10.7891 , 624 , 1.87874 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+SEP , ./data/ccvrp/A-n44-k6-scen-L666.svrp , 977.1 , 924.147 , 5.41942 , 0.332 , 600.045 , 7 , 968 , 9.1 , 9.1 , 9.1 , 977.1 , 951.995 , 2.56938 , 13221 , 6992 , 16.3316 , 291 , 4.48195 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+AF+SEP , ./data/ccvrp/A-n44-k6-scen-L666.svrp , 978.14 , 924.147 , 5.51998 , 0.329 , 600.063 , 7 , 970 , 8.14 , 8.14 , 8.14 , 978.14 , 956.444 , 2.21804 , 13929 , 7224 , 13.8079 , 472 , 4.8038 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG , ./data/ccvrp/A-n45-k6-scen-H666.svrp , 1069.93 , 954.774 , 10.7629 , 0.212 , 600.066 , 8 , 991 , 78.93 , 78.82 , 78.82 , 1069.93 , 985 , 7.9379 , 11398 , 8041 , 9.30259 , 653 , 1.99989 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+AF , ./data/ccvrp/A-n45-k6-scen-H666.svrp , 1110.32 , 954.774 , 14.0091 , 0.215 , 600.097 , 8 , 1054 , 56.32 , 56.32 , 56.32 , 1110.32 , 979.161 , 11.8127 , 10827 , 8140 , 9.28662 , 696 , 2.12457 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+SEP , ./data/ccvrp/A-n45-k6-scen-H666.svrp , 1116.21 , 954.774 , 14.4629 , 0.218 , 600.089 , 8 , 978 , 138.21 , 136.62 , 136.62 , 1116.21 , 982.643 , 11.9661 , 11413 , 7940 , 8.08879 , 1476 , 5.14016 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+AF+SEP , ./data/ccvrp/A-n45-k6-scen-H666.svrp , 1081.48 , 954.774 , 11.716 , 0.214 , 600.091 , 8 , 991 , 90.48 , 88.89 , 88.89 , 1081.48 , 980.134 , 9.37102 , 10973 , 7934 , 8.20358 , 959 , 4.68569 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR , ./data/ccvrp/A-n45-k6-scen-H666.svrp , 1071.48 , 954.774 , 10.892 , 0.221 , 600.084 , 8 , 987 , 84.48 , 82.89 , 82.89 , 1071.48 , 983.235 , 8.23578 , 13040 , 7624 , 9.91325 , 917 , 2.60275 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+AF , ./data/ccvrp/A-n45-k6-scen-H666.svrp , 1118.21 , 954.774 , 14.6158 , 0.213 , 600.074 , 8 , 980 , 138.21 , 136.62 , 136.62 , 1118.21 , 984.333 , 11.9724 , 11635 , 8455 , 7.90339 , 1440 , 2.74723 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+SEP , ./data/ccvrp/A-n45-k6-scen-H666.svrp , 1104.06 , 954.774 , 13.5215 , 0.216 , 600.06 , 8 , 1032 , 72.06 , 70.77 , 70.77 , 1104.06 , 983.583 , 10.9121 , 9985 , 8359 , 7.92157 , 1013 , 3.72347 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+AF+SEP , ./data/ccvrp/A-n45-k6-scen-H666.svrp , 1116.21 , 954.774 , 14.4629 , 0.223 , 600.072 , 8 , 978 , 138.21 , 136.62 , 136.62 , 1116.21 , 983.333 , 11.9043 , 11135 , 8066 , 7.87372 , 1134 , 4.67099 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG , ./data/ccvrp/A-n45-k6-scen-L666.svrp , 985.05 , 928.71 , 5.71954 , 0.335 , 600.051 , 7 , 979 , 6.05 , 5.64 , 5.64 , 985.05 , 959.714 , 2.57202 , 10218 , 6481 , 10.798 , 313 , 1.63585 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+AF , ./data/ccvrp/A-n45-k6-scen-L666.svrp , 984.17 , 928.71 , 5.63524 , 0.334 , 600.068 , 7 , 969 , 15.17 , 15.04 , 15.04 , 984.17 , 957 , 2.7607 , 9223 , 6112 , 11.0244 , 333 , 1.49463 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+SEP , ./data/ccvrp/A-n45-k6-scen-L666.svrp , 992.52 , 928.71 , 6.42912 , 0.332 , 600.053 , 7 , 981 , 11.52 , 11.04 , 11.04 , 992.52 , 960.78 , 3.19787 , 11689 , 5904 , 12.7906 , 299 , 4.12881 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+AF+SEP , ./data/ccvrp/A-n45-k6-scen-L666.svrp , 1052.77 , 928.71 , 11.7842 , 0.341 , 600.072 , 7 , 973 , 79.77 , 79.08 , 79.08 , 1052.77 , 951.484 , 9.62092 , 7395 , 7756 , 8.14567 , 397 , 2.08755 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR , ./data/ccvrp/A-n45-k6-scen-L666.svrp , 984.17 , 928.71 , 5.63524 , 0.317 , 600.06 , 7 , 969 , 15.17 , 15.04 , 15.04 , 984.17 , 960.875 , 2.36697 , 10872 , 5989 , 11.7784 , 334 , 1.78168 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+AF , ./data/ccvrp/A-n45-k6-scen-L666.svrp , 1013.47 , 928.71 , 8.36338 , 0.337 , 600.079 , 7 , 979 , 34.47 , 34.34 , 34.34 , 1013.47 , 958 , 5.47327 , 9360 , 7183 , 10.1062 , 365 , 1.63641 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+SEP , ./data/ccvrp/A-n45-k6-scen-L666.svrp , 984.17 , 928.71 , 5.63524 , 0.335 , 600.052 , 7 , 969 , 15.17 , 15.04 , 15.04 , 984.17 , 960.852 , 2.36932 , 11466 , 5744 , 12.7908 , 333 , 3.88153 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+AF+SEP , ./data/ccvrp/A-n45-k6-scen-L666.svrp , 982.82 , 928.71 , 5.50562 , 0.339 , 600.048 , 7 , 969 , 13.82 , 13.28 , 13.28 , 982.82 , 962.755 , 2.04156 , 14499 , 5191 , 14.8116 , 209 , 5.13399 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG , ./data/ccvrp/A-n55-k9-scen-H666.svrp , 1292.06 , 1083.04 , 16.1769 , 0.521 , 600.095 , 11 , 1102 , 190.06 , 188.98 , 188.98 , 1292.06 , 1096.08 , 15.1678 , 8491 , 8483 , 12.8746 , 445 , 1.97106 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+AF , ./data/ccvrp/A-n55-k9-scen-H666.svrp , 1316.01 , 1083.04 , 17.7024 , 0.519 , 600.114 , 11 , 1118 , 198.01 , 198.01 , 198.01 , 1316.01 , 1100.12 , 16.4045 , 8186 , 9444 , 10.3201 , 638 , 1.68314 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+SEP , ./data/ccvrp/A-n55-k9-scen-H666.svrp , 1296.21 , 1083.04 , 16.4453 , 0.514 , 600.068 , 11 , 1134 , 162.21 , 161.55 , 161.55 , 1296.21 , 1100.14 , 15.1265 , 8135 , 8500 , 11.6119 , 652 , 3.77498 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+AF+SEP , ./data/ccvrp/A-n55-k9-scen-H666.svrp , 1303.33 , 1083.04 , 16.9018 , 0.522 , 600.07 , 11 , 1098 , 205.33 , 200.09 , 200.09 , 1303.33 , 1102.03 , 15.445 , 8016 , 8392 , 11.2825 , 675 , 3.54643 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR , ./data/ccvrp/A-n55-k9-scen-H666.svrp , 1278.53 , 1083.04 , 15.2899 , 0.523 , 600.122 , 11 , 1119 , 159.53 , 157.13 , 157.13 , 1278.53 , 1098.38 , 14.0908 , 8847 , 8783 , 10.7104 , 728 , 2.34546 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+AF , ./data/ccvrp/A-n55-k9-scen-H666.svrp , 1289.71 , 1083.04 , 16.0242 , 0.521 , 600.093 , 11 , 1137 , 152.71 , 150.51 , 150.51 , 1289.71 , 1099.07 , 14.7819 , 8277 , 8685 , 10.4624 , 598 , 1.88036 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+SEP , ./data/ccvrp/A-n55-k9-scen-H666.svrp , 1330.74 , 1083.04 , 18.6134 , 0.509 , 600.163 , 11 , 1135 , 195.74 , 191.54 , 192.02 , 1330.74 , 1097.71 , 17.5114 , 7880 , 8871 , 9.57969 , 881 , 3.23675 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+AF+SEP , ./data/ccvrp/A-n55-k9-scen-H666.svrp , 1286.83 , 1083.04 , 15.8363 , 0.512 , 600.118 , 11 , 1128 , 158.83 , 157.59 , 157.59 , 1286.83 , 1099.08 , 14.5898 , 8102 , 8992 , 9.40046 , 743 , 3.46775 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG , ./data/ccvrp/A-n55-k9-scen-L666.svrp , 1178.36 , 1084.38 , 7.97529 , 0.502 , 600.084 , 11 , 1156 , 22.36 , 22.36 , 22.36 , 1178.36 , 1106 , 6.14074 , 9885 , 8005 , 13.6244 , 419 , 2.15944 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+AF , ./data/ccvrp/A-n55-k9-scen-L666.svrp , 1180.54 , 1084.38 , 8.14523 , 0.503 , 600.052 , 11 , 1129 , 51.54 , 51.54 , 51.54 , 1180.54 , 1101.29 , 6.71289 , 9166 , 8462 , 13.8976 , 351 , 1.85166 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+SEP , ./data/ccvrp/A-n55-k9-scen-L666.svrp , 1186.56 , 1084.38 , 8.61125 , 0.498 , 600.084 , 11 , 1127 , 59.56 , 57.05 , 57.05 , 1186.56 , 1104.72 , 6.89727 , 9359 , 8005 , 13.0284 , 525 , 4.68856 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+AF+SEP , ./data/ccvrp/A-n55-k9-scen-L666.svrp , 1185.01 , 1084.38 , 8.49171 , 0.535 , 600.063 , 11 , 1133 , 52.01 , 52.01 , 52.01 , 1185.01 , 1103.41 , 6.88613 , 8548 , 8195 , 12.4401 , 430 , 3.68711 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR , ./data/ccvrp/A-n55-k9-scen-L666.svrp , 1153.68 , 1084.38 , 6.00666 , 0.557 , 600.053 , 11 , 1131 , 22.68 , 22.68 , 22.68 , 1153.68 , 1104.82 , 4.23551 , 10284 , 7330 , 16.3607 , 327 , 2.00205 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+AF , ./data/ccvrp/A-n55-k9-scen-L666.svrp , 1156.46 , 1084.38 , 6.23261 , 0.538 , 600.06 , 11 , 1134 , 22.46 , 22.46 , 22.46 , 1156.46 , 1101.83 , 4.72372 , 9124 , 8034 , 14.2922 , 394 , 1.94007 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+SEP , ./data/ccvrp/A-n55-k9-scen-L666.svrp , 1153.29 , 1084.38 , 5.97488 , 0.535 , 600.075 , 11 , 1131 , 22.29 , 22.29 , 22.29 , 1153.29 , 1106.91 , 4.02191 , 10921 , 7003 , 17.2005 , 309 , 5.0561 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+AF+SEP , ./data/ccvrp/A-n55-k9-scen-L666.svrp , 1150.01 , 1084.38 , 5.7067 , 0.522 , 600.077 , 11 , 1126 , 24.01 , 24.01 , 24.01 , 1150.01 , 1101.32 , 4.23428 , 8860 , 7535 , 14.0738 , 422 , 4.15734 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG , ./data/ccvrp/B-n39-k5-scen-H666.svrp , 611.76 , 573 , 6.33582 , 0.044 , 600.055 , 6 , 586 , 25.76 , 25.76 , 25.76 , 611.76 , 595.401 , 2.67416 , 73325 , 3144 , 23.263 , 4919 , 17.8776 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+AF , ./data/ccvrp/B-n39-k5-scen-H666.svrp , 611.96 , 573 , 6.36643 , 0.042 , 600.043 , 6 , 587 , 24.96 , 24.96 , 24.96 , 611.96 , 591.809 , 3.29281 , 58359 , 3624 , 17.572 , 5215 , 15.3774 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+SEP , ./data/ccvrp/B-n39-k5-scen-H666.svrp , 609.83 , 573 , 6.03939 , 0.041 , 600.047 , 6 , 608 , 1.83 , 1.83 , 1.83 , 609.83 , 595 , 2.43183 , 56826 , 3129 , 17.2007 , 4908 , 26.2959 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+AF+SEP , ./data/ccvrp/B-n39-k5-scen-H666.svrp , 612.43 , 573 , 6.43829 , 0.042 , 600.055 , 6 , 587 , 25.43 , 25.43 , 25.43 , 612.43 , 594.805 , 2.87788 , 60728 , 3438 , 17.0648 , 5713 , 29.1822 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR , ./data/ccvrp/B-n39-k5-scen-H666.svrp , 611.76 , 573 , 6.33582 , 0.043 , 600.073 , 6 , 586 , 25.76 , 25.76 , 25.76 , 611.76 , 594.821 , 2.76884 , 74803 , 3072 , 22.1208 , 4758 , 15.8408 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+AF , ./data/ccvrp/B-n39-k5-scen-H666.svrp , 616.85 , 573 , 7.1087 , 0.043 , 600.048 , 6 , 593 , 23.85 , 23.85 , 23.85 , 616.85 , 589.778 , 4.38879 , 44925 , 5200 , 17.7006 , 4124 , 11.3061 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+SEP , ./data/ccvrp/B-n39-k5-scen-H666.svrp , 612.32 , 573 , 6.42148 , 0.043 , 600.049 , 6 , 588 , 24.32 , 24.28 , 24.28 , 612.32 , 592.972 , 3.15975 , 57704 , 3646 , 16.7259 , 5027 , 26.1035 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+AF+SEP , ./data/ccvrp/B-n39-k5-scen-H666.svrp , 617.81 , 573 , 7.25304 , 0.043 , 600.05 , 6 , 594 , 23.81 , 23.81 , 23.81 , 617.81 , 589.236 , 4.62503 , 43070 , 5006 , 18.4665 , 4200 , 19.1028 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG , ./data/ccvrp/B-n39-k5-scen-L666.svrp , 564.72 , 548.167 , 2.93125 , 0.065 , 29.258 , 5 , 561 , 3.72 , 3.72 , 3.72 , 564.72 , 564.72 , 0 , 11916 , 819 , 2.16595 , 644 , 3.82256 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF , ./data/ccvrp/B-n39-k5-scen-L666.svrp , 564.72 , 548.167 , 2.93125 , 0.061 , 54.44 , 5 , 561 , 3.72 , 3.72 , 3.72 , 564.72 , 564.72 , 0 , 18343 , 1021 , 3.55303 , 675 , 5.13683 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+SEP , ./data/ccvrp/B-n39-k5-scen-L666.svrp , 564.72 , 548.167 , 2.93125 , 0.062 , 34.264 , 5 , 561 , 3.72 , 3.72 , 3.72 , 564.72 , 564.72 , 0 , 11289 , 895 , 2.48971 , 723 , 4.68756 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF+SEP , ./data/ccvrp/B-n39-k5-scen-L666.svrp , 564.72 , 548.167 , 2.93125 , 0.06 , 39.71 , 5 , 561 , 3.72 , 3.72 , 3.72 , 564.72 , 564.72 , 0 , 12392 , 984 , 2.73298 , 757 , 5.62672 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR , ./data/ccvrp/B-n39-k5-scen-L666.svrp , 564.72 , 548.167 , 2.93125 , 0.063 , 34.256 , 5 , 561 , 3.72 , 3.72 , 3.72 , 564.72 , 564.72 , 0 , 12834 , 895 , 2.89385 , 626 , 3.41028 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF , ./data/ccvrp/B-n39-k5-scen-L666.svrp , 564.72 , 548.167 , 2.93125 , 0.063 , 70.729 , 5 , 561 , 3.72 , 3.72 , 3.72 , 564.72 , 564.72 , 0 , 22686 , 1135 , 4.57199 , 858 , 5.83079 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+SEP , ./data/ccvrp/B-n39-k5-scen-L666.svrp , 564.72 , 548.167 , 2.93125 , 0.063 , 42.12 , 5 , 561 , 3.72 , 3.72 , 3.72 , 564.72 , 564.72 , 0 , 12016 , 1117 , 2.72089 , 775 , 5.08429 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF+SEP , ./data/ccvrp/B-n39-k5-scen-L666.svrp , 564.72 , 548.167 , 2.93125 , 0.063 , 71.905 , 5 , 561 , 3.72 , 3.72 , 3.72 , 564.72 , 564.72 , 0 , 18223 , 1174 , 4.03827 , 961 , 7.44564 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG , ./data/ccvrp/P-n50-k10-scen-H666.svrp , 865.93 , 686.482 , 20.7231 , 0.361 , 600.098 , 13 , 761 , 104.93 , 102.23 , 102.23 , 865.93 , 704.858 , 18.601 , 7637 , 10447 , 8.62224 , 407 , 0.90221 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+AF , ./data/ccvrp/P-n50-k10-scen-H666.svrp , 838.64 , 686.482 , 18.1434 , 0.368 , 600.117 , 13 , 784 , 54.64 , 53.13 , 53.13 , 838.64 , 705.403 , 15.8872 , 7492 , 10704 , 8.96761 , 266 , 0.715906 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+SEP , ./data/ccvrp/P-n50-k10-scen-H666.svrp , 844.07 , 686.482 , 18.67 , 0.37 , 600.11 , 13 , 740 , 104.07 , 103.17 , 103.32 , 844.07 , 704.636 , 16.5192 , 7738 , 11226 , 8.36672 , 415 , 1.66552 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+AF+SEP , ./data/ccvrp/P-n50-k10-scen-H666.svrp , 835.23 , 686.482 , 17.8092 , 0.365 , 600.064 , 13 , 751 , 84.23 , 81.53 , 81.53 , 835.23 , 703.556 , 15.7651 , 7509 , 11018 , 8.50004 , 332 , 1.49947 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR , ./data/ccvrp/P-n50-k10-scen-H666.svrp , 907.34 , 686.482 , 24.3412 , 0.361 , 600.098 , 13 , 811 , 96.34 , 93.48 , 95.94 , 907.34 , 704.368 , 22.37 , 7500 , 11023 , 8.69773 , 306 , 0.841541 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+AF , ./data/ccvrp/P-n50-k10-scen-H666.svrp , 866.43 , 686.482 , 20.7688 , 0.359 , 600.092 , 13 , 788 , 78.43 , 74.7 , 76.92 , 866.43 , 702.947 , 18.8686 , 7707 , 11171 , 8.96873 , 299 , 0.861907 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+SEP , ./data/ccvrp/P-n50-k10-scen-H666.svrp , 868.92 , 686.482 , 20.9959 , 0.351 , 600.086 , 13 , 782 , 86.92 , 85.53 , 85.53 , 868.92 , 706.413 , 18.7022 , 7148 , 10373 , 8.23194 , 391 , 1.51589 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+AF+SEP , ./data/ccvrp/P-n50-k10-scen-H666.svrp , 857.88 , 686.482 , 19.9792 , 0.365 , 600.12 , 13 , 785 , 72.88 , 72.88 , 72.88 , 857.88 , 706.758 , 17.6158 , 7238 , 10320 , 8.33861 , 398 , 1.61983 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG , ./data/ccvrp/P-n50-k10-scen-L666.svrp , 762.22 , 672.964 , 11.71 , 0.519 , 600.088 , 12 , 736 , 26.22 , 26.22 , 26.22 , 762.22 , 691.446 , 9.28529 , 7248 , 9203 , 11.7851 , 197 , 0.770685 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+AF , ./data/ccvrp/P-n50-k10-scen-L666.svrp , 758.36 , 672.964 , 11.2606 , 0.53 , 600.062 , 12 , 734 , 24.36 , 24.36 , 24.36 , 758.36 , 689.739 , 9.04857 , 6785 , 9497 , 10.3492 , 145 , 0.611978 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+SEP , ./data/ccvrp/P-n50-k10-scen-L666.svrp , 762.13 , 672.964 , 11.6996 , 0.521 , 600.078 , 12 , 736 , 26.13 , 26.13 , 26.13 , 762.13 , 694.677 , 8.85063 , 7663 , 10550 , 10.0505 , 301 , 1.7831 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+AF+SEP , ./data/ccvrp/P-n50-k10-scen-L666.svrp , 758.15 , 672.964 , 11.2361 , 0.526 , 600.087 , 12 , 749 , 9.15 , 9.15 , 9.15 , 758.15 , 694.442 , 8.40307 , 7053 , 9989 , 9.55863 , 221 , 1.47404 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR , ./data/ccvrp/P-n50-k10-scen-L666.svrp , 773.63 , 672.964 , 13.0122 , 0.575 , 600.159 , 12 , 740 , 33.63 , 33.63 , 33.63 , 773.63 , 691.382 , 10.6315 , 6980 , 10277 , 9.40209 , 245 , 0.67815 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+AF , ./data/ccvrp/P-n50-k10-scen-L666.svrp , 764.88 , 672.964 , 12.0171 , 0.554 , 600.079 , 12 , 755 , 9.88 , 9.87 , 9.88 , 764.88 , 690.773 , 9.68874 , 7129 , 10409 , 9.26332 , 195 , 0.670522 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+SEP , ./data/ccvrp/P-n50-k10-scen-L666.svrp , 779.32 , 672.964 , 13.6473 , 0.558 , 600.069 , 12 , 760 , 19.32 , 19.32 , 19.32 , 779.32 , 694.515 , 10.882 , 6574 , 9945 , 8.03146 , 312 , 1.28151 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+AF+SEP , ./data/ccvrp/P-n50-k10-scen-L666.svrp , 767.92 , 672.964 , 12.3654 , 0.488 , 600.092 , 12 , 749 , 18.92 , 18.92 , 18.92 , 767.92 , 695.286 , 9.45857 , 7170 , 10614 , 8.50463 , 253 , 1.2423 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG , ./data/ccvrp/P-n51-k10-scen-H666.svrp , 931.44 , 728.28 , 21.8113 , 0.524 , 600.101 , 13 , 814 , 117.44 , 116.64 , 116.64 , 931.44 , 743.288 , 20.2002 , 7253 , 9408 , 9.73382 , 468 , 1.25364 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+AF , ./data/ccvrp/P-n51-k10-scen-H666.svrp , 923.34 , 728.28 , 21.1254 , 0.517 , 600.091 , 13 , 793 , 130.34 , 129.4 , 129.4 , 923.34 , 744.272 , 19.3935 , 7189 , 9691 , 10.3088 , 341 , 0.946327 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+SEP , ./data/ccvrp/P-n51-k10-scen-H666.svrp , 909.28 , 728.28 , 19.9058 , 0.515 , 600.08 , 13 , 783 , 126.28 , 121.33 , 123.61 , 909.28 , 743.762 , 18.2032 , 6717 , 9371 , 9.58825 , 329 , 1.6706 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+AF+SEP , ./data/ccvrp/P-n51-k10-scen-H666.svrp , 912.08 , 728.28 , 20.1517 , 0.476 , 600.122 , 13 , 789 , 123.08 , 121.85 , 121.85 , 912.08 , 745.556 , 18.2577 , 6912 , 8821 , 10.3497 , 384 , 1.95327 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR , ./data/ccvrp/P-n51-k10-scen-H666.svrp , 898.74 , 728.28 , 18.9665 , 0.525 , 600.073 , 13 , 773 , 125.74 , 124.78 , 124.78 , 898.74 , 742.667 , 17.3658 , 6802 , 9291 , 9.68272 , 294 , 0.872532 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+AF , ./data/ccvrp/P-n51-k10-scen-H666.svrp , 914.94 , 728.28 , 20.4013 , 0.476 , 600.086 , 13 , 831 , 83.94 , 83.47 , 83.62 , 914.94 , 742 , 18.9018 , 6852 , 9521 , 8.74995 , 436 , 1.20707 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+SEP , ./data/ccvrp/P-n51-k10-scen-H666.svrp , 899.47 , 728.28 , 19.0323 , 0.513 , 600.076 , 13 , 789 , 110.47 , 109.82 , 109.82 , 899.47 , 743.366 , 17.3551 , 6755 , 9397 , 8.58998 , 406 , 1.7552 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+AF+SEP , ./data/ccvrp/P-n51-k10-scen-H666.svrp , 925 , 728.28 , 21.267 , 0.517 , 600.071 , 13 , 827 , 98 , 97.16 , 97.16 , 925 , 744.484 , 19.5152 , 6956 , 9749 , 8.99743 , 435 , 1.83647 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG , ./data/ccvrp/P-n51-k10-scen-L666.svrp , 805.86 , 712.955 , 11.5287 , 0.489 , 600.079 , 12 , 790 , 15.86 , 15.85 , 15.85 , 805.86 , 731.931 , 9.17388 , 6682 , 9382 , 10.4076 , 257 , 0.797761 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+AF , ./data/ccvrp/P-n51-k10-scen-L666.svrp , 807.4 , 712.955 , 11.6975 , 0.487 , 600.112 , 12 , 779 , 28.4 , 28.4 , 28.4 , 807.4 , 731.325 , 9.42223 , 6577 , 9094 , 11.9453 , 196 , 0.675789 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+SEP , ./data/ccvrp/P-n51-k10-scen-L666.svrp , 805.74 , 712.955 , 11.5156 , 0.48 , 600.084 , 12 , 766 , 39.74 , 39.73 , 39.73 , 805.74 , 730.857 , 9.29371 , 6707 , 8888 , 11.296 , 217 , 1.51872 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
