Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Path Cuts , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved , Wrong Cuts
DISAGG+SEP , ./data/Jabali/k2/80_2_0.90_1_1.svrp , 704.2 , 684.5 , 2.7975 , 0.125 , 110.695 , 2 , 702 , 2.2 , 2.2 , 2.2 , 704.2 , 704.2 , 0 , 3429 , 1711 , 3.23624 , 139 , 4.38175 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF+SEP , ./data/Jabali/k2/80_2_0.90_1_1.svrp , 704.2 , 684.5 , 2.7975 , 0.114 , 160.587 , 2 , 702 , 2.2 , 2.2 , 2.2 , 704.2 , 704.2 , 0 , 5530 , 2294 , 4.78585 , 314 , 7.94637 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR , ./data/Jabali/k2/80_2_0.90_1_1.svrp , 704.2 , 684.5 , 2.7975 , 0.112 , 457.481 , 2 , 702 , 2.2 , 2.2 , 2.2 , 704.2 , 704.2 , 0 , 6154 , 2821 , 6.09669 , 607 , 3.26646 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF , ./data/Jabali/k2/80_2_0.90_1_1.svrp , 708.28 , 684.5 , 3.35743 , 0.118 , 600.073 , 2 , 706 , 2.28 , 2.28 , 2.28 , 708.28 , 700 , 1.16903 , 11240 , 3732 , 10.6072 , 840 , 5.86333 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+SEP , ./data/Jabali/k2/80_2_0.90_1_1.svrp , 704.2 , 684.5 , 2.7975 , 0.121 , 144.691 , 2 , 702 , 2.2 , 2.2 , 2.2 , 704.2 , 704.2 , 0 , 4347 , 1944 , 3.8998 , 391 , 6.43272 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF+SEP , ./data/Jabali/k2/80_2_0.90_1_1.svrp , 704.2 , 684.5 , 2.7975 , 0.119 , 201.969 , 2 , 702 , 2.2 , 2.2 , 2.2 , 704.2 , 704.2 , 0 , 7948 , 2485 , 6.49162 , 494 , 12.5997 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG , ./data/Jabali/k2/80_2_0.90_1_2.svrp , 769.88 , 758.5 , 1.47815 , 0.093 , 4.091 , 2 , 765 , 4.88 , 4.36 , 4.84 , 769.88 , 769.88 , 0 , 713 , 249 , 0.332055 , 70 , 0.317269 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF , ./data/Jabali/k2/80_2_0.90_1_2.svrp , 769.88 , 758.5 , 1.47815 , 0.094 , 4.65 , 2 , 765 , 4.88 , 4.36 , 4.84 , 769.88 , 769.88 , 0 , 726 , 245 , 0.328096 , 124 , 0.393919 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+SEP , ./data/Jabali/k2/80_2_0.90_1_2.svrp , 769.88 , 758.5 , 1.47815 , 0.097 , 6.045 , 2 , 765 , 4.88 , 4.36 , 4.84 , 769.88 , 769.88 , 0 , 798 , 271 , 0.406386 , 152 , 1.15931 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF+SEP , ./data/Jabali/k2/80_2_0.90_1_2.svrp , 769.88 , 758.5 , 1.47815 , 0.096 , 6.199 , 2 , 765 , 4.88 , 4.36 , 4.84 , 769.88 , 769.88 , 0 , 778 , 290 , 0.411798 , 146 , 1.02541 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR , ./data/Jabali/k2/80_2_0.90_1_2.svrp , 769.88 , 758.5 , 1.47815 , 0.095 , 4.992 , 2 , 765 , 4.88 , 4.36 , 4.84 , 769.88 , 769.88 , 0 , 805 , 263 , 0.368401 , 115 , 0.402383 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF , ./data/Jabali/k2/80_2_0.90_1_2.svrp , 769.88 , 758.5 , 1.47815 , 0.094 , 9.992 , 2 , 765 , 4.88 , 4.36 , 4.84 , 769.88 , 769.88 , 0 , 648 , 355 , 0.504125 , 82 , 0.390623 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+SEP , ./data/Jabali/k2/80_2_0.90_1_2.svrp , 769.88 , 758.5 , 1.47815 , 0.096 , 5.782 , 2 , 765 , 4.88 , 4.36 , 4.84 , 769.88 , 769.88 , 0 , 769 , 272 , 0.376528 , 142 , 0.967341 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF+SEP , ./data/Jabali/k2/80_2_0.90_1_2.svrp , 769.88 , 758.5 , 1.47815 , 0.096 , 10.722 , 2 , 765 , 4.88 , 4.36 , 4.84 , 769.88 , 769.88 , 0 , 675 , 385 , 0.634708 , 81 , 1.11894 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG , ./data/Jabali/k2/80_2_0.90_1_3.svrp , 743.36 , 727.75 , 2.09992 , 0.173 , 43.606 , 2 , 742 , 1.36 , 1.24 , 1.24 , 743.36 , 743.36 , 0 , 2134 , 867 , 1.52851 , 316 , 1.15376 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF , ./data/Jabali/k2/80_2_0.90_1_3.svrp , 743.36 , 727.75 , 2.09992 , 0.174 , 56.134 , 2 , 742 , 1.36 , 1.24 , 1.24 , 743.36 , 743.36 , 0 , 2389 , 987 , 1.66769 , 461 , 1.47792 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+SEP , ./data/Jabali/k2/80_2_0.90_1_3.svrp , 743.36 , 727.75 , 2.09992 , 0.176 , 30.939 , 2 , 742 , 1.36 , 1.24 , 1.24 , 743.36 , 743.36 , 0 , 2324 , 772 , 1.50094 , 257 , 3.64368 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF+SEP , ./data/Jabali/k2/80_2_0.90_1_3.svrp , 743.36 , 727.75 , 2.09992 , 0.175 , 62.229 , 2 , 742 , 1.36 , 1.24 , 1.24 , 743.36 , 743.36 , 0 , 2228 , 1063 , 1.76578 , 386 , 3.64349 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR , ./data/Jabali/k2/80_2_0.90_1_3.svrp , 743.36 , 727.75 , 2.09992 , 0.176 , 33.765 , 2 , 742 , 1.36 , 1.24 , 1.24 , 743.36 , 743.36 , 0 , 1772 , 771 , 1.22631 , 332 , 1.02146 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF , ./data/Jabali/k2/80_2_0.90_1_3.svrp , 743.36 , 727.75 , 2.09992 , 0.173 , 51.474 , 2 , 742 , 1.36 , 1.24 , 1.24 , 743.36 , 743.36 , 0 , 2862 , 936 , 1.85115 , 407 , 1.51043 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+SEP , ./data/Jabali/k2/80_2_0.90_1_3.svrp , 743.36 , 727.75 , 2.09992 , 0.175 , 52.08 , 2 , 742 , 1.36 , 1.24 , 1.24 , 743.36 , 743.36 , 0 , 2323 , 899 , 1.6437 , 354 , 3.60506 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF+SEP , ./data/Jabali/k2/80_2_0.90_1_3.svrp , 743.36 , 727.75 , 2.09992 , 0.173 , 46.559 , 2 , 742 , 1.36 , 1.24 , 1.24 , 743.36 , 743.36 , 0 , 2460 , 889 , 1.62056 , 451 , 3.91101 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG , ./data/Jabali/k2/80_2_0.90_1_4.svrp , 756.32 , 748.875 , 0.984372 , 0.112 , 2.436 , 2 , 756 , 0.32 , 0.32 , 0.32 , 756.32 , 756.32 , 0 , 320 , 279 , 0.328117 , 52 , 0.218771 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF , ./data/Jabali/k2/80_2_0.90_1_4.svrp , 756.32 , 748.875 , 0.984372 , 0.112 , 2.307 , 2 , 756 , 0.32 , 0.32 , 0.32 , 756.32 , 756.32 , 0 , 398 , 290 , 0.345727 , 60 , 0.234512 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+SEP , ./data/Jabali/k2/80_2_0.90_1_4.svrp , 756.32 , 748.875 , 0.984372 , 0.113 , 3.203 , 2 , 756 , 0.32 , 0.32 , 0.32 , 756.32 , 756.32 , 0 , 377 , 298 , 0.353924 , 92 , 0.627452 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF+SEP , ./data/Jabali/k2/80_2_0.90_1_4.svrp , 756.32 , 748.875 , 0.984372 , 0.114 , 4.129 , 2 , 756 , 0.32 , 0.32 , 0.32 , 756.32 , 756.32 , 0 , 811 , 325 , 0.481819 , 70 , 1.1057 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR , ./data/Jabali/k2/80_2_0.90_1_4.svrp , 756.32 , 748.875 , 0.984372 , 0.111 , 3.297 , 2 , 756 , 0.32 , 0.32 , 0.32 , 756.32 , 756.32 , 0 , 494 , 327 , 0.465063 , 64 , 0.295774 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF , ./data/Jabali/k2/80_2_0.90_1_4.svrp , 756.32 , 748.875 , 0.984372 , 0.113 , 6.215 , 2 , 756 , 0.32 , 0.32 , 0.32 , 756.32 , 756.32 , 0 , 813 , 409 , 0.73202 , 103 , 0.506189 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+SEP , ./data/Jabali/k2/80_2_0.90_1_4.svrp , 756.32 , 748.875 , 0.984372 , 0.115 , 5.008 , 2 , 756 , 0.32 , 0.32 , 0.32 , 756.32 , 756.32 , 0 , 642 , 372 , 0.57014 , 117 , 1.12744 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF+SEP , ./data/Jabali/k2/80_2_0.90_1_4.svrp , 756.32 , 748.875 , 0.984372 , 0.116 , 3.934 , 2 , 756 , 0.32 , 0.32 , 0.32 , 756.32 , 756.32 , 0 , 553 , 388 , 0.55164 , 93 , 0.795762 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG , ./data/Jabali/k2/80_2_0.90_1_5.svrp , 732.8 , 713.875 , 2.58256 , 0.129 , 5.111 , 2 , 730 , 2.8 , 2.8 , 2.8 , 732.8 , 732.8 , 0 , 1185 , 408 , 0.766139 , 59 , 0.416587 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF , ./data/Jabali/k2/80_2_0.90_1_5.svrp , 732.8 , 713.875 , 2.58256 , 0.127 , 5.233 , 2 , 730 , 2.8 , 2.8 , 2.8 , 732.8 , 732.8 , 0 , 1290 , 396 , 0.7947 , 66 , 0.456697 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+SEP , ./data/Jabali/k2/80_2_0.90_1_5.svrp , 732.8 , 713.875 , 2.58256 , 0.13 , 6.556 , 2 , 730 , 2.8 , 2.8 , 2.8 , 732.8 , 732.8 , 0 , 1220 , 420 , 0.783497 , 75 , 1.74741 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF+SEP , ./data/Jabali/k2/80_2_0.90_1_5.svrp , 732.8 , 713.875 , 2.58256 , 0.128 , 6.487 , 2 , 730 , 2.8 , 2.8 , 2.8 , 732.8 , 732.8 , 0 , 1220 , 400 , 0.763622 , 49 , 1.72942 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR , ./data/Jabali/k2/80_2_0.90_1_5.svrp , 732.8 , 713.875 , 2.58256 , 0.126 , 11.157 , 2 , 730 , 2.8 , 2.8 , 2.8 , 732.8 , 732.8 , 0 , 1710 , 443 , 1.01 , 73 , 0.701516 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF , ./data/Jabali/k2/80_2_0.90_1_5.svrp , 732.8 , 713.875 , 2.58256 , 0.127 , 9.711 , 2 , 730 , 2.8 , 2.8 , 2.8 , 732.8 , 732.8 , 0 , 2180 , 443 , 1.14728 , 67 , 0.717897 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+SEP , ./data/Jabali/k2/80_2_0.90_1_5.svrp , 732.8 , 713.875 , 2.58256 , 0.129 , 13.926 , 2 , 730 , 2.8 , 2.8 , 2.8 , 732.8 , 732.8 , 0 , 1621 , 466 , 1.04985 , 125 , 3.24704 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF+SEP , ./data/Jabali/k2/80_2_0.90_1_5.svrp , 732.8 , 713.875 , 2.58256 , 0.13 , 10.792 , 2 , 730 , 2.8 , 2.8 , 2.8 , 732.8 , 732.8 , 0 , 1916 , 403 , 0.990512 , 62 , 2.90827 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG , ./data/Jabali/k2/80_2_0.90_1_6.svrp , 830.16 , 823 , 0.862484 , 0.1 , 1.448 , 2 , 829 , 1.16 , 0.96 , 1.16 , 830.16 , 830.16 , 0 , 73 , 163 , 0.118694 , 50 , 0.105717 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF , ./data/Jabali/k2/80_2_0.90_1_6.svrp , 830.16 , 823 , 0.862484 , 0.099 , 1.457 , 2 , 829 , 1.16 , 0.96 , 1.16 , 830.16 , 830.16 , 0 , 78 , 168 , 0.122643 , 46 , 0.097341 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+SEP , ./data/Jabali/k2/80_2_0.90_1_6.svrp , 830.16 , 823 , 0.862484 , 0.102 , 1.583 , 2 , 829 , 1.16 , 0.96 , 1.16 , 830.16 , 830.16 , 0 , 85 , 171 , 0.133752 , 47 , 0.177028 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF+SEP , ./data/Jabali/k2/80_2_0.90_1_6.svrp , 830.16 , 823 , 0.862484 , 0.105 , 1.5 , 2 , 829 , 1.16 , 0.96 , 1.16 , 830.16 , 830.16 , 0 , 74 , 166 , 0.122437 , 44 , 0.16112 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR , ./data/Jabali/k2/80_2_0.90_1_6.svrp , 830.16 , 823 , 0.862484 , 0.102 , 1.452 , 2 , 829 , 1.16 , 0.96 , 1.16 , 830.16 , 830.16 , 0 , 79 , 162 , 0.116724 , 48 , 0.100436 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF , ./data/Jabali/k2/80_2_0.90_1_6.svrp , 830.16 , 823 , 0.862484 , 0.1 , 1.981 , 2 , 829 , 1.16 , 0.96 , 1.16 , 830.16 , 830.16 , 0 , 119 , 201 , 0.167948 , 62 , 0.140536 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+SEP , ./data/Jabali/k2/80_2_0.90_1_6.svrp , 830.16 , 823 , 0.862484 , 0.105 , 1.532 , 2 , 829 , 1.16 , 0.96 , 1.16 , 830.16 , 830.16 , 0 , 75 , 168 , 0.123596 , 45 , 0.15472 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF+SEP , ./data/Jabali/k2/80_2_0.90_1_6.svrp , 830.16 , 823 , 0.862484 , 0.102 , 11.386 , 2 , 829 , 1.16 , 0.96 , 1.16 , 830.16 , 830.16 , 0 , 541 , 386 , 0.534847 , 56 , 1.11997 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG , ./data/Jabali/k2/80_2_0.90_1_7.svrp , 778.64 , 772 , 0.852769 , 0.082 , 4.049 , 2 , 777 , 1.64 , 1.64 , 1.64 , 778.64 , 778.64 , 0 , 412 , 285 , 0.34745 , 80 , 0.238947 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF , ./data/Jabali/k2/80_2_0.90_1_7.svrp , 778.64 , 772 , 0.852769 , 0.082 , 10.072 , 2 , 777 , 1.64 , 1.64 , 1.64 , 778.64 , 778.64 , 0 , 582 , 376 , 0.481852 , 126 , 0.399149 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+SEP , ./data/Jabali/k2/80_2_0.90_1_7.svrp , 778.64 , 772 , 0.852769 , 0.085 , 3.984 , 2 , 777 , 1.64 , 1.64 , 1.64 , 778.64 , 778.64 , 0 , 352 , 263 , 0.308786 , 69 , 0.634535 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF+SEP , ./data/Jabali/k2/80_2_0.90_1_7.svrp , 778.64 , 772 , 0.852769 , 0.085 , 5.423 , 2 , 777 , 1.64 , 1.64 , 1.64 , 778.64 , 778.64 , 0 , 460 , 301 , 0.376549 , 104 , 0.845269 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR , ./data/Jabali/k2/80_2_0.90_1_7.svrp , 778.64 , 772 , 0.852769 , 0.082 , 4.43 , 2 , 777 , 1.64 , 1.64 , 1.64 , 778.64 , 778.64 , 0 , 447 , 294 , 0.364452 , 78 , 0.258945 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF , ./data/Jabali/k2/80_2_0.90_1_7.svrp , 778.64 , 772 , 0.852769 , 0.082 , 6.207 , 2 , 777 , 1.64 , 1.64 , 1.64 , 778.64 , 778.64 , 0 , 602 , 358 , 0.445618 , 99 , 0.343583 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+SEP , ./data/Jabali/k2/80_2_0.90_1_7.svrp , 778.64 , 772 , 0.852769 , 0.084 , 3.938 , 2 , 777 , 1.64 , 1.64 , 1.64 , 778.64 , 778.64 , 0 , 368 , 262 , 0.309467 , 74 , 0.653444 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF+SEP , ./data/Jabali/k2/80_2_0.90_1_7.svrp , 778.64 , 772 , 0.852769 , 0.084 , 4.072 , 2 , 777 , 1.64 , 1.64 , 1.64 , 778.64 , 778.64 , 0 , 376 , 263 , 0.316481 , 79 , 0.664417 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG , ./data/Jabali/k2/80_2_0.90_1_8.svrp , 736.96 , 729.5 , 1.01227 , 0.043 , 9.574 , 2 , 735 , 1.96 , 1.96 , 1.96 , 736.96 , 736.96 , 0 , 560 , 383 , 0.448299 , 118 , 0.413825 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF , ./data/Jabali/k2/80_2_0.90_1_8.svrp , 736.96 , 729.5 , 1.01227 , 0.043 , 10.518 , 2 , 735 , 1.96 , 1.96 , 1.96 , 736.96 , 736.96 , 0 , 877 , 371 , 0.494821 , 250 , 0.714228 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+SEP , ./data/Jabali/k2/80_2_0.90_1_8.svrp , 736.96 , 729.5 , 1.01227 , 0.045 , 10.303 , 2 , 735 , 1.96 , 1.96 , 1.96 , 736.96 , 736.96 , 0 , 560 , 383 , 0.450205 , 118 , 1.01816 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF+SEP , ./data/Jabali/k2/80_2_0.90_1_8.svrp , 736.96 , 729.5 , 1.01227 , 0.045 , 10.028 , 2 , 735 , 1.96 , 1.96 , 1.96 , 736.96 , 736.96 , 0 , 576 , 382 , 0.43872 , 140 , 0.980342 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR , ./data/Jabali/k2/80_2_0.90_1_8.svrp , 736.96 , 729.5 , 1.01227 , 0.044 , 9.758 , 2 , 735 , 1.96 , 1.96 , 1.96 , 736.96 , 736.96 , 0 , 573 , 424 , 0.474829 , 168 , 0.485101 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF , ./data/Jabali/k2/80_2_0.90_1_8.svrp , 736.96 , 729.5 , 1.01227 , 0.042 , 9.247 , 2 , 735 , 1.96 , 1.96 , 1.96 , 736.96 , 736.96 , 0 , 580 , 375 , 0.42701 , 157 , 0.499924 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+SEP , ./data/Jabali/k2/80_2_0.90_1_8.svrp , 736.96 , 729.5 , 1.01227 , 0.044 , 9.979 , 2 , 735 , 1.96 , 1.96 , 1.96 , 736.96 , 736.96 , 0 , 596 , 397 , 0.45753 , 153 , 0.982111 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF+SEP , ./data/Jabali/k2/80_2_0.90_1_8.svrp , 736.96 , 729.5 , 1.01227 , 0.045 , 10.517 , 2 , 735 , 1.96 , 1.96 , 1.96 , 736.96 , 736.96 , 0 , 588 , 375 , 0.427719 , 179 , 0.991579 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG , ./data/Jabali/k2/80_2_0.90_1_9.svrp , 759.12 , 747.5 , 1.53072 , 0.165 , 63.006 , 2 , 758 , 1.12 , 1.12 , 1.12 , 759.12 , 759.12 , 0 , 6146 , 708 , 1.92841 , 2308 , 5.09541 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF , ./data/Jabali/k2/80_2_0.90_1_9.svrp , 759.12 , 747.5 , 1.53072 , 0.159 , 34.946 , 2 , 758 , 1.12 , 1.12 , 1.12 , 759.12 , 759.12 , 0 , 4004 , 602 , 1.2826 , 1479 , 3.15319 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+SEP , ./data/Jabali/k2/80_2_0.90_1_9.svrp , 759.12 , 747.5 , 1.53072 , 0.16 , 51.058 , 2 , 758 , 1.12 , 1.12 , 1.12 , 759.12 , 759.12 , 0 , 4623 , 633 , 1.42323 , 1840 , 5.44782 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF+SEP , ./data/Jabali/k2/80_2_0.90_1_9.svrp , 759.12 , 747.5 , 1.53072 , 0.158 , 46.667 , 2 , 758 , 1.12 , 1.12 , 1.12 , 759.12 , 759.12 , 0 , 4582 , 741 , 1.66511 , 1525 , 5.69012 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR , ./data/Jabali/k2/80_2_0.90_1_9.svrp , 759.12 , 747.5 , 1.53072 , 0.156 , 116.338 , 2 , 758 , 1.12 , 1.12 , 1.12 , 759.12 , 759.12 , 0 , 6961 , 779 , 2.09738 , 2453 , 5.49221 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF , ./data/Jabali/k2/80_2_0.90_1_9.svrp , 759.12 , 747.5 , 1.53072 , 0.158 , 68.005 , 2 , 758 , 1.12 , 1.12 , 1.12 , 759.12 , 759.12 , 0 , 4925 , 907 , 2.10133 , 1396 , 3.45017 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+SEP , ./data/Jabali/k2/80_2_0.90_1_9.svrp , 759.12 , 747.5 , 1.53072 , 0.159 , 36.25 , 2 , 758 , 1.12 , 1.12 , 1.12 , 759.12 , 759.12 , 0 , 4374 , 577 , 1.43559 , 1665 , 5.4999 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF+SEP , ./data/Jabali/k2/80_2_0.90_1_9.svrp , 759.12 , 747.5 , 1.53072 , 0.159 , 103.089 , 2 , 758 , 1.12 , 1.12 , 1.12 , 759.12 , 759.12 , 0 , 7376 , 930 , 2.54581 , 2341 , 9.25986 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG , ./data/Jabali/k2/80_2_0.93_1_0.svrp , 781.04 , 761.167 , 2.54447 , 0.112 , 176.834 , 2 , 778 , 3.04 , 2.16 , 2.88 , 781.04 , 781.04 , 0 , 12399 , 1092 , 4.36461 , 3147 , 8.15783 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF , ./data/Jabali/k2/80_2_0.93_1_0.svrp , 781.04 , 761.167 , 2.54447 , 0.119 , 143.556 , 2 , 778 , 3.04 , 2.16 , 2.88 , 781.04 , 781.04 , 0 , 10600 , 1154 , 4.31455 , 2162 , 6.16154 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+SEP , ./data/Jabali/k2/80_2_0.93_1_0.svrp , 781.04 , 761.167 , 2.54447 , 0.121 , 202.124 , 2 , 778 , 3.04 , 2.16 , 2.88 , 781.04 , 781.04 , 0 , 10494 , 1111 , 3.74251 , 3167 , 13.7734 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF+SEP , ./data/Jabali/k2/80_2_0.93_1_0.svrp , 781.04 , 761.167 , 2.54447 , 0.119 , 163.709 , 2 , 778 , 3.04 , 2.16 , 2.88 , 781.04 , 781.04 , 0 , 9198 , 1250 , 4.23481 , 1681 , 13.0197 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR , ./data/Jabali/k2/80_2_0.93_1_0.svrp , 781.04 , 761.167 , 2.54447 , 0.118 , 220.298 , 2 , 778 , 3.04 , 2.16 , 2.88 , 781.04 , 781.04 , 0 , 10261 , 1626 , 4.91527 , 2148 , 6.13892 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF , ./data/Jabali/k2/80_2_0.93_1_0.svrp , 781.04 , 761.167 , 2.54447 , 0.117 , 196.274 , 2 , 778 , 3.04 , 2.16 , 2.88 , 781.04 , 781.04 , 0 , 12477 , 1183 , 4.39357 , 2926 , 7.68922 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+SEP , ./data/Jabali/k2/80_2_0.93_1_0.svrp , 781.04 , 761.167 , 2.54447 , 0.116 , 215.563 , 2 , 778 , 3.04 , 2.16 , 2.88 , 781.04 , 781.04 , 2.30461e-08 , 12186 , 1318 , 5.1203 , 3800 , 18.089 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF+SEP , ./data/Jabali/k2/80_2_0.93_1_0.svrp , 781.04 , 761.167 , 2.54447 , 0.121 , 222.807 , 2 , 778 , 3.04 , 2.16 , 2.88 , 781.04 , 781.04 , 0 , 11588 , 1365 , 5.22262 , 2402 , 16.4949 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG , ./data/Jabali/k2/80_2_0.93_1_1.svrp , 811.96 , 793.5 , 2.27351 , 0.079 , 82.674 , 2 , 802 , 9.96 , 9.24 , 9.72 , 811.96 , 811.96 , 0 , 6741 , 1255 , 2.96235 , 1114 , 3.40215 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF , ./data/Jabali/k2/80_2_0.93_1_1.svrp , 811.96 , 793.5 , 2.27351 , 0.079 , 84.564 , 2 , 802 , 9.96 , 9.24 , 9.72 , 811.96 , 811.96 , 0 , 8217 , 1166 , 3.31356 , 1545 , 4.4621 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
