Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Path Cuts , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved , Wrong Cuts
DISAGG , ./data/Jabali/k2/60_2_0.90_1_0.svrp , 686.44 , 680.75 , 0.828914 , 0.072 , 1.242 , 2 , 685 , 1.44 , 1.36 , 1.44 , 686.44 , 686.44 , 0 , 67 , 142 , 0.090016 , 42 , 0.066735 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF , ./data/Jabali/k2/60_2_0.90_1_0.svrp , 686.44 , 680.75 , 0.828914 , 0.071 , 1.246 , 2 , 685 , 1.44 , 1.36 , 1.44 , 686.44 , 686.44 , 0 , 66 , 142 , 0.09054 , 42 , 0.067086 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+SEP , ./data/Jabali/k2/60_2_0.90_1_0.svrp , 686.44 , 680.75 , 0.828914 , 0.072 , 1.256 , 2 , 685 , 1.44 , 1.36 , 1.44 , 686.44 , 686.44 , 0 , 67 , 142 , 0.090066 , 42 , 0.101566 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF+SEP , ./data/Jabali/k2/60_2_0.90_1_0.svrp , 686.44 , 680.75 , 0.828914 , 0.071 , 1.249 , 2 , 685 , 1.44 , 1.36 , 1.44 , 686.44 , 686.44 , 0 , 66 , 142 , 0.08998 , 42 , 0.103039 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.90_1_0.svrp , 686.44 , 680.75 , 0.828914 , 0.073 , 1.326 , 2 , 685 , 1.44 , 1.36 , 1.44 , 686.44 , 686.44 , 0 , 77 , 138 , 0.086656 , 37 , 0.066642 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF , ./data/Jabali/k2/60_2_0.90_1_0.svrp , 686.44 , 680.75 , 0.828914 , 0.071 , 1.304 , 2 , 685 , 1.44 , 1.36 , 1.44 , 686.44 , 686.44 , 0 , 77 , 138 , 0.085984 , 37 , 0.066486 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+SEP , ./data/Jabali/k2/60_2_0.90_1_0.svrp , 686.44 , 680.75 , 0.828914 , 0.074 , 1.383 , 2 , 685 , 1.44 , 1.36 , 1.44 , 686.44 , 686.44 , 0 , 76 , 138 , 0.086109 , 39 , 0.120294 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF+SEP , ./data/Jabali/k2/60_2_0.90_1_0.svrp , 686.44 , 680.75 , 0.828914 , 0.07 , 1.362 , 2 , 685 , 1.44 , 1.36 , 1.44 , 686.44 , 686.44 , 0 , 72 , 138 , 0.086365 , 39 , 0.121924 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG , ./data/Jabali/k2/60_2_0.90_1_1.svrp , 656.44 , 641 , 2.35208 , 0.06 , 25.516 , 2 , 653 , 3.44 , 2.8 , 3.28 , 656.44 , 656.44 , 0 , 4646 , 706 , 1.08785 , 1483 , 2.23287 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF , ./data/Jabali/k2/60_2_0.90_1_1.svrp , 656.44 , 641 , 2.35208 , 0.058 , 54.332 , 2 , 653 , 3.44 , 2.8 , 3.28 , 656.44 , 656.44 , 0 , 7769 , 900 , 1.61941 , 2048 , 3.43739 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+SEP , ./data/Jabali/k2/60_2_0.90_1_1.svrp , 656.44 , 641 , 2.35208 , 0.062 , 28.795 , 2 , 653 , 3.44 , 2.8 , 3.28 , 656.44 , 656.44 , 0 , 4814 , 692 , 1.25623 , 1282 , 3.62091 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF+SEP , ./data/Jabali/k2/60_2_0.90_1_1.svrp , 656.44 , 641 , 2.35208 , 0.063 , 53.437 , 2 , 653 , 3.44 , 2.8 , 3.28 , 656.44 , 656.44 , 0 , 6488 , 982 , 1.58669 , 1935 , 4.64807 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.90_1_1.svrp , 656.44 , 641 , 2.35208 , 0.057 , 30.934 , 2 , 653 , 3.44 , 2.8 , 3.28 , 656.44 , 656.44 , 0 , 5315 , 839 , 1.22725 , 1153 , 2.01371 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF , ./data/Jabali/k2/60_2_0.90_1_1.svrp , 656.44 , 641 , 2.35208 , 0.058 , 30.119 , 2 , 653 , 3.44 , 2.8 , 3.28 , 656.44 , 656.44 , 0 , 4635 , 769 , 1.15606 , 1232 , 1.95761 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+SEP , ./data/Jabali/k2/60_2_0.90_1_1.svrp , 656.44 , 641 , 2.35208 , 0.059 , 32.011 , 2 , 653 , 3.44 , 2.8 , 3.28 , 656.44 , 656.44 , 0 , 4437 , 779 , 1.19785 , 1179 , 3.19206 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF+SEP , ./data/Jabali/k2/60_2_0.90_1_1.svrp , 656.44 , 641 , 2.35208 , 0.059 , 28.033 , 2 , 653 , 3.44 , 2.8 , 3.28 , 656.44 , 656.44 , 0 , 4478 , 761 , 1.21627 , 1187 , 3.08914 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG , ./data/Jabali/k2/60_2_0.90_1_2.svrp , 708.76 , 688 , 2.92906 , 0.03 , 34.671 , 2 , 707 , 1.76 , 1.52 , 1.52 , 708.76 , 708.76 , 0 , 3327 , 933 , 1.45668 , 379 , 1.09053 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF , ./data/Jabali/k2/60_2_0.90_1_2.svrp , 708.76 , 688 , 2.92906 , 0.03 , 22.679 , 2 , 707 , 1.76 , 1.52 , 1.52 , 708.76 , 708.76 , 0 , 3661 , 857 , 1.37234 , 283 , 1.06034 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+SEP , ./data/Jabali/k2/60_2_0.90_1_2.svrp , 708.76 , 688 , 2.92906 , 0.031 , 37.44 , 2 , 707 , 1.76 , 1.52 , 1.52 , 708.76 , 708.76 , 0 , 4387 , 1047 , 1.81217 , 424 , 3.53915 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF+SEP , ./data/Jabali/k2/60_2_0.90_1_2.svrp , 708.76 , 688 , 2.92906 , 0.032 , 21.983 , 2 , 707 , 1.76 , 1.52 , 1.52 , 708.76 , 708.76 , 0 , 3160 , 768 , 1.29655 , 376 , 2.4421 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.90_1_2.svrp , 708.76 , 688 , 2.92906 , 0.03 , 30.046 , 2 , 707 , 1.76 , 1.52 , 1.52 , 708.76 , 708.76 , 0 , 3653 , 820 , 1.30254 , 412 , 1.15105 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF , ./data/Jabali/k2/60_2_0.90_1_2.svrp , 708.76 , 688 , 2.92906 , 0.03 , 48.133 , 2 , 707 , 1.76 , 1.52 , 1.52 , 708.76 , 708.76 , 0 , 5097 , 999 , 2.17151 , 435 , 1.48986 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+SEP , ./data/Jabali/k2/60_2_0.90_1_2.svrp , 708.76 , 688 , 2.92906 , 0.031 , 33.82 , 2 , 707 , 1.76 , 1.52 , 1.52 , 708.76 , 708.76 , 0 , 3502 , 853 , 1.23014 , 399 , 2.8836 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF+SEP , ./data/Jabali/k2/60_2_0.90_1_2.svrp , 708.76 , 688 , 2.92906 , 0.031 , 23.589 , 2 , 707 , 1.76 , 1.52 , 1.52 , 708.76 , 708.76 , 0 , 3334 , 837 , 1.34434 , 388 , 2.68036 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG , ./data/Jabali/k2/60_2_0.90_1_3.svrp , 713.24 , 701 , 1.71611 , 0.046 , 3.746 , 2 , 710 , 3.24 , 3.2 , 3.24 , 713.24 , 713.24 , 0 , 774 , 375 , 0.314224 , 121 , 0.297034 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF , ./data/Jabali/k2/60_2_0.90_1_3.svrp , 713.24 , 701 , 1.71611 , 0.047 , 8.037 , 2 , 710 , 3.24 , 3.2 , 3.24 , 713.24 , 713.24 , 0 , 801 , 419 , 0.39781 , 123 , 0.334108 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+SEP , ./data/Jabali/k2/60_2_0.90_1_3.svrp , 713.24 , 701 , 1.71611 , 0.047 , 8.257 , 2 , 710 , 3.24 , 3.2 , 3.24 , 713.24 , 713.24 , 0 , 837 , 415 , 0.399973 , 172 , 0.862599 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF+SEP , ./data/Jabali/k2/60_2_0.90_1_3.svrp , 713.24 , 701 , 1.71611 , 0.047 , 7.815 , 2 , 710 , 3.24 , 3.2 , 3.24 , 713.24 , 713.24 , 0 , 785 , 406 , 0.374843 , 173 , 0.824883 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.90_1_3.svrp , 713.24 , 701 , 1.71611 , 0.045 , 8.71 , 2 , 710 , 3.24 , 3.2 , 3.24 , 713.24 , 713.24 , 0 , 686 , 402 , 0.353687 , 141 , 0.319463 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF , ./data/Jabali/k2/60_2_0.90_1_3.svrp , 713.24 , 701 , 1.71611 , 0.046 , 3.542 , 2 , 710 , 3.24 , 3.2 , 3.24 , 713.24 , 713.24 , 0 , 714 , 373 , 0.298926 , 101 , 0.286001 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+SEP , ./data/Jabali/k2/60_2_0.90_1_3.svrp , 713.24 , 701 , 1.71611 , 0.046 , 8.544 , 2 , 710 , 3.24 , 3.2 , 3.24 , 713.24 , 713.24 , 0 , 861 , 410 , 0.404978 , 157 , 0.875636 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF+SEP , ./data/Jabali/k2/60_2_0.90_1_3.svrp , 713.24 , 701 , 1.71611 , 0.047 , 3.98 , 2 , 710 , 3.24 , 3.2 , 3.24 , 713.24 , 713.24 , 0 , 719 , 375 , 0.300249 , 102 , 0.662451 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG , ./data/Jabali/k2/60_2_0.90_1_4.svrp , 727.4 , 715 , 1.7047 , 0.046 , 4.542 , 2 , 724 , 3.4 , 3.16 , 3.36 , 727.4 , 727.4 , 0 , 1424 , 348 , 0.49247 , 237 , 0.535624 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF , ./data/Jabali/k2/60_2_0.90_1_4.svrp , 727.4 , 715 , 1.7047 , 0.043 , 4.361 , 2 , 724 , 3.4 , 3.16 , 3.36 , 727.4 , 727.4 , 0 , 1284 , 353 , 0.395045 , 376 , 0.622437 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+SEP , ./data/Jabali/k2/60_2_0.90_1_4.svrp , 727.4 , 715 , 1.7047 , 0.044 , 4.521 , 2 , 724 , 3.4 , 3.16 , 3.36 , 727.4 , 727.4 , 0 , 1209 , 330 , 0.417192 , 264 , 1.11147 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF+SEP , ./data/Jabali/k2/60_2_0.90_1_4.svrp , 727.4 , 715 , 1.7047 , 0.047 , 5.356 , 2 , 724 , 3.4 , 3.16 , 3.36 , 727.4 , 727.4 , 0 , 1395 , 430 , 0.510952 , 310 , 1.22843 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.90_1_4.svrp , 727.4 , 715 , 1.7047 , 0.046 , 4.142 , 2 , 724 , 3.4 , 3.16 , 3.36 , 727.4 , 727.4 , 0 , 1390 , 373 , 0.448454 , 219 , 0.505292 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF , ./data/Jabali/k2/60_2_0.90_1_4.svrp , 727.4 , 715 , 1.7047 , 0.045 , 4.339 , 2 , 724 , 3.4 , 3.16 , 3.36 , 727.4 , 727.4 , 0 , 1431 , 379 , 0.474141 , 263 , 0.55366 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+SEP , ./data/Jabali/k2/60_2_0.90_1_4.svrp , 727.4 , 715 , 1.7047 , 0.046 , 4.662 , 2 , 724 , 3.4 , 3.16 , 3.36 , 727.4 , 727.4 , 0 , 1278 , 370 , 0.43969 , 193 , 1.09151 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF+SEP , ./data/Jabali/k2/60_2_0.90_1_4.svrp , 727.4 , 715 , 1.7047 , 0.044 , 4.899 , 2 , 724 , 3.4 , 3.16 , 3.36 , 727.4 , 727.4 , 0 , 1347 , 352 , 0.450417 , 303 , 1.19515 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG , ./data/Jabali/k2/60_2_0.90_1_5.svrp , 663.6 , 652 , 1.74804 , 0.03 , 0.641 , 2 , 659 , 4.6 , 4.6 , 4.6 , 663.6 , 663.6 , 0 , 105 , 133 , 0.05304 , 48 , 0.061301 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF , ./data/Jabali/k2/60_2_0.90_1_5.svrp , 663.6 , 652 , 1.74804 , 0.03 , 0.679 , 2 , 659 , 4.6 , 4.6 , 4.6 , 663.6 , 663.6 , 0 , 93 , 139 , 0.05388 , 54 , 0.067803 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+SEP , ./data/Jabali/k2/60_2_0.90_1_5.svrp , 663.6 , 652 , 1.74804 , 0.031 , 0.665 , 2 , 659 , 4.6 , 4.6 , 4.6 , 663.6 , 663.6 , 0 , 105 , 133 , 0.053247 , 48 , 0.078389 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF+SEP , ./data/Jabali/k2/60_2_0.90_1_5.svrp , 663.6 , 652 , 1.74804 , 0.032 , 0.656 , 2 , 659 , 4.6 , 4.6 , 4.6 , 663.6 , 663.6 , 0 , 93 , 139 , 0.054511 , 54 , 0.073893 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.90_1_5.svrp , 663.6 , 652 , 1.74804 , 0.03 , 0.635 , 2 , 659 , 4.6 , 4.6 , 4.6 , 663.6 , 663.6 , 0 , 118 , 134 , 0.052655 , 48 , 0.057533 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF , ./data/Jabali/k2/60_2_0.90_1_5.svrp , 663.6 , 652 , 1.74804 , 0.03 , 0.596 , 2 , 659 , 4.6 , 4.6 , 4.6 , 663.6 , 663.6 , 0 , 97 , 135 , 0.051908 , 43 , 0.051179 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+SEP , ./data/Jabali/k2/60_2_0.90_1_5.svrp , 663.6 , 652 , 1.74804 , 0.031 , 0.627 , 2 , 659 , 4.6 , 4.6 , 4.6 , 663.6 , 663.6 , 0 , 118 , 134 , 0.052802 , 48 , 0.070703 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF+SEP , ./data/Jabali/k2/60_2_0.90_1_5.svrp , 663.6 , 652 , 1.74804 , 0.031 , 0.613 , 2 , 659 , 4.6 , 4.6 , 4.6 , 663.6 , 663.6 , 0 , 97 , 135 , 0.052189 , 43 , 0.061767 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG , ./data/Jabali/k2/60_2_0.90_1_6.svrp , 644.6 , 635.5 , 1.41173 , 0.087 , 1.346 , 2 , 639 , 5.6 , 5.2 , 5.2 , 644.6 , 644.6 , 0 , 550 , 149 , 0.127778 , 204 , 0.298857 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF , ./data/Jabali/k2/60_2_0.90_1_6.svrp , 644.6 , 635.5 , 1.41173 , 0.086 , 0.855 , 2 , 639 , 5.6 , 5.2 , 5.2 , 644.6 , 644.6 , 0 , 240 , 134 , 0.08133 , 114 , 0.158954 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+SEP , ./data/Jabali/k2/60_2_0.90_1_6.svrp , 644.6 , 635.5 , 1.41173 , 0.087 , 1.545 , 2 , 639 , 5.6 , 5.2 , 5.2 , 644.6 , 644.6 , 0 , 559 , 147 , 0.128671 , 215 , 0.451429 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF+SEP , ./data/Jabali/k2/60_2_0.90_1_6.svrp , 644.6 , 635.5 , 1.41173 , 0.087 , 0.917 , 2 , 639 , 5.6 , 5.2 , 5.2 , 644.6 , 644.6 , 0 , 241 , 134 , 0.081902 , 116 , 0.215976 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.90_1_6.svrp , 644.6 , 635.5 , 1.41173 , 0.086 , 1.205 , 2 , 639 , 5.6 , 5.2 , 5.2 , 644.6 , 644.6 , 0 , 491 , 142 , 0.121812 , 154 , 0.22015 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF , ./data/Jabali/k2/60_2_0.90_1_6.svrp , 644.6 , 635.5 , 1.41173 , 0.087 , 0.979 , 2 , 639 , 5.6 , 5.2 , 5.2 , 644.6 , 644.6 , 0 , 318 , 129 , 0.097695 , 143 , 0.18583 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+SEP , ./data/Jabali/k2/60_2_0.90_1_6.svrp , 644.6 , 635.5 , 1.41173 , 0.088 , 1.343 , 2 , 639 , 5.6 , 5.2 , 5.2 , 644.6 , 644.6 , 0 , 491 , 142 , 0.121614 , 154 , 0.359041 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF+SEP , ./data/Jabali/k2/60_2_0.90_1_6.svrp , 644.6 , 635.5 , 1.41173 , 0.087 , 1.116 , 2 , 639 , 5.6 , 5.2 , 5.2 , 644.6 , 644.6 , 0 , 323 , 129 , 0.102372 , 143 , 0.291872 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG , ./data/Jabali/k2/60_2_0.90_1_7.svrp , 669 , 658 , 1.64425 , 0.034 , 1.246 , 2 , 666 , 3 , 2.52 , 3 , 669 , 669 , 0 , 431 , 191 , 0.14221 , 107 , 0.199241 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF , ./data/Jabali/k2/60_2_0.90_1_7.svrp , 669 , 658 , 1.64425 , 0.035 , 1.751 , 2 , 666 , 3 , 2.52 , 3 , 669 , 669 , 0 , 668 , 252 , 0.213795 , 121 , 0.275849 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+SEP , ./data/Jabali/k2/60_2_0.90_1_7.svrp , 669 , 658 , 1.64425 , 0.035 , 1.583 , 2 , 666 , 3 , 2.52 , 3 , 669 , 669 , 0 , 504 , 204 , 0.149338 , 158 , 0.389889 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF+SEP , ./data/Jabali/k2/60_2_0.90_1_7.svrp , 669 , 658 , 1.64425 , 0.036 , 1.587 , 2 , 666 , 3 , 2.52 , 3 , 669 , 669 , 0 , 496 , 204 , 0.160244 , 142 , 0.413456 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.90_1_7.svrp , 669 , 658 , 1.64425 , 0.035 , 1.118 , 2 , 666 , 3 , 2.52 , 3 , 669 , 669 , 0 , 279 , 121 , 0.087475 , 115 , 0.180097 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF , ./data/Jabali/k2/60_2_0.90_1_7.svrp , 669 , 658 , 1.64425 , 0.034 , 1.312 , 2 , 666 , 3 , 2.52 , 3 , 669 , 669 , 0 , 420 , 194 , 0.147832 , 82 , 0.170806 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+SEP , ./data/Jabali/k2/60_2_0.90_1_7.svrp , 669 , 658 , 1.64425 , 0.036 , 0.967 , 2 , 666 , 3 , 2.52 , 3 , 669 , 669 , 0 , 188 , 121 , 0.076453 , 81 , 0.186755 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF+SEP , ./data/Jabali/k2/60_2_0.90_1_7.svrp , 669 , 658 , 1.64425 , 0.036 , 1.888 , 2 , 666 , 3 , 2.52 , 3 , 669 , 669 , 0 , 527 , 175 , 0.156943 , 239 , 0.482045 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG , ./data/Jabali/k2/60_2_0.90_1_8.svrp , 609.84 , 601 , 1.44956 , 0.072 , 6.101 , 2 , 608 , 1.84 , 1.84 , 1.84 , 609.84 , 609.84 , 0 , 960 , 315 , 0.335804 , 259 , 0.515938 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF , ./data/Jabali/k2/60_2_0.90_1_8.svrp , 609.84 , 601 , 1.44956 , 0.072 , 2.717 , 2 , 608 , 1.84 , 1.76 , 1.84 , 609.84 , 609.84 , 0 , 610 , 191 , 0.166901 , 220 , 0.367599 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+SEP , ./data/Jabali/k2/60_2_0.90_1_8.svrp , 609.84 , 601 , 1.44956 , 0.073 , 3.046 , 2 , 608 , 1.84 , 1.84 , 1.84 , 609.84 , 609.84 , 0 , 614 , 202 , 0.164433 , 249 , 0.533577 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF+SEP , ./data/Jabali/k2/60_2_0.90_1_8.svrp , 609.84 , 601 , 1.44956 , 0.073 , 4.999 , 2 , 608 , 1.84 , 1.76 , 1.84 , 609.84 , 609.84 , 0 , 914 , 249 , 0.274175 , 317 , 0.921668 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.90_1_8.svrp , 609.84 , 601 , 1.44956 , 0.071 , 4.749 , 2 , 608 , 1.84 , 1.84 , 1.84 , 609.84 , 609.84 , 0 , 934 , 288 , 0.294943 , 231 , 0.472017 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF , ./data/Jabali/k2/60_2_0.90_1_8.svrp , 609.84 , 601 , 1.44956 , 0.073 , 7.06 , 2 , 608 , 1.84 , 1.76 , 1.84 , 609.84 , 609.84 , 0 , 1006 , 295 , 0.330216 , 337 , 0.625641 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+SEP , ./data/Jabali/k2/60_2_0.90_1_8.svrp , 609.84 , 601 , 1.44956 , 0.074 , 7.653 , 2 , 608 , 1.84 , 1.84 , 1.84 , 609.84 , 609.84 , 0 , 745 , 364 , 0.312584 , 190 , 0.70064 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF+SEP , ./data/Jabali/k2/60_2_0.90_1_8.svrp , 609.84 , 601 , 1.44956 , 0.073 , 9.701 , 2 , 608 , 1.84 , 1.84 , 1.84 , 609.84 , 609.84 , 0 , 1167 , 432 , 0.409349 , 410 , 1.08951 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG , ./data/Jabali/k2/60_2_0.90_1_9.svrp , 669.12 , 655 , 2.11023 , 0.02 , 2.06 , 2 , 667 , 2.12 , 2.12 , 2.12 , 669.12 , 669.12 , 0 , 381 , 307 , 0.188206 , 42 , 0.118107 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF , ./data/Jabali/k2/60_2_0.90_1_9.svrp , 669.12 , 655 , 2.11023 , 0.019 , 3.647 , 2 , 667 , 2.12 , 2.12 , 2.12 , 669.12 , 669.12 , 0 , 604 , 346 , 0.268275 , 121 , 0.281247 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+SEP , ./data/Jabali/k2/60_2_0.90_1_9.svrp , 669.12 , 655 , 2.11023 , 0.021 , 1.393 , 2 , 667 , 2.12 , 2.12 , 2.12 , 669.12 , 669.12 , 0 , 288 , 218 , 0.134109 , 34 , 0.204916 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF+SEP , ./data/Jabali/k2/60_2_0.90_1_9.svrp , 669.12 , 655 , 2.11023 , 0.02 , 1.347 , 2 , 667 , 2.12 , 2.12 , 2.12 , 669.12 , 669.12 , 0 , 274 , 215 , 0.127848 , 31 , 0.189048 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.90_1_9.svrp , 669.12 , 655 , 2.11023 , 0.019 , 8.592 , 2 , 667 , 2.12 , 2.12 , 2.12 , 669.12 , 669.12 , 0 , 687 , 417 , 0.353045 , 96 , 0.276732 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF , ./data/Jabali/k2/60_2_0.90_1_9.svrp , 669.12 , 655 , 2.11023 , 0.02 , 2.684 , 2 , 667 , 2.12 , 2.12 , 2.12 , 669.12 , 669.12 , 0 , 487 , 329 , 0.228552 , 68 , 0.172917 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+SEP , ./data/Jabali/k2/60_2_0.90_1_9.svrp , 669.12 , 655 , 2.11023 , 0.021 , 2.143 , 2 , 667 , 2.12 , 2.12 , 2.12 , 669.12 , 669.12 , 0 , 408 , 283 , 0.193268 , 47 , 0.310976 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF+SEP , ./data/Jabali/k2/60_2_0.90_1_9.svrp , 669.12 , 655 , 2.11023 , 0.02 , 1.422 , 2 , 667 , 2.12 , 2.12 , 2.12 , 669.12 , 669.12 , 0 , 302 , 223 , 0.134498 , 34 , 0.210506 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG , ./data/Jabali/k2/60_2_0.93_1_0.svrp , 712.4 , 702 , 1.45985 , 0.042 , 0.949 , 2 , 707 , 5.4 , 5.32 , 5.4 , 712.4 , 712.4 , 0 , 340 , 205 , 0.121381 , 91 , 0.126017 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
