Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Path Cuts , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved , Wrong Cuts
PR+Parada+SRI , ./data/Jabali/k4/40_4_0.85_1_5.svrp , 721.6 , 713.923 , 1.06383 , 1.181 , 1.741 , 4 , 709 , 12.6 , 12.6 , 12.6 , 721.6 , 721.6 , 0 , 42 , 145 , 0.427072 , 0 , 0.007748 , 1 , 0 , 0.01514 , 440 , 0.393201 , 10 , 0.013821 , 1 , 0
PR , ./data/Jabali/k4/40_4_0.85_1_6.svrp , 673.92 , 656 , 2.65907 , 0.031 , 6.42 , 4 , 668 , 5.92 , 5.92 , 5.92 , 673.92 , 673.92 , 0 , 3032 , 721 , 0.538369 , 371 , 0.312367 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/40_4_0.85_1_6.svrp , 673.92 , 656 , 2.65907 , 0.031 , 2.076 , 4 , 668 , 5.92 , 5.92 , 5.92 , 673.92 , 673.92 , 0 , 1001 , 456 , 0.220208 , 4 , 0.05421 , 8 , 82 , 0.15571 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/40_4_0.85_1_6.svrp , 673.92 , 661.543 , 1.83651 , 0.628 , 2.813 , 4 , 668 , 5.92 , 5.92 , 5.92 , 673.92 , 673.92 , 0 , 661 , 444 , 0.258293 , 14 , 0.053851 , 6 , 0 , 0.128083 , 271 , 0.163216 , 85 , 0.116842 , 1 , 0
PR , ./data/Jabali/k4/40_4_0.85_1_7.svrp , 678.76 , 645.25 , 4.93694 , 0.027 , 600.009 , 4 , 668 , 10.76 , 10.68 , 10.76 , 678.76 , 673.3 , 0.804408 , 60042 , 4195 , 14.3166 , 2745 , 5.56529 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+Parada , ./data/Jabali/k4/40_4_0.85_1_7.svrp , 678.76 , 645.25 , 4.93694 , 0.028 , 18.929 , 4 , 668 , 10.76 , 10.68 , 10.76 , 678.76 , 678.76 , 0 , 4373 , 1133 , 1.04599 , 44 , 0.292435 , 76 , 205 , 0.757419 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/40_4_0.85_1_7.svrp , 678.76 , 657.835 , 3.08276 , 1.036 , 8.446 , 4 , 668 , 10.76 , 10.68 , 10.76 , 678.76 , 678.76 , 0 , 1679 , 695 , 0.690346 , 17 , 0.11514 , 23 , 0 , 0.249074 , 330 , 0.322508 , 87 , 0.250539 , 1 , 0
PR , ./data/Jabali/k4/40_4_0.85_1_8.svrp , 685.6 , 657.5 , 4.0986 , 0.024 , 4.733 , 4 , 656 , 29.6 , 29.2 , 29.6 , 685.6 , 685.6 , 0 , 3138 , 542 , 0.49574 , 356 , 0.360631 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/40_4_0.85_1_8.svrp , 685.6 , 668.55 , 2.48693 , 0.032 , 1.824 , 4 , 656 , 29.6 , 29.2 , 29.6 , 685.6 , 685.6 , 0 , 1073 , 258 , 0.213222 , 27 , 0.079374 , 13 , 36 , 0.215854 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/40_4_0.85_1_8.svrp , 685.6 , 671.654 , 2.03411 , 1.654 , 2.391 , 4 , 656 , 29.6 , 29.2 , 29.6 , 685.6 , 685.6 , 0 , 282 , 170 , 0.601809 , 14 , 0.025388 , 10 , 0 , 0.06961 , 570 , 0.613552 , 15 , 0.065303 , 1 , 0
PR , ./data/Jabali/k4/40_4_0.85_1_9.svrp , 682.44 , 657 , 3.7278 , 0.023 , 15.637 , 4 , 668 , 14.44 , 13.32 , 14.44 , 682.44 , 682.44 , 0 , 6292 , 880 , 0.880119 , 544 , 0.634259 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/40_4_0.85_1_9.svrp , 682.44 , 659 , 3.43473 , 0.022 , 1.426 , 4 , 668 , 14.44 , 13.32 , 14.44 , 682.44 , 682.44 , 0 , 516 , 235 , 0.101611 , 12 , 0.034508 , 23 , 74 , 0.133963 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/40_4_0.85_1_9.svrp , 682.44 , 671.887 , 1.54633 , 0.874 , 2.077 , 4 , 668 , 14.44 , 13.32 , 14.44 , 682.44 , 682.44 , 0 , 233 , 205 , 0.213388 , 6 , 0.018332 , 9 , 0 , 0.045098 , 419 , 0.209356 , 24 , 0.042156 , 1 , 0
PR , ./data/Jabali/k4/50_4_0.80_1_0.svrp , 749.08 , 718.5 , 4.08234 , 0.029 , 70.576 , 4 , 745 , 4.08 , 4 , 4.08 , 749.08 , 749.08 , 0 , 16549 , 1465 , 4.02669 , 827 , 2.08025 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/50_4_0.80_1_0.svrp , 749.08 , 723.5 , 3.41486 , 0.034 , 6.809 , 4 , 745 , 4.08 , 4 , 4.08 , 749.08 , 749.08 , 0 , 938 , 668 , 0.37316 , 14 , 0.105523 , 31 , 119 , 0.355311 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/50_4_0.80_1_0.svrp , 749.08 , 735.522 , 1.80996 , 1.297 , 3.545 , 4 , 745 , 4.08 , 4 , 4.08 , 749.08 , 749.08 , 0 , 248 , 295 , 0.345151 , 10 , 0.031265 , 8 , 0 , 0.093006 , 422 , 0.354479 , 33 , 0.0661 , 1 , 0
PR , ./data/Jabali/k4/50_4_0.80_1_1.svrp , 724.84 , 710.143 , 2.02764 , 0.06 , 6.74 , 4 , 719 , 5.84 , 5.84 , 5.84 , 724.84 , 724.84 , 0 , 2388 , 573 , 0.514692 , 383 , 0.389928 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/50_4_0.80_1_1.svrp , 724.84 , 712.25 , 1.73694 , 0.078 , 1.457 , 4 , 719 , 5.84 , 5.84 , 5.84 , 724.84 , 724.84 , 0 , 308 , 323 , 0.121348 , 7 , 0.02616 , 14 , 42 , 0.126253 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/50_4_0.80_1_1.svrp , 724.84 , 716.542 , 1.14484 , 8.163 , 9.452 , 4 , 719 , 5.84 , 5.84 , 5.84 , 724.84 , 724.84 , 0 , 71 , 239 , 1.65348 , 5 , 0.009348 , 6 , 0 , 0.024119 , 839 , 2.98646 , 11 , 0.023221 , 1 , 0
PR , ./data/Jabali/k4/50_4_0.80_1_2.svrp , 743.68 , 728.5 , 2.0412 , 0.014 , 0.233 , 4 , 739 , 4.68 , 4.68 , 4.68 , 743.68 , 743.68 , 0 , 73 , 142 , 0.024249 , 9 , 0.010167 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/50_4_0.80_1_2.svrp , 743.68 , 732.167 , 1.54816 , 0.026 , 0.907 , 4 , 739 , 4.68 , 4.68 , 4.68 , 743.68 , 743.68 , 0 , 287 , 356 , 0.133465 , 0 , 0.023427 , 0 , 10 , 0.055259 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/50_4_0.80_1_2.svrp , 743.68 , 740.568 , 0.418434 , 4.449 , 4.632 , 4 , 739 , 4.68 , 4.68 , 4.68 , 743.68 , 743.68 , 0 , 1 , 124 , 0.450134 , 0 , 0.001381 , 0 , 0 , 0.002027 , 834 , 0.995219 , 0 , 0.001835 , 1 , 0
PR , ./data/Jabali/k4/50_4_0.80_1_3.svrp , 735.56 , 716.812 , 2.54874 , 0.056 , 51.471 , 4 , 734 , 1.56 , 1.56 , 1.56 , 735.56 , 735.56 , 0 , 5596 , 2296 , 2.7526 , 518 , 0.803879 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/50_4_0.80_1_3.svrp , 735.56 , 716.812 , 2.54874 , 0.07 , 9.08 , 4 , 734 , 1.56 , 1.56 , 1.56 , 735.56 , 735.56 , 0 , 1150 , 1007 , 0.598667 , 12 , 0.094148 , 10 , 48 , 0.291543 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/50_4_0.80_1_3.svrp , 735.56 , 723.858 , 1.59091 , 2.728 , 14.776 , 4 , 734 , 1.56 , 1.56 , 1.56 , 735.56 , 735.56 , 0 , 834 , 776 , 0.939236 , 8 , 0.080546 , 16 , 0 , 0.195621 , 471 , 0.839333 , 79 , 0.200563 , 1 , 0
PR , ./data/Jabali/k4/50_4_0.80_1_4.svrp , 712.92 , 696.667 , 2.27983 , 0.062 , 600.008 , 4 , 703 , 9.92 , 9.92 , 9.92 , 712.92 , 706.474 , 0.904213 , 53082 , 4471 , 10.5466 , 5317 , 11.4972 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+Parada , ./data/Jabali/k4/50_4_0.80_1_4.svrp , 712.92 , 696.667 , 2.27983 , 0.062 , 31.665 , 4 , 703 , 9.92 , 9.92 , 9.92 , 712.92 , 712.92 , 0 , 4946 , 1794 , 1.20586 , 92 , 0.627916 , 134 , 429 , 2.57386 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/50_4_0.80_1_4.svrp , 712.92 , 702.446 , 1.4691 , 7.239 , 112.847 , 4 , 703 , 9.92 , 9.92 , 9.92 , 712.92 , 712.92 , 0 , 6262 , 2398 , 4.0897 , 87 , 0.904433 , 145 , 0 , 3.51377 , 933 , 2.4373 , 627 , 3.49919 , 1 , 0
PR , ./data/Jabali/k4/50_4_0.80_1_5.svrp , 820.08 , 803.75 , 1.99127 , 0.038 , 2.314 , 4 , 815 , 5.08 , 5.08 , 5.08 , 820.08 , 820.08 , 0 , 724 , 461 , 0.250622 , 75 , 0.081672 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/50_4_0.80_1_5.svrp , 820.08 , 803.75 , 1.99127 , 0.038 , 7.144 , 4 , 815 , 5.08 , 5.08 , 5.08 , 820.08 , 820.08 , 0 , 854 , 757 , 0.355811 , 16 , 0.082576 , 17 , 77 , 0.221506 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/50_4_0.80_1_5.svrp , 820.08 , 811.006 , 1.10644 , 2.183 , 5.799 , 4 , 815 , 5.08 , 5.08 , 5.08 , 820.08 , 820.08 , 0 , 490 , 543 , 0.774552 , 1 , 0.045539 , 2 , 0 , 0.124607 , 511 , 0.774044 , 39 , 0.114066 , 1 , 0
PR , ./data/Jabali/k4/50_4_0.80_1_6.svrp , 749.2 , 721.5 , 3.69728 , 0.042 , 600.011 , 4 , 731 , 18.2 , 18.2 , 18.2 , 749.2 , 741.616 , 1.01224 , 53361 , 3876 , 14.0296 , 4458 , 10.3529 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+Parada , ./data/Jabali/k4/50_4_0.80_1_6.svrp , 749.2 , 721.5 , 3.69728 , 0.041 , 48.222 , 4 , 731 , 18.2 , 18.2 , 18.2 , 749.2 , 749.2 , 0 , 12209 , 1576 , 2.26567 , 10 , 1.76767 , 47 , 557 , 5.37367 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/50_4_0.80_1_6.svrp , 749.2 , 727.921 , 2.84026 , 0.328 , 40.266 , 4 , 731 , 18.2 , 18.2 , 18.2 , 749.2 , 749.2 , 0 , 6655 , 1535 , 1.92828 , 16 , 0.733375 , 41 , 0 , 2.05661 , 104 , 0.073087 , 615 , 2.13892 , 1 , 0
PR , ./data/Jabali/k4/50_4_0.80_1_7.svrp , 711.72 , 669.51 , 5.93073 , 0.058 , 600.015 , 4 , 711 , 0.72 , 0.72 , 0.72 , 711.72 , 697.759 , 1.96155 , 25412 , 6904 , 10.7698 , 1365 , 3.32281 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+Parada , ./data/Jabali/k4/50_4_0.80_1_7.svrp , 711.16 , 669.51 , 5.85666 , 0.058 , 243.066 , 4 , 708 , 3.16 , 3.16 , 3.16 , 711.16 , 711.16 , 0 , 12681 , 4672 , 6.14002 , 67 , 1.05489 , 63 , 458 , 3.02841 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/50_4_0.80_1_7.svrp , 711.16 , 681.957 , 4.10639 , 10.25 , 120.437 , 4 , 708 , 3.16 , 3.16 , 3.16 , 711.16 , 711.16 , 0 , 8125 , 2666 , 4.86982 , 12 , 0.72502 , 19 , 0 , 1.67474 , 898 , 3.22011 , 307 , 1.78954 , 1 , 0
PR , ./data/Jabali/k4/50_4_0.80_1_8.svrp , 739.92 , 726.714 , 1.78475 , 0.043 , 4.011 , 4 , 738 , 1.92 , 1.92 , 1.92 , 739.92 , 739.92 , 0 , 1514 , 561 , 0.341976 , 267 , 0.263407 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/50_4_0.80_1_8.svrp , 739.92 , 726.714 , 1.78475 , 0.042 , 1.92 , 4 , 738 , 1.92 , 1.92 , 1.92 , 739.92 , 739.92 , 0 , 684 , 369 , 0.175644 , 1 , 0.072835 , 8 , 67 , 0.160664 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/50_4_0.80_1_8.svrp , 739.92 , 730.18 , 1.31641 , 0.593 , 2.781 , 4 , 738 , 1.92 , 1.92 , 1.92 , 739.92 , 739.92 , 0 , 563 , 437 , 0.233463 , 0 , 0.058241 , 3 , 0 , 0.109706 , 193 , 0.152078 , 47 , 0.128263 , 1 , 0
PR , ./data/Jabali/k4/50_4_0.80_1_9.svrp , 692.84 , 677.882 , 2.15889 , 0.045 , 7.751 , 4 , 692 , 0.84 , 0.84 , 0.84 , 692.84 , 692.84 , 0 , 2658 , 781 , 0.76089 , 147 , 0.302739 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/50_4_0.80_1_9.svrp , 692.84 , 677.882 , 2.15889 , 0.046 , 6.143 , 4 , 692 , 0.84 , 0.84 , 0.84 , 692.84 , 692.84 , 0 , 768 , 697 , 0.309284 , 5 , 0.066764 , 7 , 64 , 0.192922 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/50_4_0.80_1_9.svrp , 692.84 , 683.663 , 1.32453 , 2.134 , 3.853 , 4 , 692 , 0.84 , 0.84 , 0.84 , 692.84 , 692.84 , 0 , 329 , 266 , 0.403896 , 2 , 0.028979 , 2 , 0 , 0.060152 , 454 , 0.695619 , 11 , 0.064841 , 1 , 0
PR , ./data/Jabali/k4/50_4_0.82_1_0.svrp , 754.56 , 736.5 , 2.39345 , 0.074 , 17.751 , 4 , 739 , 15.56 , 14.2 , 15.56 , 754.56 , 754.56 , 0 , 7778 , 928 , 1.04246 , 414 , 1.12866 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/50_4_0.82_1_0.svrp , 754.56 , 736.5 , 2.39345 , 0.073 , 2.671 , 4 , 739 , 15.56 , 14.2 , 15.56 , 754.56 , 754.56 , 0 , 914 , 500 , 0.187312 , 32 , 0.122437 , 35 , 35 , 0.345287 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/50_4_0.82_1_0.svrp , 754.56 , 746.266 , 1.09918 , 6.361 , 7.778 , 4 , 739 , 15.56 , 14.2 , 15.56 , 754.56 , 754.56 , 0 , 115 , 231 , 1.83849 , 11 , 0.019642 , 9 , 0 , 0.061347 , 947 , 1.90479 , 4 , 0.037871 , 1 , 0
PR , ./data/Jabali/k4/50_4_0.82_1_1.svrp , 739.08 , 713 , 3.52871 , 0.037 , 58.199 , 4 , 730 , 9.08 , 8.16 , 9.08 , 739.08 , 739.08 , 0 , 11856 , 1968 , 2.3504 , 1032 , 1.45579 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/50_4_0.82_1_1.svrp , 739.08 , 713 , 3.52871 , 0.038 , 18.406 , 4 , 730 , 9.08 , 8.16 , 9.08 , 739.08 , 739.08 , 0 , 2880 , 1317 , 1.01536 , 41 , 0.255678 , 114 , 221 , 0.943484 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/50_4_0.82_1_1.svrp , 739.08 , 722.138 , 2.29228 , 3.105 , 7.707 , 4 , 730 , 9.08 , 8.16 , 9.08 , 739.08 , 739.08 , 0 , 893 , 521 , 0.955842 , 18 , 0.081766 , 28 , 0 , 0.32001 , 556 , 1.02731 , 90 , 0.231804 , 1 , 0
PR , ./data/Jabali/k4/50_4_0.82_1_2.svrp , 721.12 , 698.3 , 3.16452 , 0.057 , 32.558 , 4 , 712 , 9.12 , 9.12 , 9.12 , 721.12 , 721.12 , 0 , 5890 , 1631 , 1.55631 , 443 , 0.627672 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/50_4_0.82_1_2.svrp , 721.12 , 698.3 , 3.16452 , 0.059 , 21.614 , 4 , 712 , 9.12 , 9.12 , 9.12 , 721.12 , 721.12 , 0 , 2369 , 1531 , 0.936148 , 22 , 0.168156 , 37 , 133 , 0.507725 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/50_4_0.82_1_2.svrp , 721.12 , 705.112 , 2.21984 , 2.14 , 5.345 , 4 , 712 , 9.12 , 9.12 , 9.12 , 721.12 , 721.12 , 0 , 675 , 479 , 0.925194 , 4 , 0.043503 , 6 , 0 , 0.12512 , 372 , 0.81995 , 49 , 0.135986 , 1 , 0
PR , ./data/Jabali/k4/50_4_0.82_1_3.svrp , 783.64 , 762 , 2.76147 , 0.083 , 55.234 , 4 , 774 , 9.64 , 9.08 , 9.64 , 783.64 , 783.64 , 0 , 16318 , 1805 , 3.7037 , 873 , 1.63596 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/50_4_0.82_1_3.svrp , 783.64 , 762 , 2.76147 , 0.083 , 24.738 , 4 , 774 , 9.64 , 9.08 , 9.64 , 783.64 , 783.64 , 0 , 3613 , 1564 , 1.67652 , 37 , 0.312992 , 49 , 221 , 0.89211 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/50_4_0.82_1_3.svrp , 783.64 , 768.743 , 1.90104 , 3.511 , 10.65 , 4 , 774 , 9.64 , 9.08 , 9.64 , 783.64 , 783.64 , 0 , 1193 , 671 , 1.49035 , 24 , 0.093384 , 7 , 0 , 0.260504 , 516 , 1.37302 , 35 , 0.200864 , 1 , 0
PR , ./data/Jabali/k4/50_4_0.82_1_4.svrp , 756.76 , 728 , 3.80041 , 0.031 , 24.582 , 4 , 752 , 4.76 , 4.64 , 4.76 , 756.76 , 756.76 , 0 , 4162 , 1165 , 1.31712 , 262 , 0.420404 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/50_4_0.82_1_4.svrp , 756.76 , 728 , 3.80041 , 0.031 , 22.453 , 4 , 752 , 4.76 , 4.64 , 4.76 , 756.76 , 756.76 , 0 , 3438 , 1267 , 1.42304 , 11 , 0.32256 , 27 , 164 , 0.800936 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/50_4_0.82_1_4.svrp , 756.76 , 734.358 , 2.96026 , 5.056 , 22.105 , 4 , 752 , 4.76 , 4.64 , 4.76 , 756.76 , 756.76 , 0 , 1564 , 772 , 2.26482 , 13 , 0.135224 , 7 , 0 , 0.298771 , 501 , 2.49397 , 69 , 0.312968 , 1 , 0
PR , ./data/Jabali/k4/50_4_0.82_1_5.svrp , 756.6 , 725.452 , 4.11679 , 0.085 , 221.686 , 4 , 746 , 10.6 , 10.6 , 10.6 , 756.6 , 756.6 , 0 , 39015 , 2374 , 7.93094 , 1844 , 4.89281 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/50_4_0.82_1_5.svrp , 756.6 , 729.917 , 3.52674 , 0.082 , 20.983 , 4 , 746 , 10.6 , 10.6 , 10.6 , 756.6 , 756.6 , 0 , 5238 , 940 , 1.8473 , 24 , 0.483952 , 42 , 152 , 1.44074 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/50_4_0.82_1_5.svrp , 756.6 , 736.491 , 2.65785 , 11.339 , 18.622 , 4 , 746 , 10.6 , 10.6 , 10.6 , 756.6 , 756.6 , 0 , 1592 , 561 , 3.17601 , 8 , 0.13765 , 16 , 0 , 0.362289 , 1289 , 3.47691 , 106 , 0.344969 , 1 , 0
PR , ./data/Jabali/k4/50_4_0.82_1_6.svrp , 738.32 , 720.706 , 2.3857 , 0.039 , 1.358 , 4 , 730 , 8.32 , 8.32 , 8.32 , 738.32 , 738.32 , 0 , 656 , 334 , 0.158812 , 66 , 0.075256 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/50_4_0.82_1_6.svrp , 738.32 , 720.706 , 2.3857 , 0.04 , 1.724 , 4 , 730 , 8.32 , 8.32 , 8.32 , 738.32 , 738.32 , 0 , 326 , 257 , 0.189261 , 4 , 0.026798 , 5 , 16 , 0.072694 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/50_4_0.82_1_6.svrp , 738.32 , 727.605 , 1.45129 , 3.186 , 3.975 , 4 , 730 , 8.32 , 8.32 , 8.32 , 738.32 , 738.32 , 0 , 113 , 166 , 0.804916 , 1 , 0.011381 , 1 , 0 , 0.024415 , 557 , 1.32493 , 1 , 0.024292 , 1 , 0
PR , ./data/Jabali/k4/50_4_0.82_1_7.svrp , 728.16 , 711.333 , 2.31085 , 0.056 , 19.555 , 4 , 717 , 11.16 , 10.24 , 11.16 , 728.16 , 728.16 , 0 , 6708 , 1313 , 1.09563 , 533 , 1.01932 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/50_4_0.82_1_7.svrp , 728.16 , 711.333 , 2.31085 , 0.054 , 4.498 , 4 , 717 , 11.16 , 10.24 , 11.16 , 728.16 , 728.16 , 0 , 810 , 686 , 0.279927 , 26 , 0.085411 , 19 , 61 , 0.249854 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/50_4_0.82_1_7.svrp , 728.16 , 718.927 , 1.26795 , 1.226 , 5.503 , 4 , 717 , 11.16 , 10.24 , 11.16 , 728.16 , 728.16 , 0 , 738 , 673 , 0.521278 , 11 , 0.066866 , 12 , 0 , 0.354638 , 260 , 0.421154 , 53 , 0.165193 , 1 , 0
PR , ./data/Jabali/k4/50_4_0.82_1_8.svrp , 758.68 , 735.25 , 3.08826 , 0.086 , 103.72 , 4 , 738 , 20.68 , 20.68 , 20.68 , 758.68 , 758.68 , 0 , 22369 , 2358 , 4.70161 , 1489 , 2.34013 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/50_4_0.82_1_8.svrp , 758.68 , 735.25 , 3.08826 , 0.087 , 21.331 , 4 , 738 , 20.68 , 20.68 , 20.68 , 758.68 , 758.68 , 0 , 3010 , 1443 , 1.00328 , 20 , 0.216724 , 37 , 260 , 0.766593 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/50_4_0.82_1_8.svrp , 758.68 , 740.343 , 2.41699 , 3.417 , 37.225 , 4 , 738 , 20.68 , 20.68 , 20.68 , 758.68 , 758.68 , 0 , 4071 , 1644 , 2.51037 , 37 , 0.307183 , 23 , 0 , 0.853927 , 379 , 1.42335 , 278 , 0.829765 , 1 , 0
PR , ./data/Jabali/k4/50_4_0.82_1_9.svrp , 747.8 , 719.909 , 3.72973 , 0.081 , 564.353 , 4 , 726 , 21.8 , 19.96 , 21.8 , 747.8 , 747.8 , 0 , 59077 , 4644 , 10.6873 , 2990 , 8.36175 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/50_4_0.82_1_9.svrp , 747.8 , 719.909 , 3.72973 , 0.079 , 91.124 , 4 , 726 , 21.8 , 19.96 , 21.8 , 747.8 , 747.8 , 0 , 11361 , 2352 , 3.65994 , 96 , 0.996 , 136 , 503 , 4.70926 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/50_4_0.82_1_9.svrp , 747.8 , 725.389 , 2.9969 , 3.849 , 31.559 , 4 , 726 , 21.8 , 19.96 , 21.8 , 747.8 , 747.8 , 0 , 4028 , 1311 , 2.17163 , 25 , 0.362104 , 30 , 0 , 1.14899 , 493 , 1.29381 , 266 , 1.05542 , 1 , 0
PR , ./data/Jabali/k4/50_4_0.85_1_0.svrp , 743.08 , 721.333 , 2.92656 , 0.068 , 11.926 , 4 , 733 , 10.08 , 9.44 , 10.08 , 743.08 , 743.08 , 0 , 3081 , 786 , 0.76386 , 319 , 0.37676 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/50_4_0.85_1_0.svrp , 743.08 , 721.333 , 2.92656 , 0.067 , 3.026 , 4 , 733 , 10.08 , 9.44 , 10.08 , 743.08 , 743.08 , 0 , 740 , 545 , 0.249685 , 31 , 0.060204 , 20 , 79 , 0.297386 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/50_4_0.85_1_0.svrp , 743.08 , 728.724 , 1.93196 , 8.668 , 11.102 , 4 , 733 , 10.08 , 9.44 , 10.08 , 743.08 , 743.08 , 0 , 388 , 313 , 2.67745 , 7 , 0.033914 , 10 , 0 , 0.105543 , 900 , 3.2276 , 26 , 0.084575 , 1 , 0
PR , ./data/Jabali/k4/50_4_0.85_1_1.svrp , 768.88 , 723.545 , 5.89618 , 0.122 , 600.015 , 4 , 757 , 11.88 , 11.36 , 11.88 , 768.88 , 745.5 , 3.04079 , 30288 , 7599 , 10.6562 , 3970 , 5.79782 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+Parada , ./data/Jabali/k4/50_4_0.85_1_1.svrp , 765.48 , 723.545 , 5.4782 , 0.124 , 600.012 , 4 , 759 , 6.48 , 6.48 , 6.48 , 765.48 , 753.398 , 1.57832 , 33518 , 6340 , 12.8871 , 69 , 4.08693 , 530 , 1605 , 14.6101 , 0 , 0 , 0 , 0 , 0 , 0
