Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved
SRI , ./data/Jabali/k3/50_3_0.85_1_2.svrp , 659.133 , 646.489 , 1.9183 , 0.469 , 3.07 , 3 , 655.082 , 4.05095 , 4.05095 , 4.78704 , 659.133 , 659.133 , 0 , 761 , 354 , 0.368018 , 0 , 0 , 163 , 0.628753 , 134 , 0.150053 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/50_3_0.85_1_2.svrp , 659.133 , 647.814 , 1.71729 , 0.459 , 3.437 , 3 , 655.082 , 4.05095 , 4.05095 , 4.78704 , 659.133 , 659.133 , 0 , 1191 , 309 , 0.491129 , 0 , 0 , 140 , 0.630113 , 134 , 0.149522 , 0 , 0 , 1
Parada , ./data/Jabali/k3/50_3_0.85_1_3.svrp , 674.201 , 663.352 , 1.60925 , 0.023 , 0.463 , 3 , 668.169 , 6.03228 , 6.03228 , 6.34308 , 674.201 , 674.201 , 0 , 91 , 190 , 0.04219 , 0 , 0 , 40 , 0.110885 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/50_3_0.85_1_3.svrp , 674.201 , 668.77 , 0.805585 , 0.206 , 0.443 , 3 , 668.169 , 6.03228 , 6.03228 , 6.34308 , 674.201 , 674.201 , 0 , 53 , 154 , 0.051449 , 0 , 0 , 8 , 0.049466 , 50 , 0.040838 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/50_3_0.85_1_3.svrp , 674.201 , 674.043 , 0.0234763 , 0.211 , 0.509 , 3 , 668.169 , 6.03228 , 6.03228 , 6.34308 , 674.201 , 674.201 , 0 , 1 , 145 , 0.045053 , 0 , 0 , 19 , 0.039023 , 50 , 0.040528 , 0 , 0 , 1
Parada , ./data/Jabali/k3/50_3_0.85_1_4.svrp , 668.901 , 650.754 , 2.71301 , 0.107 , 7.807 , 3 , 662.819 , 6.0821 , 6.0821 , 6.0821 , 668.901 , 668.901 , 0 , 952 , 681 , 0.707713 , 0 , 0 , 105 , 0.400339 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/50_3_0.85_1_4.svrp , 668.901 , 656.1 , 1.9138 , 2.749 , 5.421 , 3 , 662.819 , 6.0821 , 6.0821 , 6.0821 , 668.901 , 668.901 , 0 , 651 , 476 , 0.845097 , 0 , 0 , 87 , 0.285874 , 389 , 0.493231 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/50_3_0.85_1_4.svrp , 668.901 , 659.284 , 1.43774 , 2.601 , 9.626 , 3 , 662.819 , 6.0821 , 6.0821 , 6.0821 , 668.901 , 668.901 , 0 , 724 , 573 , 1.04782 , 0 , 0 , 68 , 0.331342 , 389 , 0.492661 , 0 , 0 , 1
Parada , ./data/Jabali/k3/50_3_0.85_1_5.svrp , 733.569 , 723.27 , 1.40399 , 0.026 , 0.33 , 3 , 727.261 , 6.30843 , 6.30843 , 6.30843 , 733.569 , 733.569 , 0 , 68 , 133 , 0.034983 , 0 , 0 , 28 , 0.079189 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/50_3_0.85_1_5.svrp , 733.569 , 726.65 , 0.943251 , 0.432 , 0.586 , 3 , 727.261 , 6.30843 , 6.30843 , 6.30843 , 733.569 , 733.569 , 0 , 22 , 138 , 0.106691 , 0 , 0 , 6 , 0.019369 , 112 , 0.078322 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/50_3_0.85_1_5.svrp , 733.569 , 727.449 , 0.834297 , 0.448 , 0.617 , 3 , 727.261 , 6.30843 , 6.30843 , 6.30843 , 733.569 , 733.569 , 0 , 16 , 144 , 0.106886 , 0 , 0 , 7 , 0.014765 , 112 , 0.078517 , 0 , 0 , 1
Parada , ./data/Jabali/k3/50_3_0.85_1_6.svrp , 658.826 , 645.038 , 2.0928 , 0.091 , 1.139 , 3 , 656.326 , 2.50023 , 2.50023 , 2.91706 , 658.826 , 658.826 , 0 , 290 , 334 , 0.14715 , 0 , 0 , 42 , 0.116757 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/50_3_0.85_1_6.svrp , 658.826 , 649.745 , 1.37838 , 0.395 , 2.276 , 3 , 656.326 , 2.50023 , 2.50023 , 2.91706 , 658.826 , 658.826 , 0 , 373 , 419 , 0.250338 , 0 , 0 , 72 , 0.167691 , 68 , 0.040197 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/50_3_0.85_1_6.svrp , 658.826 , 650.055 , 1.33127 , 0.46 , 2.127 , 3 , 656.326 , 2.50023 , 2.50023 , 2.91706 , 658.826 , 658.826 , 0 , 381 , 365 , 0.303523 , 0 , 0 , 32 , 0.142008 , 68 , 0.048573 , 0 , 0 , 1
Parada , ./data/Jabali/k3/50_3_0.85_1_7.svrp , 703.373 , 691.176 , 1.73405 , 0.051 , 0.992 , 3 , 698.761 , 4.61265 , 4.61265 , 5.12421 , 703.373 , 703.373 , 0 , 360 , 257 , 0.13363 , 0 , 0 , 36 , 0.175017 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/50_3_0.85_1_7.svrp , 703.373 , 694.532 , 1.25701 , 0.912 , 1.368 , 3 , 698.761 , 4.61265 , 4.61265 , 5.12421 , 703.373 , 703.373 , 0 , 124 , 218 , 0.192427 , 0 , 0 , 9 , 0.04201 , 176 , 0.189259 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/50_3_0.85_1_7.svrp , 703.373 , 697.68 , 0.809442 , 0.913 , 1.546 , 3 , 698.761 , 4.61265 , 4.61265 , 5.12421 , 703.373 , 703.373 , 0 , 190 , 257 , 0.200455 , 0 , 0 , 24 , 0.124702 , 176 , 0.189832 , 0 , 0 , 1
Parada , ./data/Jabali/k3/50_3_0.85_1_8.svrp , 675.338 , 653.972 , 3.16379 , 0.046 , 1.672 , 3 , 668.617 , 6.72128 , 6.72128 , 7.57525 , 675.338 , 675.338 , 0 , 674 , 266 , 0.225312 , 0 , 0 , 80 , 0.398086 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/50_3_0.85_1_8.svrp , 675.338 , 659.109 , 2.40307 , 0.161 , 1.271 , 3 , 668.617 , 6.72128 , 6.72128 , 7.57525 , 675.338 , 675.338 , 0 , 407 , 242 , 0.13062 , 0 , 0 , 82 , 0.260763 , 26 , 0.029545 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/50_3_0.85_1_8.svrp , 675.338 , 658.944 , 2.42756 , 0.185 , 2.371 , 3 , 668.617 , 6.72128 , 6.72128 , 7.57525 , 675.338 , 675.338 , 0 , 653 , 347 , 0.290802 , 0 , 0 , 98 , 0.384791 , 26 , 0.035908 , 0 , 0 , 1
Parada , ./data/Jabali/k3/50_3_0.85_1_9.svrp , 680.783 , 672.774 , 1.17649 , 0.059 , 2.212 , 3 , 678.395 , 2.38817 , 2.38817 , 2.38817 , 680.783 , 680.783 , 0 , 509 , 385 , 0.322645 , 0 , 0 , 105 , 0.369463 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/50_3_0.85_1_9.svrp , 680.783 , 676.264 , 0.663719 , 0.531 , 1.117 , 3 , 678.395 , 2.38817 , 2.38817 , 2.38817 , 680.783 , 680.783 , 0 , 185 , 182 , 0.166125 , 0 , 0 , 27 , 0.103332 , 187 , 0.077695 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/50_3_0.85_1_9.svrp , 680.783 , 677.443 , 0.490588 , 0.523 , 1.42 , 3 , 678.395 , 2.38817 , 2.38817 , 2.38817 , 680.783 , 680.783 , 0 , 170 , 264 , 0.158787 , 0 , 0 , 47 , 0.136505 , 187 , 0.076647 , 0 , 0 , 1
Parada , ./data/Jabali/k3/50_3_0.88_1_0.svrp , 683.985 , 667.653 , 2.38783 , 0.058 , 2.219 , 3 , 673.204 , 10.7812 , 10.7812 , 10.7812 , 683.985 , 683.985 , 0 , 542 , 459 , 0.209433 , 0 , 0 , 135 , 0.38528 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/50_3_0.88_1_0.svrp , 683.985 , 672.655 , 1.65644 , 0.543 , 2.879 , 3 , 673.204 , 10.7812 , 10.7812 , 10.7812 , 683.985 , 683.985 , 0 , 537 , 451 , 0.389969 , 0 , 0 , 60 , 0.326691 , 125 , 0.111129 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/50_3_0.88_1_0.svrp , 683.985 , 674.709 , 1.35612 , 0.533 , 15.12 , 3 , 673.204 , 10.7812 , 10.7812 , 10.7812 , 683.985 , 683.985 , 0 , 855 , 863 , 0.706661 , 0 , 0 , 202 , 0.591585 , 125 , 0.111679 , 0 , 0 , 1
Parada , ./data/Jabali/k3/50_3_0.88_1_1.svrp , 703.389 , 685.624 , 2.52563 , 0.077 , 11.901 , 3 , 697.332 , 6.05738 , 6.05738 , 6.16895 , 703.389 , 703.389 , 0 , 1430 , 903 , 0.961238 , 0 , 0 , 291 , 0.758656 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/50_3_0.88_1_1.svrp , 703.389 , 688.603 , 2.10209 , 1.314 , 4.767 , 3 , 697.332 , 6.05738 , 6.05738 , 6.16895 , 703.389 , 703.389 , 0 , 830 , 488 , 0.721452 , 0 , 0 , 169 , 0.504723 , 200 , 0.377958 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/50_3_0.88_1_1.svrp , 703.389 , 690.094 , 1.8901 , 1.314 , 3.755 , 3 , 697.332 , 6.05738 , 6.05738 , 6.16895 , 703.389 , 703.389 , 0 , 561 , 416 , 0.595005 , 0 , 0 , 122 , 0.324298 , 200 , 0.377877 , 0 , 0 , 1
Parada , ./data/Jabali/k3/50_3_0.88_1_2.svrp , 694.252 , 683.958 , 1.48274 , 0.038 , 1.964 , 3 , 687.836 , 6.41618 , 6.41618 , 6.99649 , 694.252 , 694.252 , 0 , 505 , 361 , 0.220096 , 0 , 0 , 111 , 0.451549 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/50_3_0.88_1_2.svrp , 694.252 , 686.46 , 1.12235 , 0.23 , 0.767 , 3 , 687.836 , 6.41618 , 6.41618 , 6.99649 , 694.252 , 694.252 , 0 , 124 , 232 , 0.088123 , 0 , 0 , 41 , 0.110618 , 46 , 0.045945 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/50_3_0.88_1_2.svrp , 694.252 , 687.226 , 1.01206 , 0.285 , 0.655 , 3 , 687.836 , 6.41618 , 6.41618 , 6.99649 , 694.252 , 694.252 , 0 , 83 , 182 , 0.084097 , 0 , 0 , 18 , 0.086374 , 46 , 0.057115 , 0 , 0 , 1
Parada , ./data/Jabali/k3/50_3_0.88_1_3.svrp , 654.862 , 649.05 , 0.887609 , 0.045 , 0.361 , 3 , 638.869 , 15.9934 , 15.9934 , 16.7703 , 654.862 , 654.862 , 0 , 97 , 162 , 0.032877 , 0 , 0 , 19 , 0.114335 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/50_3_0.88_1_3.svrp , 654.862 , 649.465 , 0.824274 , 0.128 , 0.585 , 3 , 638.869 , 15.9934 , 15.9934 , 16.7703 , 654.862 , 654.862 , 0 , 169 , 154 , 0.042243 , 0 , 0 , 44 , 0.2152 , 18 , 0.015547 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/50_3_0.88_1_3.svrp , 654.862 , 652.128 , 0.417615 , 0.157 , 0.437 , 3 , 638.869 , 15.9934 , 15.9934 , 16.7703 , 654.862 , 654.862 , 0 , 34 , 121 , 0.035266 , 0 , 0 , 18 , 0.108832 , 18 , 0.020244 , 0 , 0 , 1
Parada , ./data/Jabali/k3/50_3_0.88_1_4.svrp , 658.552 , 636.091 , 3.41069 , 0.035 , 7.811 , 3 , 647.484 , 11.0679 , 11.0679 , 11.0679 , 658.552 , 658.552 , 0 , 1203 , 670 , 0.661272 , 0 , 0 , 107 , 0.49609 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/50_3_0.88_1_4.svrp , 658.552 , 640.255 , 2.77843 , 0.381 , 4.231 , 3 , 647.484 , 11.0679 , 11.0679 , 11.0679 , 658.552 , 658.552 , 0 , 977 , 566 , 0.464719 , 0 , 0 , 84 , 0.36111 , 91 , 0.091325 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/50_3_0.88_1_4.svrp , 658.552 , 641.66 , 2.56502 , 0.421 , 6.515 , 3 , 647.484 , 11.0679 , 11.0679 , 11.0679 , 658.552 , 658.552 , 0 , 1189 , 613 , 0.648063 , 0 , 0 , 103 , 0.532509 , 91 , 0.108889 , 0 , 0 , 1
Parada , ./data/Jabali/k3/50_3_0.88_1_5.svrp , 684.564 , 665.079 , 2.84641 , 0.038 , 7.201 , 3 , 682.654 , 1.90998 , 1.90998 , 2.05264 , 684.564 , 684.564 , 0 , 1006 , 534 , 0.728755 , 0 , 0 , 126 , 0.384214 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/50_3_0.88_1_5.svrp , 684.564 , 667.53 , 2.48833 , 0.334 , 8.03 , 3 , 682.654 , 1.90998 , 1.90998 , 2.05264 , 684.564 , 684.564 , 0 , 759 , 572 , 0.601497 , 0 , 0 , 139 , 0.41743 , 98 , 0.077258 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/50_3_0.88_1_5.svrp , 684.564 , 668.809 , 2.30149 , 0.342 , 7.378 , 3 , 682.654 , 1.90998 , 1.90998 , 2.05264 , 684.564 , 684.564 , 0 , 908 , 510 , 0.737679 , 0 , 0 , 99 , 0.368222 , 98 , 0.077987 , 0 , 0 , 1
Parada , ./data/Jabali/k3/50_3_0.88_1_6.svrp , 688.415 , 681.914 , 0.944332 , 0.026 , 0.648 , 3 , 681.99 , 6.42466 , 6.42466 , 7.14473 , 688.415 , 688.415 , 0 , 117 , 156 , 0.05548 , 0 , 0 , 34 , 0.115136 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/50_3_0.88_1_6.svrp , 688.415 , 679.884 , 1.23917 , 0.341 , 0.622 , 3 , 681.99 , 6.42466 , 6.42466 , 7.14473 , 688.415 , 688.415 , 0 , 87 , 162 , 0.13886 , 0 , 0 , 4 , 0.041842 , 85 , 0.107927 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/50_3_0.88_1_6.svrp , 688.415 , 680.516 , 1.14733 , 0.389 , 0.845 , 3 , 681.99 , 6.42466 , 6.42466 , 7.14473 , 688.415 , 688.415 , 0 , 174 , 168 , 0.182211 , 0 , 0 , 5 , 0.071594 , 85 , 0.11672 , 0 , 0 , 1
Parada , ./data/Jabali/k3/50_3_0.88_1_7.svrp , 713.949 , 698.14 , 2.21418 , 0.069 , 2.079 , 3 , 697.597 , 16.3511 , 16.3511 , 16.4612 , 713.949 , 713.949 , 0 , 815 , 373 , 0.30355 , 0 , 0 , 100 , 0.303481 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/50_3_0.88_1_7.svrp , 713.949 , 698.803 , 2.12133 , 0.193 , 2.94 , 3 , 697.597 , 16.3511 , 16.3511 , 16.4612 , 713.949 , 713.949 , 0 , 928 , 462 , 0.41684 , 0 , 0 , 112 , 0.380608 , 18 , 0.032781 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/50_3_0.88_1_7.svrp , 713.949 , 698.803 , 2.12133 , 0.17 , 3.422 , 3 , 697.597 , 16.3511 , 16.3511 , 16.4612 , 713.949 , 713.949 , 0 , 928 , 462 , 0.472547 , 0 , 0 , 112 , 0.44362 , 18 , 0.029382 , 0 , 0 , 1
Parada , ./data/Jabali/k3/50_3_0.88_1_8.svrp , 708.626 , 697.955 , 1.50594 , 0.073 , 1.514 , 3 , 699.969 , 8.65717 , 8.65717 , 9.61633 , 708.626 , 708.626 , 0 , 527 , 237 , 0.154273 , 0 , 0 , 116 , 0.587584 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/50_3_0.88_1_8.svrp , 708.626 , 701.262 , 1.03916 , 0.602 , 2.135 , 3 , 699.969 , 8.65717 , 8.65717 , 9.61633 , 708.626 , 708.626 , 0 , 400 , 329 , 0.337766 , 0 , 0 , 52 , 0.385106 , 97 , 0.172239 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/50_3_0.88_1_8.svrp , 708.626 , 702.778 , 0.825355 , 0.655 , 1.24 , 3 , 699.969 , 8.65717 , 8.65717 , 9.61633 , 708.626 , 708.626 , 0 , 169 , 168 , 0.22292 , 0 , 0 , 28 , 0.199812 , 97 , 0.194267 , 0 , 0 , 1
Parada , ./data/Jabali/k3/50_3_0.88_1_9.svrp , 674.886 , 656.358 , 2.7453 , 0.091 , 8.016 , 3 , 667.957 , 6.92906 , 6.92906 , 6.92906 , 674.886 , 674.886 , 0 , 1359 , 596 , 0.837247 , 0 , 0 , 143 , 0.616765 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/50_3_0.88_1_9.svrp , 674.886 , 659.014 , 2.35183 , 1.111 , 11.87 , 3 , 667.957 , 6.92906 , 6.92906 , 6.92906 , 674.886 , 674.886 , 0 , 1267 , 721 , 1.03894 , 0 , 0 , 145 , 0.605668 , 200 , 0.229262 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/50_3_0.88_1_9.svrp , 674.886 , 661.889 , 1.92585 , 1.102 , 4.976 , 3 , 667.957 , 6.92906 , 6.92906 , 6.92906 , 674.886 , 674.886 , 0 , 1019 , 498 , 0.58255 , 0 , 0 , 124 , 0.509222 , 200 , 0.224221 , 0 , 0 , 1
Parada , ./data/Jabali/k3/50_3_0.90_1_0.svrp , 670.203 , 651.068 , 2.85521 , 0.061 , 18.089 , 3 , 666.568 , 3.6358 , 3.6358 , 4.20645 , 670.203 , 670.203 , 0 , 1684 , 1234 , 1.44761 , 0 , 0 , 193 , 0.636355 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/50_3_0.90_1_0.svrp , 670.203 , 655.608 , 2.17771 , 1.06 , 5.056 , 3 , 666.568 , 3.6358 , 3.6358 , 4.20645 , 670.203 , 670.203 , 0 , 808 , 622 , 0.631687 , 0 , 0 , 86 , 0.240797 , 170 , 0.249333 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/50_3_0.90_1_0.svrp , 670.203 , 655.699 , 2.16421 , 1.151 , 13.101 , 3 , 666.568 , 3.6358 , 3.6358 , 4.20645 , 670.203 , 670.203 , 0 , 1597 , 916 , 1.48527 , 0 , 0 , 141 , 0.613053 , 170 , 0.275129 , 0 , 0 , 1
Parada , ./data/Jabali/k3/50_3_0.90_1_1.svrp , 665.536 , 647.35 , 2.73246 , 0.085 , 11.672 , 3 , 660.102 , 5.43332 , 5.43332 , 5.43332 , 665.536 , 665.536 , 0 , 1840 , 762 , 1.16049 , 0 , 0 , 372 , 1.65652 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/50_3_0.90_1_1.svrp , 665.536 , 649.573 , 2.39844 , 0.29 , 9.045 , 3 , 660.102 , 5.43332 , 5.43332 , 5.43332 , 665.536 , 665.536 , 0 , 1409 , 595 , 0.82268 , 0 , 0 , 328 , 1.48272 , 38 , 0.072131 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/50_3_0.90_1_1.svrp , 665.536 , 650.418 , 2.27143 , 0.37 , 10.66 , 3 , 660.102 , 5.43332 , 5.43332 , 5.43332 , 665.536 , 665.536 , 0 , 1411 , 535 , 0.776093 , 0 , 0 , 330 , 1.44803 , 38 , 0.08986 , 0 , 0 , 1
Parada , ./data/Jabali/k3/50_3_0.90_1_2.svrp , 647.457 , 626.312 , 3.26587 , 0.087 , 25.74 , 3 , 630.586 , 16.8707 , 16.8707 , 21.0372 , 647.457 , 647.457 , 0 , 3222 , 1313 , 2.44285 , 0 , 0 , 434 , 2.51789 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/50_3_0.90_1_2.svrp , 647.457 , 631.195 , 2.51158 , 1.232 , 19.03 , 3 , 630.586 , 16.8707 , 16.8707 , 21.0372 , 647.457 , 647.457 , 0 , 2229 , 1141 , 1.82174 , 0 , 0 , 261 , 1.7158 , 204 , 0.312774 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/50_3_0.90_1_2.svrp , 647.457 , 633.265 , 2.19196 , 1.201 , 12.619 , 3 , 630.586 , 16.8707 , 16.8707 , 21.0372 , 647.457 , 647.457 , 0 , 1313 , 830 , 1.21008 , 0 , 0 , 194 , 1.01979 , 204 , 0.314535 , 0 , 0 , 1
Parada , ./data/Jabali/k3/50_3_0.90_1_3.svrp , 664.294 , 652.442 , 1.7841 , 0.048 , 1.276 , 3 , 655.889 , 8.40469 , 8.40469 , 9.39997 , 664.294 , 664.294 , 0 , 312 , 291 , 0.164855 , 0 , 0 , 67 , 0.245693 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/50_3_0.90_1_3.svrp , 664.294 , 659.884 , 0.663856 , 0.839 , 1.004 , 3 , 655.889 , 8.40469 , 8.40469 , 9.39997 , 664.294 , 664.294 , 0 , 29 , 180 , 0.105144 , 0 , 0 , 3 , 0.026839 , 231 , 0.180042 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/50_3_0.90_1_3.svrp , 664.294 , 664.262 , 0.00485011 , 0.809 , 0.997 , 3 , 655.889 , 8.40469 , 8.40469 , 9.39997 , 664.294 , 664.294 , 0 , 15 , 178 , 0.106369 , 0 , 0 , 2 , 0.027534 , 231 , 0.17968 , 0 , 0 , 1
Parada , ./data/Jabali/k3/50_3_0.90_1_4.svrp , 724.418 , 676.756 , 6.57942 , 0.054 , 600.11 , 3 , 700.121 , 24.2969 , 24.2969 , 27.7499 , 724.418 , 706.064 , 2.53362 , 21359 , 6417 , 69.0432 , 0 , 0 , 1806 , 20.0464 , 0 , 0 , 0 , 0 , 0
SRI , ./data/Jabali/k3/50_3_0.90_1_4.svrp , 722.677 , 682.093 , 5.61582 , 0.897 , 600.023 , 3 , 696.605 , 26.0726 , 26.0726 , 26.5063 , 722.677 , 706.372 , 2.25623 , 20704 , 6220 , 67.5982 , 0 , 0 , 1601 , 18.7236 , 178 , 0.232778 , 0 , 0 , 0
SRI+Lagrangian , ./data/Jabali/k3/50_3_0.90_1_4.svrp , 724.418 , 685.815 , 5.32892 , 0.887 , 600.256 , 3 , 700.121 , 24.2969 , 24.2969 , 27.7499 , 724.418 , 702.405 , 3.03871 , 16903 , 6403 , 57.8927 , 0 , 0 , 1489 , 16.2773 , 178 , 0.231557 , 0 , 0 , 0
Parada , ./data/Jabali/k3/50_3_0.90_1_5.svrp , 663.684 , 648.616 , 2.27021 , 0.063 , 4.181 , 3 , 651.706 , 11.9775 , 11.9775 , 11.9775 , 663.684 , 663.684 , 0 , 1189 , 460 , 0.48753 , 0 , 0 , 233 , 0.952859 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/50_3_0.90_1_5.svrp , 663.684 , 647.124 , 2.49509 , 0.282 , 9.549 , 3 , 651.706 , 11.9775 , 11.9775 , 11.9775 , 663.684 , 663.684 , 0 , 1507 , 572 , 0.868524 , 0 , 0 , 233 , 1.51852 , 37 , 0.058335 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/50_3_0.90_1_5.svrp , 663.684 , 648.807 , 2.24152 , 0.229 , 9.788 , 3 , 651.706 , 11.9775 , 11.9775 , 11.9775 , 663.684 , 663.684 , 0 , 1725 , 604 , 0.984569 , 0 , 0 , 255 , 1.60683 , 37 , 0.047543 , 0 , 0 , 1
Parada , ./data/Jabali/k3/50_3_0.90_1_6.svrp , 669.663 , 641.337 , 4.22994 , 0.053 , 34.147 , 3 , 663.286 , 6.37698 , 6.37698 , 6.90882 , 669.663 , 669.663 , 0 , 5209 , 1060 , 4.42734 , 0 , 0 , 344 , 4.06922 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/50_3_0.90_1_6.svrp , 669.663 , 645.023 , 3.67951 , 0.423 , 19.492 , 3 , 663.286 , 6.37698 , 6.37698 , 6.90882 , 669.663 , 669.663 , 0 , 2628 , 877 , 1.68596 , 0 , 0 , 276 , 2.07772 , 77 , 0.105334 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/50_3_0.90_1_6.svrp , 669.663 , 645.901 , 3.5484 , 0.365 , 18.655 , 3 , 663.286 , 6.37698 , 6.37698 , 6.90882 , 669.663 , 669.663 , 0 , 2339 , 1126 , 1.62906 , 0 , 0 , 384 , 2.02651 , 77 , 0.085122 , 0 , 0 , 1
Parada , ./data/Jabali/k3/50_3_0.90_1_7.svrp , 661.55 , 645.436 , 2.43577 , 0.072 , 8.948 , 3 , 656.322 , 5.228 , 5.228 , 6.17803 , 661.55 , 661.55 , 0 , 1014 , 842 , 0.638079 , 0 , 0 , 143 , 0.976647 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/50_3_0.90_1_7.svrp , 661.55 , 649.155 , 1.87353 , 0.292 , 2.489 , 3 , 656.322 , 5.228 , 5.228 , 6.17803 , 661.55 , 661.55 , 0 , 607 , 466 , 0.209119 , 0 , 0 , 82 , 0.493233 , 75 , 0.044419 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/50_3_0.90_1_7.svrp , 661.55 , 650.8 , 1.6249 , 0.335 , 1.983 , 3 , 656.322 , 5.228 , 5.228 , 6.17803 , 661.55 , 661.55 , 0 , 503 , 372 , 0.182418 , 0 , 0 , 68 , 0.417289 , 75 , 0.05002 , 0 , 0 , 1
Parada , ./data/Jabali/k3/50_3_0.90_1_8.svrp , 681.644 , 655.183 , 3.88191 , 0.057 , 13.312 , 3 , 668.947 , 12.6971 , 12.6971 , 13.2699 , 681.644 , 681.644 , 0 , 3181 , 707 , 1.89828 , 0 , 0 , 167 , 2.46162 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/50_3_0.90_1_8.svrp , 681.644 , 657.53 , 3.53764 , 0.617 , 20.817 , 3 , 668.947 , 12.6971 , 12.6971 , 13.2699 , 681.644 , 681.644 , 0 , 2605 , 1114 , 1.91253 , 0 , 0 , 315 , 2.26188 , 88 , 0.183434 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/50_3_0.90_1_8.svrp , 681.644 , 659.847 , 3.19768 , 0.64 , 21.767 , 3 , 668.947 , 12.6971 , 12.6971 , 13.2699 , 681.644 , 681.644 , 0 , 2884 , 979 , 2.36003 , 0 , 0 , 233 , 2.33527 , 88 , 0.197024 , 0 , 0 , 1
Parada , ./data/Jabali/k3/50_3_0.90_1_9.svrp , 665.632 , 648.585 , 2.56104 , 0.055 , 3.019 , 3 , 656.756 , 8.87605 , 8.87605 , 10.2284 , 665.632 , 665.632 , 0 , 851 , 401 , 0.32577 , 0 , 0 , 198 , 0.868555 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/50_3_0.90_1_9.svrp , 665.632 , 651.571 , 2.11236 , 0.24 , 1.871 , 3 , 656.756 , 8.87605 , 8.87605 , 10.2284 , 665.632 , 665.632 , 0 , 605 , 303 , 0.175207 , 0 , 0 , 80 , 0.570022 , 49 , 0.030551 , 0 , 0 , 1
