Algorithm , Instance , K , Model Solution Cost , Deterministic Cost , Model Recourse Cost , Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Root Lower Bound , Root Gap (%) , Node Count , CVRPSEP Cuts , Gendreau Cuts , Scenario Cuts , Partial Route Cuts , Root Time (s) , Time (s) , Solved
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB31-Low-scen200-2.svrp , 3 , 595.86 , 595 , 0.86 , 0.86 , 595.86 , 595.86 , 0 , 562.58 , 5.5852 , 455 , 269 , 10 , 26 , 0 , 0.024 , 0.95 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB31-Low-scen200-2.svrp , 3 , 595.86 , 595 , 0.86 , 0.86 , 595.86 , 595.86 , 0 , 562.58 , 5.5852 , 560 , 300 , 0 , 30 , 692 , 0.026 , 1.352 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-11.svrp , 4 , 619.63 , 619 , 0.63 , 0.63 , 619.63 , 619.63 , 0 , 614.2 , 0.876329 , 24 , 79 , 2 , 628 , 0 , 0.074 , 0.33 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-11.svrp , 4 , 619.63 , 619 , 0.63 , 0.63 , 619.63 , 619.63 , 0 , 608 , 1.87693 , 35 , 99 , 5 , 0 , 0 , 0.007 , 0.073 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-11.svrp , 4 , 619.63 , 619 , 0.63 , 0.63 , 619.63 , 619.63 , 0 , 608 , 1.87693 , 40 , 100 , 0 , 0 , 121 , 0.008 , 0.105 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-11.svrp , 4 , 619.63 , 619 , 0.63 , 0.63 , 619.63 , 619.63 , 0 , 614.18 , 0.879557 , 36 , 103 , 4 , 11 , 0 , 0.016 , 0.136 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-11.svrp , 4 , 619.63 , 619 , 0.63 , 0.63 , 619.63 , 619.63 , 0 , 614.18 , 0.879557 , 43 , 119 , 0 , 13 , 50 , 0.02 , 0.176 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-12.svrp , 4 , 619.4 , 619 , 0.4 , 0.4 , 619.4 , 619.4 , 0 , 617.617 , 0.287778 , 1 , 56 , 0 , 305 , 0 , 0.079 , 0.162 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-12.svrp , 4 , 619.4 , 619 , 0.4 , 0.4 , 619.4 , 619.4 , 0 , 608 , 1.84049 , 29 , 96 , 4 , 0 , 0 , 0.007 , 0.07 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-12.svrp , 4 , 619.4 , 619 , 0.4 , 0.4 , 619.4 , 619.4 , 0 , 608 , 1.84049 , 30 , 94 , 0 , 0 , 105 , 0.008 , 0.094 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-12.svrp , 4 , 619.4 , 619 , 0.4 , 0.4 , 619.4 , 619.4 , 0 , 616.64 , 0.445593 , 3 , 66 , 0 , 8 , 0 , 0.014 , 0.109 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-12.svrp , 4 , 619.4 , 619 , 0.4 , 0.4 , 619.4 , 619.4 , 0 , 616.64 , 0.445593 , 3 , 66 , 0 , 8 , 40 , 0.015 , 0.115 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-15.svrp , 4 , 622.32 , 619 , 3.32 , 3.32 , 622.32 , 622.32 , 0 , 614.6 , 1.24052 , 34 , 86 , 2 , 666 , 0 , 0.071 , 0.354 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-15.svrp , 4 , 622.32 , 619 , 3.32 , 3.32 , 622.32 , 622.32 , 0 , 608 , 2.30107 , 72 , 127 , 17 , 0 , 0 , 0.007 , 0.102 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-15.svrp , 4 , 622.32 , 619 , 3.32 , 3.32 , 622.32 , 622.32 , 0 , 608 , 2.30107 , 72 , 125 , 0 , 0 , 178 , 0.008 , 0.139 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-15.svrp , 4 , 622.32 , 619 , 3.32 , 3.32 , 622.32 , 622.32 , 0 , 614.54 , 1.25016 , 15 , 82 , 1 , 10 , 0 , 0.016 , 0.102 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-15.svrp , 4 , 622.32 , 619 , 3.32 , 3.32 , 622.32 , 622.32 , 0 , 614.54 , 1.25016 , 16 , 82 , 0 , 13 , 64 , 0.019 , 0.12 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-16.svrp , 4 , 624.67 , 619 , 5.67 , 5.67 , 624.67 , 624.67 , 0 , 615.155 , 1.5232 , 36 , 82 , 2 , 614 , 0 , 0.066 , 0.243 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-16.svrp , 4 , 624.67 , 619 , 5.67 , 5.67 , 624.67 , 624.67 , 0 , 608 , 2.66861 , 140 , 158 , 32 , 0 , 0 , 0.006 , 0.146 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-16.svrp , 4 , 624.67 , 619 , 5.67 , 5.67 , 624.67 , 624.67 , 0 , 608 , 2.66861 , 139 , 156 , 0 , 0 , 271 , 0.009 , 0.217 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-16.svrp , 4 , 624.67 , 619 , 5.67 , 5.67 , 624.67 , 624.67 , 0 , 615.4 , 1.48398 , 17 , 92 , 0 , 15 , 0 , 0.012 , 0.129 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-16.svrp , 4 , 624.67 , 619 , 5.67 , 5.67 , 624.67 , 624.67 , 0 , 615.4 , 1.48398 , 17 , 92 , 0 , 15 , 28 , 0.013 , 0.137 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-19.svrp , 4 , 626.4 , 624 , 2.4 , 2.4 , 626.4 , 626.4 , 0 , 618.9 , 1.19732 , 43 , 103 , 2 , 725 , 0 , 0.121 , 0.5 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-19.svrp , 4 , 626.4 , 624 , 2.4 , 2.4 , 626.4 , 626.4 , 0 , 608 , 2.93742 , 294 , 183 , 76 , 0 , 0 , 0.006 , 0.245 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-19.svrp , 4 , 626.4 , 624 , 2.4 , 2.4 , 626.4 , 626.4 , 0 , 608 , 2.93742 , 176 , 166 , 0 , 0 , 287 , 0.009 , 0.242 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-19.svrp , 4 , 626.4 , 624 , 2.4 , 2.4 , 626.4 , 626.4 , 0 , 617.36 , 1.44317 , 22 , 85 , 0 , 12 , 0 , 0.015 , 0.15 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-19.svrp , 4 , 626.4 , 624 , 2.4 , 2.4 , 626.4 , 626.4 , 0 , 617.36 , 1.44317 , 22 , 85 , 0 , 12 , 51 , 0.016 , 0.171 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-20.svrp , 4 , 622.78 , 619 , 3.78 , 3.78 , 622.78 , 622.78 , 0 , 618.67 , 0.659944 , 3 , 63 , 0 , 486 , 0 , 0.108 , 0.312 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-20.svrp , 4 , 622.78 , 619 , 3.78 , 3.78 , 622.78 , 622.78 , 0 , 608 , 2.37323 , 100 , 136 , 18 , 0 , 0 , 0.006 , 0.12 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-20.svrp , 4 , 622.78 , 619 , 3.78 , 3.78 , 622.78 , 622.78 , 0 , 608 , 2.37323 , 60 , 122 , 0 , 0 , 180 , 0.009 , 0.131 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-20.svrp , 4 , 622.78 , 619 , 3.78 , 3.78 , 622.78 , 622.78 , 0 , 617.25 , 0.887954 , 4 , 73 , 0 , 12 , 0 , 0.022 , 0.157 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-20.svrp , 4 , 622.78 , 619 , 3.78 , 3.78 , 622.78 , 622.78 , 0 , 617.25 , 0.887954 , 4 , 73 , 0 , 12 , 30 , 0.023 , 0.158 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-3.svrp , 4 , 624.67 , 619 , 5.67 , 5.67 , 624.67 , 624.67 , 0 , 618.475 , 0.991796 , 8 , 65 , 0 , 426 , 0 , 0.119 , 0.313 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-3.svrp , 4 , 624.67 , 619 , 5.67 , 5.67 , 624.67 , 624.67 , 0 , 608 , 2.66861 , 140 , 159 , 32 , 0 , 0 , 0.006 , 0.147 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-3.svrp , 4 , 624.67 , 619 , 5.67 , 5.67 , 624.67 , 624.67 , 0 , 608 , 2.66861 , 145 , 157 , 0 , 0 , 271 , 0.009 , 0.22 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-3.svrp , 4 , 624.67 , 619 , 5.67 , 5.67 , 624.67 , 624.67 , 0 , 617.12 , 1.20864 , 11 , 70 , 0 , 12 , 0 , 0.023 , 0.146 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-3.svrp , 4 , 624.67 , 619 , 5.67 , 5.67 , 624.67 , 624.67 , 0 , 617.12 , 1.20864 , 11 , 70 , 0 , 12 , 49 , 0.025 , 0.16 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-4.svrp , 4 , 622.78 , 619 , 3.78 , 3.78 , 622.78 , 622.78 , 0 , 617.705 , 0.814895 , 13 , 84 , 0 , 384 , 0 , 0.085 , 0.225 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-4.svrp , 4 , 622.78 , 619 , 3.78 , 3.78 , 622.78 , 622.78 , 0 , 608 , 2.37323 , 98 , 136 , 19 , 0 , 0 , 0.006 , 0.12 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-4.svrp , 4 , 622.78 , 619 , 3.78 , 3.78 , 622.78 , 622.78 , 0 , 608 , 2.37323 , 60 , 119 , 0 , 0 , 182 , 0.009 , 0.13 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-4.svrp , 4 , 622.78 , 619 , 3.78 , 3.78 , 622.78 , 622.78 , 0 , 616.44 , 1.01802 , 6 , 69 , 0 , 7 , 0 , 0.023 , 0.09 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-4.svrp , 4 , 622.78 , 619 , 3.78 , 3.78 , 622.78 , 622.78 , 0 , 616.44 , 1.01802 , 4 , 78 , 0 , 7 , 31 , 0.024 , 0.096 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-7.svrp , 4 , 622.78 , 619 , 3.78 , 3.78 , 622.78 , 622.78 , 0 , 617.288 , 0.881933 , 5 , 55 , 0 , 490 , 0 , 0.109 , 0.249 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-7.svrp , 4 , 622.78 , 619 , 3.78 , 3.78 , 622.78 , 622.78 , 0 , 608 , 2.37323 , 89 , 132 , 15 , 0 , 0 , 0.006 , 0.116 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-7.svrp , 4 , 622.78 , 619 , 3.78 , 3.78 , 622.78 , 622.78 , 0 , 608 , 2.37323 , 197 , 116 , 0 , 0 , 179 , 0.008 , 0.227 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-7.svrp , 4 , 622.78 , 619 , 3.78 , 3.78 , 622.78 , 622.78 , 0 , 616.2 , 1.05655 , 5 , 64 , 0 , 9 , 0 , 0.032 , 0.098 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-7.svrp , 4 , 622.78 , 619 , 3.78 , 3.78 , 622.78 , 622.78 , 0 , 616.2 , 1.05655 , 5 , 64 , 0 , 9 , 69 , 0.034 , 0.113 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-8.svrp , 4 , 621.92 , 619 , 2.92 , 2.92 , 621.92 , 621.92 , 0 , 618.522 , 0.546292 , 5 , 49 , 0 , 455 , 0 , 0.091 , 0.205 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-8.svrp , 4 , 621.92 , 619 , 2.92 , 2.92 , 621.92 , 621.92 , 0 , 608 , 2.23823 , 65 , 111 , 13 , 0 , 0 , 0.006 , 0.093 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-8.svrp , 4 , 621.92 , 619 , 2.92 , 2.92 , 621.92 , 621.92 , 0 , 608 , 2.23823 , 54 , 118 , 0 , 0 , 139 , 0.008 , 0.13 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-8.svrp , 4 , 621.92 , 619 , 2.92 , 2.92 , 621.92 , 621.92 , 0 , 617.89 , 0.647993 , 5 , 69 , 1 , 11 , 0 , 0.014 , 0.193 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-High-scen200-8.svrp , 4 , 621.92 , 619 , 2.92 , 2.92 , 621.92 , 621.92 , 0 , 617.89 , 0.647993 , 1 , 55 , 0 , 11 , 37 , 0.016 , 0.192 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-1.svrp , 4 , 619 , 619 , -3.20188e-14 , 0 , 619 , 619 , 0 , 618.363 , 0.10291 , 3 , 90 , 0 , 232 , 0 , 0.146 , 0.315 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-1.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 615.34 , 0.591276 , 1 , 85 , 0 , 0 , 0 , 0.01 , 0.047 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-1.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 615.34 , 0.591276 , 1 , 85 , 0 , 0 , 27 , 0.012 , 0.053 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-1.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 617.721 , 0.206609 , 2 , 97 , 0 , 5 , 0 , 0.026 , 0.087 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-1.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 617.721 , 0.206609 , 2 , 97 , 0 , 5 , 6 , 0.027 , 0.09 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-10.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614.385 , 0.745557 , 10 , 71 , 0 , 156 , 0 , 0.068 , 0.197 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-10.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 608 , 1.77706 , 30 , 85 , 0 , 0 , 0 , 0.006 , 0.064 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-10.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 608 , 1.77706 , 30 , 85 , 0 , 0 , 87 , 0.009 , 0.087 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-10.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614.31 , 0.757674 , 4 , 56 , 0 , 5 , 0 , 0.021 , 0.182 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-10.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614.31 , 0.757674 , 4 , 56 , 0 , 5 , 46 , 0.022 , 0.192 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-13.svrp , 4 , 606.23 , 594 , 12.23 , 12.23 , 606.23 , 606.23 , 0 , 588.35 , 2.94938 , 107 , 156 , 5 , 416 , 0 , 0.059 , 0.443 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-13.svrp , 4 , 606.23 , 594 , 12.23 , 12.23 , 606.23 , 606.23 , 0 , 579.67 , 4.38118 , 647 , 219 , 205 , 0 , 0 , 0.007 , 0.553 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-13.svrp , 4 , 606.23 , 594 , 12.23 , 12.23 , 606.23 , 606.23 , 0 , 579.67 , 4.38118 , 157 , 164 , 0 , 0 , 228 , 0.009 , 0.225 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-13.svrp , 4 , 606.23 , 594 , 12.23 , 12.23 , 606.23 , 606.23 , 0 , 588.35 , 2.94938 , 174 , 175 , 10 , 12 , 0 , 0.013 , 0.248 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-13.svrp , 4 , 606.23 , 594 , 12.23 , 12.23 , 606.23 , 606.23 , 0 , 588.35 , 2.94938 , 79 , 165 , 0 , 11 , 158 , 0.015 , 0.244 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-14.svrp , 4 , 619 , 619 , 3.46567e-14 , 0 , 619 , 619 , 0 , 614.385 , 0.745557 , 11 , 71 , 0 , 285 , 0 , 0.067 , 0.205 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-14.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 608 , 1.77706 , 29 , 85 , 1 , 0 , 0 , 0.006 , 0.065 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-14.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 608 , 1.77706 , 29 , 85 , 0 , 0 , 83 , 0.008 , 0.083 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-14.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614.26 , 0.765751 , 1 , 57 , 0 , 5 , 0 , 0.018 , 0.09 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-14.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614.26 , 0.765751 , 1 , 57 , 0 , 5 , 18 , 0.019 , 0.094 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-17.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614.77 , 0.68336 , 7 , 59 , 0 , 177 , 0 , 0.054 , 0.16 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-17.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 608 , 1.77706 , 29 , 85 , 1 , 0 , 0 , 0.006 , 0.064 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-17.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 608 , 1.77706 , 29 , 85 , 0 , 0 , 83 , 0.008 , 0.082 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-17.svrp , 4 , 619 , 619 , 4.10338e-15 , 0 , 619 , 619 , 0 , 614.59 , 0.712439 , 3 , 55 , 0 , 5 , 0 , 0.011 , 0.073 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-17.svrp , 4 , 619 , 619 , 4.10338e-15 , 0 , 619 , 619 , 0 , 614.59 , 0.712439 , 3 , 55 , 0 , 5 , 60 , 0.012 , 0.083 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-18.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614 , 0.807754 , 5 , 53 , 0 , 280 , 0 , 0.087 , 0.286 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-18.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 608 , 1.77706 , 30 , 85 , 0 , 0 , 0 , 0.006 , 0.063 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-18.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 608 , 1.77706 , 30 , 85 , 0 , 0 , 86 , 0.009 , 0.09 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-18.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614 , 0.807754 , 4 , 57 , 0 , 4 , 0 , 0.036 , 0.256 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-18.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614 , 0.807754 , 4 , 57 , 0 , 4 , 48 , 0.037 , 0.268 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-2.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614.385 , 0.745557 , 6 , 57 , 0 , 173 , 0 , 0.092 , 0.271 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-2.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 608 , 1.77706 , 30 , 85 , 0 , 0 , 0 , 0.006 , 0.064 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-2.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 608 , 1.77706 , 30 , 85 , 0 , 0 , 87 , 0.008 , 0.088 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-2.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614.27 , 0.764136 , 1 , 57 , 0 , 5 , 0 , 0.03 , 0.108 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-2.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614.27 , 0.764136 , 1 , 57 , 0 , 5 , 18 , 0.031 , 0.112 , 1 , 
