Algorithm , Instance , K , Model Solution Cost , Deterministic Cost , Model Recourse Cost , Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Root Lower Bound , Root Gap (%) , Node Count , CVRPSEP Cuts , Gendreau Cuts , Scenario Cuts , Partial Route Cuts , Root Time (s) , Time (s) , Solved
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-28.svrp , 3 , 457.08 , 436 , 21.08 , 21.08 , 457.08 , 457.08 , 0 , 428 , 6.36212 , 5471 , 140 , 2265 , 0 , 0 , 0.006 , 8.175 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-28.svrp , 3 , 457.08 , 436 , 21.08 , 21.08 , 457.08 , 457.08 , 0 , 428 , 6.36212 , 3190 , 136 , 0 , 0 , 6552 , 0.007 , 4.29 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-28.svrp , 3 , 457.08 , 436 , 21.08 , 21.08 , 457.08 , 457.08 , 0 , 436.83 , 4.4303 , 510 , 71 , 81 , 69 , 0 , 0.01 , 0.516 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-28.svrp , 3 , 457.08 , 436 , 21.08 , 21.08 , 457.08 , 457.08 , 0 , 436.83 , 4.4303 , 659 , 69 , 0 , 76 , 867 , 0.01 , 0.902 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-29.svrp , 3 , 476.37 , 446 , 30.37 , 30.37 , 476.37 , 476.37 , 0 , 469.095 , 1.52717 , 8 , 14 , 3 , 239 , 0 , 0.038 , 0.181 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-29.svrp , 3 , 476.37 , 446 , 30.37 , 30.37 , 476.37 , 476.37 , 0 , 449.5 , 5.64057 , 264 , 47 , 129 , 0 , 0 , 0.003 , 0.204 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-29.svrp , 3 , 476.37 , 446 , 30.37 , 30.37 , 476.37 , 476.37 , 0 , 453.77 , 4.74421 , 129 , 38 , 0 , 0 , 119 , 0.007 , 0.182 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-29.svrp , 3 , 476.37 , 446 , 30.37 , 30.37 , 476.37 , 476.37 , 0 , 474.93 , 0.302286 , 1 , 23 , 1 , 6 , 0 , 0.007 , 0.048 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-29.svrp , 3 , 476.37 , 446 , 30.37 , 30.37 , 476.37 , 476.37 , 0 , 470.22 , 1.29101 , 3 , 28 , 0 , 4 , 10 , 0.01 , 0.06 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-30.svrp , 3 , 496.22 , 457 , 39.22 , 39.22 , 496.22 , 496.22 , 0 , 478.288 , 3.61365 , 1535 , 160 , 443 , 7476 , 0 , 0.098 , 23.719 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-30.svrp , 3 , 496.22 , 457 , 39.22 , 39.22 , 496.22 , 496.22 , 0 , 457.5 , 7.80299 , 46099 , 608 , 26411 , 0 , 0 , 0.009 , 1120.51 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-30.svrp , 3 , 496.22 , 457 , 39.22 , 39.22 , 496.22 , 496.22 , 0 , 457.9 , 7.72238 , 4845 , 328 , 0 , 0 , 13645 , 0.012 , 7.577 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-30.svrp , 3 , 496.22 , 457 , 39.22 , 39.22 , 496.22 , 496.22 , 0 , 475.11 , 4.25416 , 1593 , 213 , 356 , 189 , 0 , 0.02 , 2.039 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-30.svrp , 3 , 496.22 , 457 , 39.22 , 39.22 , 496.22 , 496.22 , 0 , 475.11 , 4.25416 , 1254 , 207 , 0 , 164 , 1128 , 0.021 , 1.836 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-11.svrp , 3 , 459 , 459 , 0 , 0 , 459 , 459 , 0 , 459 , 0 , 0 , 22 , 0 , 0 , 0 , 0.039 , 0.095 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-11.svrp , 3 , 459 , 459 , 0 , 0 , 459 , 459 , 0 , 459 , 0 , 0 , 27 , 0 , 0 , 0 , 0.004 , 0.027 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-11.svrp , 3 , 459 , 459 , 0 , 0 , 459 , 459 , 0 , 459 , 0 , 0 , 27 , 0 , 0 , 0 , 0.004 , 0.028 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-11.svrp , 3 , 459 , 459 , 0 , 0 , 459 , 459 , 0 , 459 , 0 , 0 , 27 , 0 , 0 , 0 , 0.013 , 0.044 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-11.svrp , 3 , 459 , 459 , 0 , 0 , 459 , 459 , 0 , 459 , 0 , 0 , 27 , 0 , 0 , 0 , 0.013 , 0.045 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-12.svrp , 4 , 421.1 , 419 , 2.1 , 2.1 , 421.1 , 421.1 , 0 , 419.6 , 0.35621 , 1 , 25 , 0 , 6 , 0 , 0.022 , 0.058 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-12.svrp , 4 , 421.1 , 419 , 2.1 , 2.1 , 421.1 , 421.1 , 0 , 420.55 , 0.13061 , 1 , 33 , 6 , 0 , 0 , 0.005 , 0.054 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-12.svrp , 4 , 421.1 , 419 , 2.1 , 2.1 , 421.1 , 421.1 , 0 , 419.6 , 0.35621 , 1 , 27 , 0 , 0 , 27 , 0.01 , 0.045 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-12.svrp , 4 , 421.1 , 419 , 2.1 , 2.1 , 421.1 , 421.1 , 0 , 419.6 , 0.35621 , 1 , 26 , 0 , 1 , 0 , 0.009 , 0.043 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-12.svrp , 4 , 421.1 , 419 , 2.1 , 2.1 , 421.1 , 421.1 , 0 , 419.6 , 0.35621 , 1 , 26 , 0 , 1 , 15 , 0.011 , 0.05 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-13.svrp , 3 , 482 , 482 , 0 , 0 , 482 , 482 , 0 , 482 , 0 , 1 , 30 , 0 , 5 , 0 , 0.023 , 0.069 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-13.svrp , 3 , 482 , 482 , 0 , 0 , 482 , 482 , 0 , 482 , 0 , 1 , 36 , 0 , 0 , 0 , 0.003 , 0.027 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-13.svrp , 3 , 482 , 482 , 0 , 0 , 482 , 482 , 0 , 482 , 0 , 1 , 36 , 0 , 0 , 0 , 0.004 , 0.028 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-13.svrp , 3 , 482 , 482 , 0 , 0 , 482 , 482 , 0 , 482 , 0 , 1 , 36 , 0 , 0 , 0 , 0.012 , 0.045 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-13.svrp , 3 , 482 , 482 , 0 , 0 , 482 , 482 , 0 , 482 , 0 , 1 , 36 , 0 , 0 , 0 , 0.012 , 0.044 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-14.svrp , 3 , 504.9 , 488 , 16.9 , 16.9 , 504.9 , 504.9 , 0 , 493.44 , 2.26976 , 24 , 64 , 6 , 373 , 0 , 0.042 , 0.236 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-14.svrp , 3 , 504.9 , 488 , 16.9 , 16.9 , 504.9 , 504.9 , 0 , 488 , 3.3472 , 137 , 92 , 36 , 0 , 0 , 0.004 , 0.137 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-14.svrp , 3 , 504.9 , 488 , 16.9 , 16.9 , 504.9 , 504.9 , 0 , 488.07 , 3.33333 , 138 , 97 , 0 , 0 , 166 , 0.005 , 0.192 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-14.svrp , 3 , 504.9 , 488 , 16.9 , 16.9 , 504.9 , 504.9 , 0 , 493.09 , 2.33908 , 316 , 137 , 10 , 16 , 0 , 0.01 , 0.321 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-14.svrp , 3 , 504.9 , 488 , 16.9 , 16.9 , 504.9 , 504.9 , 0 , 493.09 , 2.33908 , 135 , 120 , 0 , 15 , 160 , 0.011 , 0.289 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-15.svrp , 3 , 522 , 522 , 0 , 0 , 522 , 522 , 0 , 519.5 , 0.478927 , 1 , 56 , 0 , 240 , 0 , 0.073 , 0.173 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-15.svrp , 3 , 522 , 522 , 0 , 0 , 522 , 522 , 0 , 504 , 3.44828 , 2938 , 148 , 1745 , 0 , 0 , 0.007 , 4.691 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-15.svrp , 3 , 522 , 522 , 0 , 0 , 522 , 522 , 0 , 505.16 , 3.22605 , 224 , 104 , 0 , 0 , 202 , 0.015 , 0.277 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-15.svrp , 3 , 522 , 522 , -2.10321e-14 , 0 , 522 , 522 , 0 , 510.5 , 2.20307 , 2 , 69 , 0 , 4 , 0 , 0.015 , 0.106 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-15.svrp , 3 , 522 , 522 , -2.10321e-14 , 0 , 522 , 522 , 0 , 510.5 , 2.20307 , 2 , 69 , 0 , 4 , 9 , 0.016 , 0.108 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-16.svrp , 3 , 570 , 570 , 0 , 0 , 570 , 570 , 0 , 570 , 0 , 1 , 54 , 0 , 45 , 0 , 0.051 , 0.1 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-16.svrp , 3 , 570 , 570 , 0 , 0 , 570 , 570 , 0 , 567 , 0.526316 , 16 , 59 , 14 , 0 , 0 , 0.01 , 0.06 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-16.svrp , 3 , 570 , 570 , 0 , 0 , 570 , 570 , 0 , 568 , 0.350877 , 7 , 62 , 0 , 0 , 4 , 0.011 , 0.048 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-16.svrp , 3 , 570 , 570 , 0 , 0 , 570 , 570 , 0 , 570 , 0 , 1 , 55 , 0 , 1 , 0 , 0.018 , 0.053 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-16.svrp , 3 , 570 , 570 , 0 , 0 , 570 , 570 , 0 , 570 , 0 , 1 , 55 , 0 , 1 , 0 , 0.018 , 0.054 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-17.svrp , 3 , 500.1 , 495 , 5.1 , 5.1 , 500.1 , 500.1 , 0 , 497.645 , 0.490902 , 10 , 47 , 0 , 81 , 0 , 0.076 , 0.252 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-17.svrp , 3 , 500.1 , 495 , 5.1 , 5.1 , 500.1 , 500.1 , 0 , 496 , 0.819836 , 7 , 36 , 4 , 0 , 0 , 0.006 , 0.05 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-17.svrp , 3 , 500.1 , 495 , 5.1 , 5.1 , 500.1 , 500.1 , 0 , 495.75 , 0.869826 , 54 , 40 , 0 , 0 , 25 , 0.007 , 0.102 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-17.svrp , 3 , 500.1 , 495 , 5.1 , 5.1 , 500.1 , 500.1 , 0 , 497.57 , 0.505899 , 11 , 39 , 0 , 5 , 0 , 0.035 , 0.124 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-17.svrp , 3 , 500.1 , 495 , 5.1 , 5.1 , 500.1 , 500.1 , 0 , 497.57 , 0.505899 , 11 , 39 , 0 , 5 , 27 , 0.037 , 0.133 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-18.svrp , 3 , 387.35 , 380 , 7.35 , 7.35 , 387.35 , 387.35 , 0 , 382.89 , 1.15141 , 1 , 49 , 1 , 142 , 0 , 0.054 , 0.143 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-18.svrp , 3 , 387.35 , 380 , 7.35 , 7.35 , 387.35 , 387.35 , 0 , 380 , 1.89751 , 25 , 55 , 14 , 0 , 0 , 0.007 , 0.067 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-18.svrp , 3 , 387.35 , 380 , 7.35 , 7.35 , 387.35 , 387.35 , 0 , 380 , 1.89751 , 26 , 53 , 0 , 0 , 29 , 0.008 , 0.087 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-18.svrp , 3 , 387.35 , 380 , 7.35 , 7.35 , 387.35 , 387.35 , 0 , 382.21 , 1.32697 , 1 , 42 , 0 , 5 , 0 , 0.011 , 0.061 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-18.svrp , 3 , 387.35 , 380 , 7.35 , 7.35 , 387.35 , 387.35 , 0 , 382.21 , 1.32697 , 1 , 42 , 0 , 5 , 10 , 0.012 , 0.064 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-19.svrp , 3 , 510 , 510 , 0 , 0 , 510 , 510 , 0 , 502.1 , 1.54902 , 21 , 76 , 1 , 122 , 0 , 0.054 , 0.218 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-19.svrp , 3 , 510 , 510 , 0 , 0 , 510 , 510 , 0 , 497 , 2.54902 , 82 , 101 , 16 , 0 , 0 , 0.011 , 0.114 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-19.svrp , 3 , 510 , 510 , 0 , 0 , 510 , 510 , 0 , 497 , 2.54902 , 60 , 109 , 0 , 0 , 68 , 0.012 , 0.124 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-19.svrp , 3 , 510 , 510 , 0 , 0 , 510 , 510 , 0 , 502.1 , 1.54902 , 14 , 68 , 1 , 4 , 0 , 0.012 , 0.095 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-19.svrp , 3 , 510 , 510 , 0 , 0 , 510 , 510 , 0 , 502.1 , 1.54902 , 10 , 68 , 0 , 4 , 16 , 0.013 , 0.101 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-20.svrp , 3 , 538.87 , 535 , 3.87 , 3.87 , 538.87 , 538.87 , 0 , 535.7 , 0.588268 , 9 , 34 , 6 , 18 , 0 , 0.024 , 0.13 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-20.svrp , 3 , 538.87 , 535 , 3.87 , 3.87 , 538.87 , 538.87 , 0 , 535.5 , 0.625383 , 94 , 41 , 18 , 0 , 0 , 0.004 , 0.102 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-20.svrp , 3 , 538.87 , 535 , 3.87 , 3.87 , 538.87 , 538.87 , 0 , 532.34 , 1.2118 , 30 , 43 , 0 , 0 , 44 , 0.006 , 0.091 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-20.svrp , 3 , 538.87 , 535 , 3.87 , 3.87 , 538.87 , 538.87 , 0 , 533.94 , 0.914877 , 12 , 38 , 4 , 2 , 0 , 0.006 , 0.07 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB30-V1-scen200-20.svrp , 3 , 538.87 , 535 , 3.87 , 3.87 , 538.87 , 538.87 , 0 , 533.94 , 0.914877 , 20 , 38 , 0 , 2 , 32 , 0.008 , 0.092 , 1 , 
