Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved
ILS , ./data/Jabali/k3/70_3_0.85_1_9.svrp , 787.42 , 671.34 , 14.7418 , 0.032 , 1800.14 , 3 , 677 , 110.42 , 77.22 , 110.42 , 787.42 , 682.61 , 13.3106 , 26136 , 1273 , 6.83377 , 7503 , 6.13462 , 4298 , 11.4306 , 0 , 0 , 0 , 0 , 0
ILS+SRI2 , ./data/Jabali/k3/70_3_0.85_1_9.svrp , 705.65 , 702.64 , 0.426557 , 60.215 , 61.017 , 3 , 701 , 4.65 , 4.17 , 4.65 , 705.65 , 705.65 , 0 , 110 , 55 , 0.207812 , 16 , 0.017015 , 0 , 0 , 2246 , 0.733289 , 39 , 0.201811 , 1
ILS+SRI , ./data/Jabali/k3/70_3_0.85_1_9.svrp , 705.65 , 702.7 , 0.418054 , 60.379 , 62.161 , 3 , 701 , 4.65 , 4.17 , 4.65 , 705.65 , 705.65 , 0 , 90 , 54 , 0.209092 , 21 , 0.996929 , 0 , 0 , 2256 , 0.741269 , 38 , 0.192689 , 1
ILS+SRI2 , ./data/Jabali/k3/70_3_0.88_1_0.svrp , 783.04 , 763.06 , 2.55159 , 60.126 , 271.529 , 3 , 780 , 3.04 , 3.04 , 3.04 , 783.04 , 783.04 , 0 , 20853 , 431 , 5.73612 , 655 , 1.5061 , 0 , 0 , 1785 , 0.472958 , 626 , 19.2183 , 1
ILS+SRI , ./data/Jabali/k3/70_3_0.88_1_0.svrp , 783.04 , 763.02 , 2.5567 , 60.113 , 221.42 , 3 , 780 , 3.04 , 3.04 , 3.04 , 783.04 , 783.04 , 0 , 16429 , 400 , 3.71076 , 588 , 50.2482 , 0 , 0 , 1785 , 0.47534 , 543 , 14.7776 , 1
ILS+SRI2 , ./data/Jabali/k3/70_3_0.88_1_1.svrp , 753.79 , 720.8 , 4.37655 , 60.253 , 1800.11 , 3 , 751 , 2.79 , 2.79 , 2.79 , 753.79 , 739.19 , 1.93688 , 61349 , 1261 , 21.7924 , 3045 , 6.2075 , 0 , 0 , 1809 , 0.581656 , 3021 , 50.1622 , 0
ILS+SRI , ./data/Jabali/k3/70_3_0.88_1_1.svrp , 746.45 , 721.47 , 3.34651 , 60.283 , 1800.12 , 3 , 744 , 2.45 , 2.38 , 2.45 , 746.45 , 740.61 , 0.78237 , 61747 , 892 , 22.036 , 3101 , 215.039 , 0 , 0 , 1819 , 0.582679 , 1956 , 43.7847 , 0
ILS , ./data/Jabali/k3/70_3_0.88_1_2.svrp , 852.52 , 754 , 11.5563 , 0.033 , 1800.09 , 3 , 843 , 9.52 , 9.07 , 9.52 , 852.52 , 765.18 , 10.2449 , 28819 , 1127 , 8.42935 , 6555 , 5.72351 , 4948 , 12.6314 , 0 , 0 , 0 , 0 , 0
ILS+SRI2 , ./data/Jabali/k3/70_3_0.88_1_2.svrp , 804.27 , 788.59 , 1.94959 , 60.169 , 90.999 , 3 , 798 , 6.27 , 6.09 , 6.27 , 804.27 , 804.27 , 0 , 6737 , 220 , 1.57408 , 252 , 0.437514 , 0 , 0 , 2621 , 0.882987 , 311 , 8.84716 , 1
ILS+SRI , ./data/Jabali/k3/70_3_0.88_1_2.svrp , 804.27 , 788.93 , 1.90732 , 60.323 , 154.563 , 3 , 798 , 6.27 , 6.09 , 6.27 , 804.27 , 804.27 , 0 , 10784 , 248 , 2.29526 , 466 , 39.8397 , 0 , 0 , 2706 , 0.913209 , 398 , 11.0633 , 1
