Algorithm , Instance , K , Model Solution Cost , Deterministic Cost , Model Recourse Cost , Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Root Lower Bound , Root Gap (%) , Node Count , CVRPSEP Cuts , Gendreau Cuts , Scenario Cuts , Partial Route Cuts , Elementary Route Cuts , Root Time (s) , Time (s) , Solved
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-33.svrp , 4 , 649.94 , 605 , 44.94 , 44.94 , 649.94 , 649.94 , 0 , 614.36 , 5.47435 , 385 , 198 , 0 , 59 , 313 , 89 , 0.008 , 0.26 , 1
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-34.svrp , 4 , 540.27 , 515 , 25.27 , 25.27 , 540.27 , 540.27 , 0 , 508.704 , 5.84263 , 1766 , 163 , 257 , 4483 , 0 , 0 , 0.014 , 12.169 , 1
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-34.svrp , 4 , 540.27 , 515 , 25.27 , 25.27 , 540.27 , 540.27 , 0 , 497.89 , 7.84423 , 11224 , 462 , 5628 , 0 , 0 , 0 , 0.006 , 45.544 , 1
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-34.svrp , 4 , 540.27 , 515 , 25.27 , 25.27 , 540.27 , 540.27 , 0 , 499 , 7.63877 , 2630 , 280 , 0 , 0 , 5923 , 2611 , 0.005 , 1.248 , 1
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-34.svrp , 4 , 540.27 , 515 , 25.27 , 25.27 , 540.27 , 540.27 , 0 , 503.02 , 6.8947 , 2015 , 225 , 343 , 106 , 0 , 0 , 0.006 , 2.02 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-34.svrp , 4 , 540.27 , 515 , 25.27 , 25.27 , 540.27 , 540.27 , 0 , 503.02 , 6.8947 , 1303 , 205 , 0 , 87 , 2398 , 707 , 0.006 , 0.862 , 1
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-35.svrp , 3 , 466.11 , 429 , 37.11 , 37.11 , 466.11 , 466.11 , 0 , 455.06 , 2.37062 , 91 , 42 , 20 , 476 , 0 , 0 , 0.017 , 0.231 , 1
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-35.svrp , 3 , 466.11 , 429 , 37.11 , 37.11 , 466.11 , 466.11 , 0 , 428 , 8.17618 , 20885 , 334 , 9175 , 0 , 0 , 0 , 0.002 , 139.337 , 1
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-35.svrp , 3 , 466.11 , 429 , 37.11 , 37.11 , 466.11 , 466.11 , 0 , 431.36 , 7.45532 , 1062 , 147 , 0 , 0 , 1769 , 295 , 0.005 , 0.497 , 1
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-35.svrp , 3 , 466.11 , 429 , 37.11 , 37.11 , 466.11 , 466.11 , 0 , 449.5 , 3.56354 , 241 , 66 , 31 , 15 , 0 , 0 , 0.006 , 0.163 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-35.svrp , 3 , 466.11 , 429 , 37.11 , 37.11 , 466.11 , 466.11 , 0 , 449.96 , 3.46485 , 202 , 72 , 0 , 17 , 191 , 45 , 0.008 , 0.185 , 1
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-36.svrp , 4 , 520.38 , 502 , 18.38 , 18.38 , 520.38 , 520.38 , 0 , 501.283 , 3.66975 , 498 , 93 , 73 , 4206 , 0 , 0 , 0.084 , 4.432 , 1
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-36.svrp , 4 , 520.38 , 502 , 18.38 , 18.38 , 520.38 , 520.38 , 0 , 473.5 , 9.0088 , 10576 , 488 , 4589 , 0 , 0 , 0 , 0.004 , 32.652 , 1
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-36.svrp , 4 , 520.38 , 502 , 18.38 , 18.38 , 520.38 , 520.38 , 0 , 473.5 , 9.0088 , 3572 , 408 , 0 , 0 , 7534 , 1697 , 0.004 , 2.652 , 1
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-36.svrp , 4 , 520.38 , 502 , 18.38 , 18.38 , 520.38 , 520.38 , 0 , 497.51 , 4.39487 , 397 , 89 , 95 , 91 , 0 , 0 , 0.01 , 0.319 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-36.svrp , 4 , 520.38 , 502 , 18.38 , 18.38 , 520.38 , 520.38 , 0 , 497.51 , 4.39487 , 436 , 100 , 0 , 81 , 578 , 221 , 0.01 , 0.292 , 1
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-37.svrp , 3 , 506.48 , 474 , 32.48 , 32.48 , 506.48 , 506.48 , 0 , 488.855 , 3.4799 , 343 , 59 , 69 , 861 , 0 , 0 , 0.017 , 0.595 , 1
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-37.svrp , 3 , 506.48 , 474 , 32.48 , 32.48 , 506.48 , 506.48 , 0 , 473 , 6.61033 , 3549 , 157 , 1376 , 0 , 0 , 0 , 0.001 , 3.346 , 1
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-37.svrp , 3 , 506.48 , 474 , 32.48 , 32.48 , 506.48 , 506.48 , 0 , 473.3 , 6.5511 , 1393 , 127 , 0 , 0 , 1614 , 530 , 0.001 , 0.66 , 1
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-37.svrp , 3 , 506.48 , 474 , 32.48 , 32.48 , 506.48 , 506.48 , 0 , 481.24 , 4.98341 , 1043 , 83 , 312 , 33 , 0 , 0 , 0.003 , 0.594 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-37.svrp , 3 , 506.48 , 474 , 32.48 , 32.48 , 506.48 , 506.48 , 0 , 481.24 , 4.98341 , 424 , 82 , 0 , 37 , 314 , 131 , 0.003 , 0.22 , 1
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-38.svrp , 4 , 540.71 , 504 , 36.71 , 36.71 , 540.71 , 540.71 , 0 , 518.936 , 4.02684 , 311 , 132 , 47 , 2957 , 0 , 0 , 0.041 , 1.585 , 1
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-38.svrp , 4 , 540.71 , 504 , 36.71 , 36.71 , 540.71 , 540.71 , 0 , 504.2 , 6.75223 , 8833 , 468 , 4383 , 0 , 0 , 0 , 0.005 , 28.074 , 1
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-38.svrp , 4 , 540.71 , 504 , 36.71 , 36.71 , 540.71 , 540.71 , 0 , 504.5 , 6.69675 , 2018 , 348 , 0 , 0 , 4172 , 1309 , 0.008 , 1.548 , 1
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-38.svrp , 4 , 540.71 , 504 , 36.71 , 36.71 , 540.71 , 540.71 , 0 , 514.98 , 4.75856 , 404 , 133 , 70 , 77 , 0 , 0 , 0.009 , 0.338 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-38.svrp , 4 , 540.71 , 504 , 36.71 , 36.71 , 540.71 , 540.71 , 0 , 514.98 , 4.75856 , 345 , 139 , 0 , 74 , 367 , 110 , 0.009 , 0.27 , 1
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-39.svrp , 4 , 560.72 , 535 , 25.72 , 25.72 , 560.72 , 560.72 , 0 , 549.876 , 1.934 , 80 , 61 , 21 , 743 , 0 , 0 , 0.033 , 0.241 , 1
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-39.svrp , 4 , 560.72 , 535 , 25.72 , 25.72 , 560.72 , 560.72 , 0 , 518.5 , 7.5296 , 2069 , 139 , 1042 , 0 , 0 , 0 , 0.004 , 1.884 , 1
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-39.svrp , 4 , 560.72 , 535 , 25.72 , 25.72 , 560.72 , 560.72 , 0 , 525.12 , 6.34898 , 330 , 118 , 0 , 0 , 782 , 187 , 0.006 , 0.235 , 1
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-39.svrp , 4 , 560.72 , 535 , 25.72 , 25.72 , 560.72 , 560.72 , 0 , 536.92 , 4.24454 , 862 , 100 , 109 , 20 , 0 , 0 , 0.006 , 0.304 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-39.svrp , 4 , 560.72 , 535 , 25.72 , 25.72 , 560.72 , 560.72 , 0 , 536.92 , 4.24454 , 281 , 82 , 0 , 12 , 318 , 117 , 0.006 , 0.167 , 1
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-40.svrp , 4 , 500.45 , 487 , 13.45 , 13.45 , 500.45 , 500.45 , 0 , 489.02 , 2.28394 , 74 , 60 , 14 , 948 , 0 , 0 , 0.027 , 0.322 , 1
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-40.svrp , 4 , 500.45 , 487 , 13.45 , 13.45 , 500.45 , 500.45 , 0 , 479.4 , 4.20621 , 2009 , 181 , 906 , 0 , 0 , 0 , 0.007 , 1.745 , 1
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-40.svrp , 4 , 500.45 , 487 , 13.45 , 13.45 , 500.45 , 500.45 , 0 , 479.67 , 4.15226 , 744 , 131 , 0 , 0 , 1703 , 996 , 0.007 , 0.381 , 1
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-40.svrp , 4 , 500.45 , 487 , 13.45 , 13.45 , 500.45 , 500.45 , 0 , 485.587 , 2.96997 , 186 , 106 , 25 , 48 , 0 , 0 , 0.01 , 0.171 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n16-LB0-UB30-V10-scen200-40.svrp , 4 , 500.45 , 487 , 13.45 , 13.45 , 500.45 , 500.45 , 0 , 485.587 , 2.96997 , 147 , 91 , 0 , 43 , 332 , 155 , 0.01 , 0.154 , 1
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-41.svrp , 3 , 548 , 548 , 7.18077e-15 , 0 , 548 , 548 , 0 , 542.523 , 0.999434 , 9 , 133 , 0 , 502 , 0 , 0 , 0.098 , 0.449 , 1
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-41.svrp , 3 , 548 , 548 , 0 , 0 , 548 , 548 , 0 , 535 , 2.37226 , 88 , 270 , 4 , 0 , 0 , 0 , 0.019 , 0.236 , 1
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-41.svrp , 3 , 548 , 548 , 0 , 0 , 548 , 548 , 0 , 535 , 2.37226 , 88 , 275 , 0 , 0 , 149 , 13 , 0.02 , 0.253 , 1
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-41.svrp , 3 , 548 , 548 , -2.34257e-14 , 0 , 548 , 548 , 0 , 542.31 , 1.03832 , 9 , 152 , 0 , 15 , 0 , 0 , 0.038 , 0.178 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-41.svrp , 3 , 548 , 548 , -2.34257e-14 , 0 , 548 , 548 , 0 , 542.31 , 1.03832 , 9 , 152 , 0 , 15 , 5 , 0 , 0.038 , 0.184 , 1
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-42.svrp , 3 , 551.57 , 551 , 0.57 , 0.57 , 551.57 , 551.57 , 0 , 549.545 , 0.367134 , 6 , 95 , 0 , 655 , 0 , 0 , 0.049 , 0.219 , 1
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-42.svrp , 3 , 551.57 , 551 , 0.57 , 0.57 , 551.57 , 551.57 , 0 , 547.5 , 0.737894 , 81 , 117 , 33 , 0 , 0 , 0 , 0.019 , 0.183 , 1
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-42.svrp , 3 , 551.57 , 551 , 0.57 , 0.57 , 551.57 , 551.57 , 0 , 547.72 , 0.698008 , 35 , 115 , 0 , 0 , 83 , 26 , 0.019 , 0.136 , 1
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-42.svrp , 3 , 551.57 , 551 , 0.57 , 0.57 , 551.57 , 551.57 , 0 , 549.55 , 0.366227 , 7 , 102 , 0 , 9 , 0 , 0 , 0.052 , 0.174 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-42.svrp , 3 , 551.57 , 551 , 0.57 , 0.57 , 551.57 , 551.57 , 0 , 549.55 , 0.366227 , 7 , 102 , 0 , 9 , 22 , 0 , 0.051 , 0.169 , 1
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-43.svrp , 3 , 573.11 , 573 , 0.11 , 0.11 , 573.11 , 573.11 , 0 , 568 , 0.891626 , 22 , 105 , 6 , 374 , 0 , 0 , 0.06 , 0.37 , 1
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-43.svrp , 3 , 573.11 , 573 , 0.11 , 0.11 , 573.11 , 573.11 , 0 , 565.5 , 1.32784 , 112 , 149 , 57 , 0 , 0 , 0 , 0.009 , 0.256 , 1
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-43.svrp , 3 , 573.11 , 573 , 0.11 , 0.11 , 573.11 , 573.11 , 0 , 565.5 , 1.32784 , 84 , 158 , 0 , 0 , 87 , 15 , 0.009 , 0.209 , 1
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-43.svrp , 3 , 573.11 , 573 , 0.11 , 0.11 , 573.11 , 573.11 , 0 , 568 , 0.891626 , 39 , 130 , 2 , 24 , 0 , 0 , 0.04 , 0.342 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-43.svrp , 3 , 573.11 , 573 , 0.11 , 0.11 , 573.11 , 573.11 , 0 , 568 , 0.891626 , 43 , 130 , 0 , 24 , 20 , 2 , 0.04 , 0.359 , 1
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-44.svrp , 3 , 685.07 , 683 , 2.07 , 2.07 , 685.07 , 685.07 , 0 , 672.088 , 1.89492 , 554 , 452 , 26 , 2324 , 0 , 0 , 0.075 , 7.788 , 1
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-44.svrp , 3 , 689.17 , 687 , 2.17 , 2.07 , 689.17 , 670.34 , 2.73227 , 662.17 , 3.91776 , 32543 , 1209 , 13520 , 0 , 0 , 0 , 0.018 , 600.065 , 0
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-44.svrp , 3 , 685.07 , 683 , 2.07 , 2.07 , 685.07 , 685.07 , 0 , 663.37 , 3.16756 , 4125 , 848 , 0 , 0 , 9797 , 920 , 0.026 , 10.136 , 1
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-44.svrp , 3 , 685.07 , 683 , 2.07 , 2.07 , 685.07 , 685.07 , 0 , 671.525 , 1.97721 , 355 , 338 , 8 , 63 , 0 , 0 , 0.026 , 0.875 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-44.svrp , 3 , 685.07 , 683 , 2.07 , 2.07 , 685.07 , 685.07 , 0 , 671.525 , 1.97721 , 380 , 373 , 0 , 56 , 801 , 18 , 0.027 , 0.932 , 1
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-45.svrp , 3 , 540.72 , 537 , 3.72 , 3.72 , 540.72 , 540.72 , 0 , 532.173 , 1.58061 , 21 , 102 , 7 , 133 , 0 , 0 , 0.029 , 0.241 , 1
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-45.svrp , 3 , 540.72 , 537 , 3.72 , 3.72 , 540.72 , 540.72 , 0 , 531 , 1.7976 , 214 , 148 , 62 , 0 , 0 , 0 , 0.013 , 0.254 , 1
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-45.svrp , 3 , 540.72 , 537 , 3.72 , 3.72 , 540.72 , 540.72 , 0 , 531 , 1.7976 , 96 , 143 , 0 , 0 , 122 , 24 , 0.013 , 0.166 , 1
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-45.svrp , 3 , 540.72 , 537 , 3.72 , 3.72 , 540.72 , 540.72 , 0 , 532.18 , 1.57938 , 35 , 123 , 5 , 7 , 0 , 0 , 0.016 , 0.14 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-45.svrp , 3 , 540.72 , 537 , 3.72 , 3.72 , 540.72 , 540.72 , 0 , 532.18 , 1.57938 , 46 , 119 , 0 , 13 , 94 , 8 , 0.016 , 0.163 , 1
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-46.svrp , 3 , 527.29 , 524 , 3.29 , 3.29 , 527.29 , 527.29 , 0 , 520.66 , 1.25737 , 59 , 101 , 3 , 623 , 0 , 0 , 0.034 , 0.364 , 1
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-46.svrp , 3 , 527.29 , 524 , 3.29 , 3.29 , 527.29 , 527.29 , 0 , 517.67 , 1.82442 , 560 , 131 , 163 , 0 , 0 , 0 , 0.012 , 0.459 , 1
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-46.svrp , 3 , 527.29 , 524 , 3.29 , 3.29 , 527.29 , 527.29 , 0 , 517.67 , 1.82442 , 285 , 123 , 0 , 0 , 268 , 66 , 0.012 , 0.264 , 1
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-46.svrp , 3 , 527.29 , 524 , 3.29 , 3.29 , 527.29 , 527.29 , 0 , 520.62 , 1.26496 , 89 , 115 , 7 , 25 , 0 , 0 , 0.018 , 0.209 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-46.svrp , 3 , 527.29 , 524 , 3.29 , 3.29 , 527.29 , 527.29 , 0 , 520.62 , 1.26496 , 68 , 110 , 0 , 24 , 47 , 11 , 0.018 , 0.202 , 1
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-47.svrp , 3 , 556.43 , 550 , 6.43 , 6.43 , 556.43 , 556.43 , 0 , 544.64 , 2.11886 , 129 , 322 , 7 , 940 , 0 , 0 , 0.104 , 0.725 , 1
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-47.svrp , 3 , 556.43 , 550 , 6.43 , 6.43 , 556.43 , 556.43 , 0 , 535.67 , 3.73093 , 2541 , 602 , 734 , 0 , 0 , 0 , 0.026 , 5.839 , 1
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-47.svrp , 3 , 556.43 , 550 , 6.43 , 6.43 , 556.43 , 556.43 , 0 , 535.67 , 3.73093 , 629 , 449 , 0 , 0 , 1023 , 195 , 0.026 , 1.214 , 1
