Algorithm , Instance , K , Model Solution Cost , Deterministic Cost , Model Recourse Cost , Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Root Lower Bound , Root Gap (%) , Node Count , CVRPSEP Cuts , Gendreau Cuts , Scenario Cuts , Partial Route Cuts , Elementary Route Cuts , Root Time (s) , Time (s) , Solved
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-63.svrp , 5 , 666.91 , 596 , 70.91 , 70.91 , 666.91 , 666.91 , 0 , 612.873 , 8.10265 , 4826 , 894 , 0 , 321 , 12481 , 1886 , 0.021 , 13.243 , 1
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-64.svrp , 4 , 582.29 , 543 , 39.29 , 39.29 , 582.29 , 578.817 , 0.596513 , 539.574 , 7.33593 , 16271 , 1200 , 1639 , 16085 , 0 , 0 , 0.135 , 600.066 , 0
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-64.svrp , 4 , 590.64 , 516 , 74.64 , 74.64 , 590.64 , 531.85 , 9.95361 , 516.29 , 12.588 , 26977 , 2315 , 12235 , 0 , 0 , 0 , 0.021 , 600.072 , 0
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-64.svrp , 4 , 583.04 , 552 , 31.04 , 30.99 , 583.04 , 560 , 3.9517 , 517.1 , 11.3097 , 65818 , 4719 , 0 , 0 , 205868 , 18284 , 0.02 , 600.063 , 0
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-64.svrp , 4 , 582.29 , 543 , 39.29 , 39.29 , 582.29 , 582.29 , 0 , 532.41 , 8.56618 , 20849 , 1697 , 1777 , 788 , 0 , 0 , 0.034 , 115.058 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-64.svrp , 4 , 582.29 , 543 , 39.29 , 39.29 , 582.29 , 582.29 , 0 , 532.41 , 8.56618 , 16555 , 1742 , 0 , 728 , 31686 , 4141 , 0.035 , 76.074 , 1
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-65.svrp , 5 , 736.92 , 694 , 42.92 , 42.92 , 736.92 , 712.28 , 3.34365 , 682.463 , 7.38979 , 6735 , 1617 , 579 , 25300 , 0 , 0 , 0.178 , 600.068 , 0
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-65.svrp , 5 , 740.45 , 656 , 84.45 , 84.45 , 740.45 , 670.08 , 9.50368 , 652 , 11.9454 , 25184 , 2623 , 13222 , 0 , 0 , 0 , 0.017 , 600.062 , 0
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-65.svrp , 5 , 740.44 , 677 , 63.44 , 62.99 , 740.44 , 686.25 , 7.31862 , 652 , 11.9442 , 42804 , 6492 , 0 , 0 , 177831 , 12861 , 0.017 , 600.065 , 0
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-65.svrp , 5 , 740.87 , 656 , 84.87 , 84.87 , 740.87 , 704.23 , 4.94554 , 667.49 , 9.90453 , 33674 , 4290 , 1932 , 1503 , 0 , 0 , 0.027 , 600.054 , 0
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-65.svrp , 5 , 740.45 , 656 , 84.45 , 84.45 , 740.45 , 709.65 , 4.15963 , 667.49 , 9.85343 , 52740 , 4550 , 0 , 1453 , 249304 , 4573 , 0.024 , 600.058 , 0
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-66.svrp , 4 , 610.37 , 568 , 42.37 , 42.37 , 610.37 , 603.461 , 1.13197 , 573.615 , 6.02168 , 8002 , 898 , 1222 , 22995 , 0 , 0 , 0.16 , 600.059 , 0
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-66.svrp , 4 , 614.63 , 556 , 58.63 , 58.63 , 614.63 , 565.34 , 8.01946 , 550 , 10.5153 , 25601 , 2279 , 12618 , 0 , 0 , 0 , 0.012 , 600.078 , 0
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-66.svrp , 4 , 610.37 , 568 , 42.37 , 42.37 , 610.37 , 585 , 4.1565 , 550 , 9.89072 , 61273 , 5447 , 0 , 0 , 145648 , 13797 , 0.012 , 600.071 , 0
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-66.svrp , 4 , 610.37 , 568 , 42.37 , 42.37 , 610.37 , 610.37 , 0 , 567.96 , 6.94824 , 18619 , 1425 , 2690 , 828 , 0 , 0 , 0.023 , 98.726 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-66.svrp , 4 , 610.37 , 568 , 42.37 , 42.37 , 610.37 , 610.37 , 0 , 568.59 , 6.84503 , 12373 , 1236 , 0 , 776 , 19893 , 2169 , 0.023 , 50.145 , 1
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-67.svrp , 5 , 873.24 , 827 , 46.24 , 46.24 , 873.24 , 844.115 , 3.33527 , 823.957 , 5.64365 , 6076 , 1084 , 560 , 30329 , 0 , 0 , 0.174 , 600.065 , 0
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-67.svrp , 5 , 902.08 , 866 , 36.08 , 36.08 , 902.08 , 778 , 13.7549 , 764.5 , 15.2514 , 29864 , 4092 , 10196 , 0 , 0 , 0 , 0.012 , 600.078 , 0
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-67.svrp , 5 , 879.01 , 816 , 63.01 , 63.01 , 879.01 , 793.24 , 9.75757 , 764.5 , 13.0272 , 44868 , 6324 , 0 , 0 , 238395 , 17151 , 0.013 , 600.068 , 0
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-67.svrp , 5 , 869.9 , 828 , 41.9 , 41.9 , 869.9 , 844.49 , 2.92103 , 804.831 , 7.48003 , 47627 , 3255 , 4444 , 2357 , 0 , 0 , 0.047 , 600.069 , 0
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-67.svrp , 5 , 868.33 , 835 , 33.33 , 33.32 , 868.33 , 847.46 , 2.40346 , 804.831 , 7.31275 , 60153 , 3435 , 0 , 2322 , 273260 , 12254 , 0.046 , 600.064 , 0
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-68.svrp , 5 , 593.62 , 529 , 64.62 , 64.62 , 593.62 , 593.62 , 0 , 559.732 , 5.70873 , 6987 , 360 , 929 , 2758 , 0 , 0 , 0.022 , 56.821 , 1
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-68.svrp , 5 , 593.62 , 529 , 64.62 , 64.62 , 593.62 , 551 , 7.17968 , 529.5 , 10.8015 , 30898 , 1354 , 13762 , 0 , 0 , 0 , 0.005 , 600.089 , 0
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-68.svrp , 5 , 593.62 , 529 , 64.62 , 64.62 , 593.62 , 593.62 , 0 , 535 , 9.875 , 3486 , 773 , 0 , 0 , 10908 , 912 , 0.008 , 6.963 , 1
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-68.svrp , 5 , 593.62 , 529 , 64.62 , 64.62 , 593.62 , 593.62 , 0 , 537.26 , 9.49429 , 3823 , 323 , 674 , 104 , 0 , 0 , 0.005 , 5.059 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-68.svrp , 5 , 593.62 , 529 , 64.62 , 64.62 , 593.62 , 593.62 , 0 , 539.64 , 9.09336 , 2155 , 483 , 0 , 216 , 5485 , 446 , 0.013 , 5.611 , 1
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-69.svrp , 4 , 579.16 , 550 , 29.16 , 29.16 , 579.16 , 579.16 , 0 , 560.947 , 3.14478 , 1347 , 222 , 266 , 2248 , 0 , 0 , 0.151 , 9.203 , 1
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-69.svrp , 4 , 591.68 , 541 , 50.68 , 50.68 , 591.68 , 546.84 , 7.57842 , 531.25 , 10.2133 , 37509 , 1252 , 12880 , 0 , 0 , 0 , 0.014 , 600.08 , 0
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-69.svrp , 4 , 579.16 , 550 , 29.16 , 29.16 , 579.16 , 579.16 , 0 , 531.25 , 8.27233 , 5644 , 824 , 0 , 0 , 22168 , 2343 , 0.015 , 12.445 , 1
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-69.svrp , 4 , 579.16 , 550 , 29.16 , 29.16 , 579.16 , 579.16 , 0 , 551.75 , 4.73272 , 31443 , 601 , 4009 , 246 , 0 , 0 , 0.025 , 115.862 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-69.svrp , 4 , 579.16 , 550 , 29.16 , 29.16 , 579.16 , 579.16 , 0 , 551.75 , 4.73272 , 982 , 258 , 0 , 104 , 2339 , 415 , 0.026 , 1.354 , 1
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-70.svrp , 4 , 888.51 , 797 , 91.51 , 91.51 , 888.51 , 827.259 , 6.89373 , 799.384 , 10.031 , 5312 , 1735 , 361 , 34195 , 0 , 0 , 0.059 , 600.072 , 0
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-70.svrp , 4 , 886.35 , 783 , 103.35 , 103.35 , 886.35 , 785 , 11.4345 , 771.41 , 12.9678 , 30739 , 2352 , 12206 , 0 , 0 , 0 , 0.026 , 600.072 , 0
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-70.svrp , 4 , 889.12 , 786 , 103.12 , 103.11 , 889.12 , 804.52 , 9.51503 , 771.82 , 13.1928 , 46693 , 6347 , 0 , 0 , 163576 , 11867 , 0.019 , 600.082 , 0
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-70.svrp , 4 , 886.35 , 783 , 103.35 , 103.35 , 886.35 , 829.41 , 6.4241 , 789.25 , 10.955 , 39934 , 4878 , 2261 , 2948 , 0 , 0 , 0.022 , 600.071 , 0
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB20-V10-scen200-70.svrp , 4 , 886.41 , 783 , 103.41 , 103.35 , 886.41 , 831.97 , 6.14163 , 789.17 , 10.9701 , 39952 , 5208 , 0 , 2915 , 155903 , 4772 , 0.021 , 600.07 , 0
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-71.svrp , 5 , 621.95 , 580 , 41.95 , 41.95 , 621.95 , 598.299 , 3.80278 , 581.566 , 6.4931 , 7690 , 1697 , 1270 , 20997 , 0 , 0 , 0.213 , 600.109 , 0
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-71.svrp , 5 , 620.91 , 580 , 40.91 , 40.91 , 620.91 , 576.75 , 7.11214 , 563.5 , 9.24611 , 33041 , 2946 , 11255 , 0 , 0 , 0 , 0.02 , 600.079 , 0
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-71.svrp , 5 , 622.38 , 575 , 47.38 , 47.38 , 622.38 , 593.39 , 4.65793 , 563.5 , 9.46046 , 57891 , 5966 , 0 , 0 , 328691 , 16492 , 0.02 , 600.067 , 0
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-71.svrp , 5 , 622.21 , 568 , 54.21 , 54.21 , 622.21 , 600.92 , 3.42167 , 575.805 , 7.45803 , 36569 , 3231 , 6748 , 1104 , 0 , 0 , 0.036 , 600.073 , 0
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-71.svrp , 5 , 620.85 , 580 , 40.85 , 40.85 , 620.85 , 607.3 , 2.18249 , 575.805 , 7.25532 , 58572 , 3993 , 0 , 1648 , 248628 , 6170 , 0.037 , 600.108 , 0
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-72.svrp , 6 , 1006.46 , 874 , 132.46 , 132.46 , 1006.46 , 926.456 , 7.94904 , 895.863 , 10.9887 , 3761 , 2187 , 364 , 29942 , 0 , 0 , 0.301 , 600.065 , 0
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-72.svrp , 6 , 998.37 , 876 , 122.37 , 122.37 , 998.37 , 878.75 , 11.9815 , 858.34 , 14.0259 , 23411 , 4790 , 10644 , 0 , 0 , 0 , 0.019 , 600.065 , 0
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-72.svrp , 6 , 990.85 , 889 , 101.85 , 101.85 , 990.85 , 895.67 , 9.60589 , 858.34 , 13.3734 , 40014 , 8278 , 0 , 0 , 266277 , 16465 , 0.02 , 600.067 , 0
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-72.svrp , 6 , 998.37 , 876 , 122.37 , 122.37 , 998.37 , 925.67 , 7.28187 , 880.4 , 11.8163 , 24702 , 6046 , 2480 , 2605 , 0 , 0 , 0.045 , 600.072 , 0
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-72.svrp , 6 , 990.89 , 889 , 101.89 , 101.85 , 990.89 , 929.63 , 6.18232 , 880.4 , 11.1506 , 27516 , 6283 , 0 , 3394 , 156953 , 7832 , 0.045 , 600.057 , 0
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-73.svrp , 6 , 766.82 , 710 , 56.82 , 56.82 , 766.82 , 729.561 , 4.85886 , 705.501 , 7.99655 , 4447 , 1851 , 438 , 33507 , 0 , 0 , 0.144 , 600.075 , 0
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-73.svrp , 6 , 760.72 , 705 , 55.72 , 55.72 , 760.72 , 709.67 , 6.71075 , 683.333 , 10.1728 , 20799 , 4714 , 11813 , 0 , 0 , 0 , 0.015 , 600.098 , 0
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-73.svrp , 6 , 760.72 , 705 , 55.72 , 55.72 , 760.72 , 719.21 , 5.45667 , 684.17 , 10.0628 , 41558 , 7926 , 0 , 0 , 258780 , 44617 , 0.019 , 600.072 , 0
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-73.svrp , 6 , 765.96 , 709 , 56.96 , 56.96 , 765.96 , 730.72 , 4.60076 , 694.94 , 9.27202 , 29754 , 5310 , 2815 , 2415 , 0 , 0 , 0.021 , 600.062 , 0
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-73.svrp , 6 , 763.4 , 709 , 54.4 , 54.34 , 763.4 , 731.98 , 4.1158 , 695.325 , 8.91735 , 33966 , 5824 , 0 , 2390 , 182298 , 12537 , 0.023 , 600.106 , 0
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-74.svrp , 7 , 967.49 , 872 , 95.49 , 95.49 , 967.49 , 916.978 , 5.22089 , 881.248 , 8.914 , 7466 , 2452 , 931 , 25764 , 0 , 0 , 0.128 , 600.077 , 0
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-74.svrp , 7 , 960.09 , 875 , 85.09 , 85.09 , 960.09 , 865.6 , 9.84179 , 848 , 11.6749 , 30128 , 4343 , 11872 , 0 , 0 , 0 , 0.019 , 600.069 , 0
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-74.svrp , 7 , 954.77 , 886 , 68.77 , 68.77 , 954.77 , 892.67 , 6.50418 , 848.2 , 11.1619 , 46222 , 7866 , 0 , 0 , 369601 , 40415 , 0.022 , 600.153 , 0
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-74.svrp , 7 , 955.77 , 875 , 80.77 , 80.77 , 955.77 , 924.26 , 3.29682 , 874.79 , 8.47275 , 45291 , 4573 , 1431 , 1631 , 0 , 0 , 0.036 , 600.069 , 0
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-74.svrp , 7 , 955.79 , 875 , 80.79 , 80.77 , 955.79 , 917.21 , 4.03645 , 874.79 , 8.47466 , 42942 , 5815 , 0 , 1462 , 326882 , 15826 , 0.036 , 600.067 , 0
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-75.svrp , 6 , 940.27 , 818 , 122.27 , 122.27 , 940.27 , 855.469 , 9.01882 , 821.108 , 12.6731 , 4438 , 2456 , 597 , 31242 , 0 , 0 , 0.077 , 600.073 , 0
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-75.svrp , 6 , 934.72 , 816 , 118.72 , 118.72 , 934.72 , 814 , 12.9151 , 794 , 15.0548 , 20410 , 4335 , 11206 , 0 , 0 , 0 , 0.021 , 600.071 , 0
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-75.svrp , 6 , 927.91 , 812 , 115.91 , 115.91 , 927.91 , 824.15 , 11.1821 , 794 , 14.4314 , 35124 , 8786 , 0 , 0 , 179680 , 15282 , 0.019 , 600.063 , 0
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-75.svrp , 6 , 932.82 , 816 , 116.82 , 116.81 , 932.82 , 847.54 , 9.14217 , 817.07 , 12.4086 , 25511 , 5064 , 3215 , 2348 , 0 , 0 , 0.04 , 600.089 , 0
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-75.svrp , 6 , 933.38 , 822 , 111.38 , 111.34 , 933.38 , 853.71 , 8.53564 , 817.07 , 12.4612 , 23178 , 7156 , 0 , 3217 , 94788 , 3487 , 0.04 , 600.069 , 0
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-76.svrp , 6 , 906.07 , 837 , 69.07 , 69.07 , 906.07 , 868.893 , 4.1031 , 838.594 , 7.44712 , 3112 , 1927 , 291 , 27656 , 0 , 0 , 0.356 , 600.101 , 0
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-76.svrp , 6 , 928.56 , 810 , 118.56 , 118.53 , 928.56 , 817.56 , 11.954 , 804.667 , 13.3425 , 23636 , 3523 , 12845 , 0 , 0 , 0 , 0.03 , 600.085 , 0
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-76.svrp , 6 , 904.92 , 840 , 64.92 , 64.86 , 904.92 , 831.87 , 8.07254 , 804.667 , 11.0787 , 33026 , 8259 , 0 , 0 , 184975 , 11491 , 0.033 , 600.084 , 0
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-76.svrp , 6 , 904.86 , 840 , 64.86 , 64.86 , 904.86 , 871.54 , 3.68234 , 825.22 , 8.80138 , 27076 , 4612 , 3647 , 2432 , 0 , 0 , 0.052 , 600.065 , 0
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-76.svrp , 6 , 905.01 , 840 , 65.01 , 64.95 , 905.01 , 869.77 , 3.89388 , 825.22 , 8.81649 , 33458 , 5626 , 0 , 2477 , 156041 , 10833 , 0.055 , 600.082 , 0
