Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Path Cuts , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved
ILS , ./data/Jabali/k3/50_3_0.85_1_0.svrp , 666.14 , 640.395 , 3.8648 , 0.053 , 16.902 , 3 , 658 , 8.14 , 8.14 , 8.14 , 666.14 , 666.14 , 0 , 1213 , 837 , 0.387138 , 143 , 0.032197 , 0 , 101 , 0.142577 , 0 , 0 , 0 , 0 , 1
SRI1 , ./data/Jabali/k3/50_3_0.85_1_0.svrp , 666.14 , 648.039 , 2.71733 , 53.82 , 74.256 , 3 , 658 , 8.14 , 8.14 , 8.14 , 666.14 , 666.14 , 0 , 1236 , 856 , 1.77462 , 75 , 0.017849 , 0 , 0 , 0 , 1073 , 43.4803 , 757 , 0.311156 , 1
SRI2 , 666.14 , 648.039 , 2.71733 , 52.747 , 81.372 , 3 , 658 , 8.14 , 8.14 , 8.14 , 666.14 , 666.14 , 0 , 1262 , 949 , 1.74488 , 108 , 0.304179 , 0 , 0 , 0 , 1073 , 42.6216 , 850 , 0.321449 , 1
ILS+SRI , ./data/Jabali/k3/50_3_0.85_1_0.svrp , 666.14 , 648.039 , 2.71733 , 53.251 , 87.424 , 3 , 658 , 8.14 , 8.14 , 8.14 , 666.14 , 666.14 , 0 , 1462 , 913 , 1.87894 , 102 , 0.327087 , 0 , 0 , 0 , 1073 , 43.1569 , 783 , 1.08168 , 1
ILS , ./data/Jabali/k3/50_3_0.85_1_1.svrp , 657.64 , 639 , 2.83438 , 0.047 , 5.92 , 3 , 650 , 7.64 , 7.64 , 7.64 , 657.64 , 657.64 , 0 , 1044 , 520 , 0.321736 , 73 , 0.015101 , 0 , 73 , 0.02585 , 0 , 0 , 0 , 0 , 1
SRI1 , ./data/Jabali/k3/50_3_0.85_1_1.svrp , 657.64 , 647.552 , 1.53398 , 103.458 , 115.048 , 3 , 650 , 7.64 , 7.64 , 7.64 , 657.64 , 657.64 , 0 , 1824 , 668 , 4.23132 , 86 , 0.017764 , 0 , 0 , 0 , 2854 , 47.9281 , 582 , 0.348767 , 1
SRI1-PR_SCENOPT_CUTS , ./data/Jabali/k3/50_3_0.85_1_1.svrp , 657.64 , 647.552 , 1.53398 , 102.891 , 123.838 , 3 , 650 , 7.64 , 7.64 , 7.64 , 657.64 , 657.64 , 0 , 1380 , 867 , 4.16663 , 165 , 0.563321 , 0 , 0 , 0 , 2854 , 47.5839 , 800 , 0.342255 , 1
ILS+SRI , ./data/Jabali/k3/50_3_0.85_1_1.svrp , 657.64 , 647.552 , 1.53398 , 100.785 , 125.731 , 3 , 650 , 7.64 , 7.64 , 7.64 , 657.64 , 657.64 , 0 , 2682 , 941 , 4.43106 , 200 , 0.593125 , 0 , 0 , 0 , 2854 , 48.2998 , 889 , 1.85071 , 1
ILS , ./data/Jabali/k3/50_3_0.85_1_2.svrp , 661.37 , 637.89 , 3.55021 , 0.037 , 14.845 , 3 , 652 , 9.37 , 8.54 , 9.37 , 661.37 , 661.37 , 0 , 2560 , 546 , 0.476718 , 350 , 0.093223 , 0 , 250 , 0.282203 , 0 , 0 , 0 , 0 , 1
SRI1 , ./data/Jabali/k3/50_3_0.85_1_2.svrp , 661.37 , 646.406 , 2.26254 , 56.699 , 67.741 , 3 , 652 , 9.37 , 8.54 , 9.37 , 661.37 , 661.37 , 0 , 2849 , 552 , 1.60688 , 231 , 0.062056 , 0 , 0 , 0 , 1221 , 45.4533 , 613 , 0.553109 , 1
