Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Path Cuts , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved
SRI2 , ./data/Jabali/k2/60_2_0.90_1_2.svrp , 710.3 , 689.07 , 2.98888 , 35.442 , 59.28 , 2 , 707 , 3.3 , 2.66 , 3.3 , 710.3 , 710.3 , 0 , 2394 , 883 , 0.793694 , 162 , 1.19618 , 0 , 0 , 0 , 12 , 35.2484 , 880 , 0.931799 , 1
ILS+SRI , ./data/Jabali/k2/60_2_0.90_1_2.svrp , 710.3 , 689.07 , 2.98888 , 34.282 , 63.426 , 2 , 707 , 3.3 , 2.66 , 3.3 , 710.3 , 710.3 , 0 , 3089 , 892 , 0.882335 , 160 , 1.15384 , 0 , 0 , 0 , 12 , 34.0787 , 895 , 3.55636 , 1
ILS , ./data/Jabali/k2/60_2_0.90_1_3.svrp , 714.53 , 702.69 , 1.65703 , 0.052 , 1.633 , 2 , 710 , 4.53 , 4.4 , 4.53 , 714.53 , 714.53 , 0 , 199 , 245 , 0.066854 , 42 , 0.013057 , 0 , 38 , 0.050063 , 0 , 0 , 0 , 0 , 1
SRI1 , ./data/Jabali/k2/60_2_0.90_1_3.svrp , 714.53 , 704.752 , 1.36842 , 57.842 , 60.469 , 2 , 710 , 4.53 , 4.4 , 4.53 , 714.53 , 714.53 , 0 , 308 , 349 , 0.410418 , 34 , 0.011908 , 0 , 0 , 0 , 100 , 56.9527 , 275 , 0.144734 , 1
SRI2 , ./data/Jabali/k2/60_2_0.90_1_3.svrp , 714.53 , 704.752 , 1.36842 , 52.431 , 62.716 , 2 , 710 , 4.53 , 4.4 , 4.53 , 714.53 , 714.53 , 0 , 883 , 433 , 0.570298 , 106 , 0.735392 , 0 , 0 , 0 , 100 , 51.4495 , 389 , 0.41986 , 1
ILS+SRI , ./data/Jabali/k2/60_2_0.90_1_3.svrp , 714.53 , 704.752 , 1.36842 , 52.346 , 65.511 , 2 , 710 , 4.53 , 4.4 , 4.53 , 714.53 , 714.53 , 0 , 816 , 469 , 0.570603 , 121 , 0.895939 , 0 , 0 , 0 , 100 , 51.5145 , 449 , 1.14066 , 1
ILS , ./data/Jabali/k2/60_2_0.90_1_4.svrp , 727.98 , 713.23 , 2.02615 , 0.025 , 0.817 , 2 , 724 , 3.98 , 3.92 , 3.98 , 727.98 , 727.98 , 0 , 303 , 216 , 0.067571 , 31 , 0.00839 , 0 , 29 , 0.046574 , 0 , 0 , 0 , 0 , 1
SRI1 , ./data/Jabali/k2/60_2_0.90_1_4.svrp , 727.98 , 717.724 , 1.40883 , 39.442 , 42.418 , 2 , 724 , 3.98 , 3.92 , 3.98 , 727.98 , 727.98 , 0 , 515 , 334 , 0.229018 , 40 , 0.013931 , 0 , 0 , 0 , 196 , 38.3617 , 274 , 0.173501 , 1
SRI2 , ./data/Jabali/k2/60_2_0.90_1_4.svrp , 727.98 , 717.724 , 1.40883 , 39.343 , 50.076 , 2 , 724 , 3.98 , 3.92 , 3.98 , 727.98 , 727.98 , 0 , 774 , 506 , 0.304864 , 97 , 0.637501 , 0 , 0 , 0 , 196 , 38.271 , 489 , 0.340257 , 1
ILS+SRI , ./data/Jabali/k2/60_2_0.90_1_4.svrp , 727.98 , 717.724 , 1.40883 , 39.058 , 49.739 , 2 , 724 , 3.98 , 3.92 , 3.98 , 727.98 , 727.98 , 0 , 718 , 501 , 0.286681 , 102 , 0.728024 , 0 , 0 , 0 , 196 , 37.979 , 485 , 0.880367 , 1
ILS , ./data/Jabali/k2/60_2_0.90_1_5.svrp , 662.55 , 652.16 , 1.56818 , 0.025 , 1.329 , 2 , 659 , 3.55 , 3.55 , 3.55 , 662.55 , 662.55 , 0 , 167 , 237 , 0.042984 , 34 , 0.00999 , 0 , 21 , 0.039153 , 0 , 0 , 0 , 0 , 1
SRI1 , ./data/Jabali/k2/60_2_0.90_1_5.svrp , 662.55 , 652.72 , 1.48366 , 31.637 , 32.525 , 2 , 659 , 3.55 , 3.55 , 3.55 , 662.55 , 662.55 , 0 , 72 , 165 , 0.076261 , 23 , 0.007094 , 0 , 0 , 0 , 17 , 31.4178 , 133 , 0.047157 , 1
SRI2 , ./data/Jabali/k2/60_2_0.90_1_5.svrp , 662.55 , 652.72 , 1.48366 , 31.748 , 32.459 , 2 , 659 , 3.55 , 3.55 , 3.55 , 662.55 , 662.55 , 0 , 60 , 142 , 0.072634 , 17 , 0.055979 , 0 , 0 , 0 , 17 , 31.5162 , 112 , 0.031852 , 1
ILS+SRI , ./data/Jabali/k2/60_2_0.90_1_5.svrp , 662.55 , 652.72 , 1.48366 , 31.413 , 32.22 , 2 , 659 , 3.55 , 3.55 , 3.55 , 662.55 , 662.55 , 0 , 60 , 142 , 0.073072 , 17 , 0.056821 , 0 , 0 , 0 , 17 , 31.1986 , 112 , 0.061916 , 1
ILS , ./data/Jabali/k2/60_2_0.90_1_6.svrp , 643.29 , 635.21 , 1.25604 , 0.055 , 1.091 , 2 , 639 , 4.29 , 4.2 , 4.29 , 643.29 , 643.29 , 0 , 142 , 169 , 0.027075 , 47 , 0.013312 , 0 , 23 , 0.031592 , 0 , 0 , 0 , 0 , 1
SRI1 , ./data/Jabali/k2/60_2_0.90_1_6.svrp , 643.29 , 635.916 , 1.14627 , 31.714 , 32.511 , 2 , 639 , 4.29 , 4.2 , 4.29 , 643.29 , 643.29 , 0 , 121 , 206 , 0.081058 , 20 , 0.005923 , 0 , 0 , 0 , 8 , 31.4796 , 116 , 0.058071 , 1
SRI2 , ./data/Jabali/k2/60_2_0.90_1_6.svrp , 643.29 , 635.916 , 1.14627 , 31.107 , 33.231 , 2 , 639 , 4.29 , 4.2 , 4.29 , 643.29 , 643.29 , 0 , 284 , 261 , 0.107359 , 82 , 0.312066 , 0 , 0 , 0 , 8 , 30.8665 , 177 , 0.131656 , 1
ILS+SRI , ./data/Jabali/k2/60_2_0.90_1_6.svrp , 643.29 , 635.916 , 1.14627 , 31.797 , 34.183 , 2 , 639 , 4.29 , 4.2 , 4.29 , 643.29 , 643.29 , 0 , 284 , 261 , 0.107938 , 82 , 0.31256 , 0 , 0 , 0 , 8 , 31.5615 , 177 , 0.339844 , 1
ILS , ./data/Jabali/k2/60_2_0.90_1_7.svrp , 671.1 , 658.45 , 1.88496 , 0.025 , 4.457 , 2 , 666 , 5.1 , 4.71 , 5.1 , 671.1 , 671.1 , 0 , 473 , 430 , 0.114144 , 90 , 0.024047 , 0 , 54 , 0.103681 , 0 , 0 , 0 , 0 , 1
SRI1 , ./data/Jabali/k2/60_2_0.90_1_7.svrp , 671.1 , 660.685 , 1.55193 , 37.845 , 39.204 , 2 , 666 , 5.1 , 4.71 , 5.1 , 671.1 , 671.1 , 0 , 235 , 180 , 0.149898 , 71 , 0.018053 , 0 , 0 , 0 , 31 , 37.5504 , 147 , 0.100754 , 1
SRI2 , ./data/Jabali/k2/60_2_0.90_1_7.svrp , 671.1 , 660.685 , 1.55193 , 38.487 , 43.23 , 2 , 666 , 5.1 , 4.71 , 5.1 , 671.1 , 671.1 , 0 , 485 , 253 , 0.189454 , 162 , 0.718883 , 0 , 0 , 0 , 31 , 38.201 , 230 , 0.194648 , 1
ILS+SRI , ./data/Jabali/k2/60_2_0.90_1_7.svrp , 671.1 , 660.685 , 1.55193 , 37.306 , 41.811 , 2 , 666 , 5.1 , 4.71 , 5.1 , 671.1 , 671.1 , 0 , 493 , 273 , 0.183256 , 166 , 0.723579 , 0 , 0 , 0 , 31 , 37.0113 , 251 , 0.476078 , 1
ILS , ./data/Jabali/k2/60_2_0.90_1_8.svrp , 612.44 , 601.1 , 1.85161 , 0.05 , 2.539 , 2 , 608 , 4.44 , 4.04 , 4.44 , 612.44 , 612.44 , 0 , 421 , 274 , 0.073162 , 114 , 0.03613 , 0 , 52 , 0.08085 , 0 , 0 , 0 , 0 , 1
SRI1 , ./data/Jabali/k2/60_2_0.90_1_8.svrp , 612.44 , 604.189 , 1.34722 , 65.444 , 68.725 , 2 , 608 , 4.44 , 4.04 , 4.44 , 612.44 , 612.44 , 0 , 461 , 298 , 0.613262 , 104 , 0.034562 , 0 , 0 , 0 , 128 , 64.718 , 253 , 0.187661 , 1
SRI2 , ./data/Jabali/k2/60_2_0.90_1_8.svrp , 612.44 , 604.189 , 1.34722 , 65.29 , 71.173 , 2 , 608 , 4.44 , 4.04 , 4.44 , 612.44 , 612.44 , 0 , 572 , 313 , 0.6367 , 166 , 1.1514 , 0 , 0 , 0 , 128 , 64.5443 , 287 , 0.245783 , 1
ILS+SRI , ./data/Jabali/k2/60_2_0.90_1_8.svrp , 612.44 , 604.189 , 1.34722 , 65.261 , 67.39 , 2 , 608 , 4.44 , 4.04 , 4.44 , 612.44 , 612.44 , 0 , 301 , 235 , 0.584922 , 65 , 0.401363 , 0 , 0 , 0 , 128 , 64.5666 , 190 , 0.264709 , 1
ILS , ./data/Jabali/k2/60_2_0.90_1_9.svrp , 671.27 , 655.32 , 2.37609 , 0.031 , 9.595 , 2 , 667 , 4.27 , 4.27 , 4.27 , 671.27 , 671.27 , 0 , 713 , 477 , 0.166459 , 100 , 0.030761 , 0 , 58 , 0.157107 , 0 , 0 , 0 , 0 , 1
SRI1 , ./data/Jabali/k2/60_2_0.90_1_9.svrp , 671.27 , 656.818 , 2.15293 , 40.958 , 46.895 , 2 , 667 , 4.27 , 4.27 , 4.27 , 671.27 , 671.27 , 0 , 704 , 404 , 0.329494 , 64 , 0.02265 , 0 , 0 , 0 , 30 , 40.6219 , 380 , 0.30997 , 1
SRI2 , ./data/Jabali/k2/60_2_0.90_1_9.svrp , 671.27 , 656.818 , 2.15293 , 41.129 , 46.396 , 2 , 667 , 4.27 , 4.27 , 4.27 , 671.27 , 671.27 , 0 , 520 , 394 , 0.290723 , 41 , 0.318253 , 0 , 0 , 0 , 30 , 40.8269 , 363 , 0.21282 , 1
ILS+SRI , ./data/Jabali/k2/60_2_0.90_1_9.svrp , 671.27 , 656.818 , 2.15293 , 41.026 , 48.455 , 2 , 667 , 4.27 , 4.27 , 4.27 , 671.27 , 671.27 , 0 , 699 , 415 , 0.342607 , 63 , 0.47727 , 0 , 0 , 0 , 30 , 40.7199 , 400 , 0.908681 , 1
ILS , ./data/Jabali/k2/60_2_0.93_1_0.svrp , 712.32 , 702.35 , 1.39965 , 0.029 , 0.541 , 2 , 707 , 5.32 , 4.92 , 5.32 , 712.32 , 712.32 , 0 , 104 , 177 , 0.022207 , 41 , 0.009802 , 0 , 30 , 0.020253 , 0 , 0 , 0 , 0 , 1
SRI1 , ./data/Jabali/k2/60_2_0.93_1_0.svrp , 712.32 , 703.725 , 1.20662 , 33.264 , 34.011 , 2 , 707 , 5.32 , 4.92 , 5.32 , 712.32 , 712.32 , 0 , 109 , 206 , 0.254644 , 31 , 0.007864 , 0 , 0 , 0 , 28 , 32.966 , 177 , 0.054859 , 1
SRI2 , ./data/Jabali/k2/60_2_0.93_1_0.svrp , 712.32 , 703.725 , 1.20662 , 33.316 , 34.268 , 2 , 707 , 5.32 , 4.92 , 5.32 , 712.32 , 712.32 , 0 , 73 , 173 , 0.245762 , 33 , 0.310228 , 0 , 0 , 0 , 28 , 33.0089 , 143 , 0.03903 , 1
ILS+SRI , ./data/Jabali/k2/60_2_0.93_1_0.svrp , 712.32 , 703.725 , 1.20662 , 33.358 , 34.362 , 2 , 707 , 5.32 , 4.92 , 5.32 , 712.32 , 712.32 , 0 , 94 , 192 , 0.249127 , 34 , 0.302959 , 0 , 0 , 0 , 28 , 33.0577 , 162 , 0.091076 , 1
ILS , ./data/Jabali/k2/60_2_0.93_1_1.svrp , 660.51 , 648.34 , 1.84252 , 0.034 , 2.801 , 2 , 653 , 7.51 , 7.51 , 7.51 , 660.51 , 660.51 , 0 , 834 , 263 , 0.126011 , 44 , 0.011041 , 0 , 16 , 0.146467 , 0 , 0 , 0 , 0 , 1
SRI1 , ./data/Jabali/k2/60_2_0.93_1_1.svrp , 660.51 , 650.835 , 1.46478 , 29.613 , 30.769 , 2 , 653 , 7.51 , 7.51 , 7.51 , 660.51 , 660.51 , 0 , 231 , 232 , 0.111415 , 11 , 0.003467 , 0 , 0 , 0 , 71 , 29.0419 , 159 , 0.091463 , 1
SRI2 , ./data/Jabali/k2/60_2_0.93_1_1.svrp , 660.51 , 650.835 , 1.46478 , 29.831 , 31.432 , 2 , 653 , 7.51 , 7.51 , 7.51 , 660.51 , 660.51 , 0 , 340 , 224 , 0.127014 , 15 , 0.105374 , 0 , 0 , 0 , 71 , 29.2797 , 155 , 0.13065 , 1
ILS+SRI , ./data/Jabali/k2/60_2_0.93_1_1.svrp , 660.51 , 650.835 , 1.46478 , 30.485 , 32.225 , 2 , 653 , 7.51 , 7.51 , 7.51 , 660.51 , 660.51 , 0 , 340 , 224 , 0.123 , 15 , 0.105231 , 0 , 0 , 0 , 71 , 29.8994 , 155 , 0.384564 , 1
ILS , ./data/Jabali/k2/60_2_0.93_1_2.svrp , 689.74 , 677.6 , 1.76008 , 0.039 , 3.565 , 2 , 685 , 4.74 , 4.74 , 4.74 , 689.74 , 689.74 , 0 , 532 , 341 , 0.096519 , 131 , 0.032874 , 0 , 62 , 0.107727 , 0 , 0 , 0 , 0 , 1
SRI1 , ./data/Jabali/k2/60_2_0.93_1_2.svrp , 689.74 , 681.325 , 1.22002 , 35.724 , 41.257 , 2 , 685 , 4.74 , 4.74 , 4.74 , 689.74 , 689.74 , 0 , 443 , 416 , 0.310703 , 111 , 0.03215 , 0 , 0 , 0 , 98 , 34.9164 , 386 , 0.208393 , 1
SRI2 , ./data/Jabali/k2/60_2_0.93_1_2.svrp , 689.74 , 681.325 , 1.22002 , 35.323 , 43.679 , 2 , 685 , 4.74 , 4.74 , 4.74 , 689.74 , 689.74 , 0 , 634 , 508 , 0.353474 , 139 , 1.06498 , 0 , 0 , 0 , 98 , 34.5675 , 456 , 0.317099 , 1
ILS+SRI , ./data/Jabali/k2/60_2_0.93_1_2.svrp , 689.74 , 681.325 , 1.22002 , 34.905 , 46.733 , 2 , 685 , 4.74 , 4.74 , 4.74 , 689.74 , 689.74 , 0 , 599 , 493 , 0.357806 , 177 , 1.49842 , 0 , 0 , 0 , 98 , 34.1399 , 459 , 0.722876 , 1
ILS , ./data/Jabali/k2/60_2_0.93_1_3.svrp , 695.04 , 681.13 , 2.00132 , 0.058 , 7.043 , 2 , 689 , 6.04 , 5.96 , 6.04 , 695.04 , 695.04 , 0 , 610 , 428 , 0.139552 , 107 , 0.027052 , 0 , 71 , 0.149394 , 0 , 0 , 0 , 0 , 1
SRI1 , ./data/Jabali/k2/60_2_0.93_1_3.svrp , 695.04 , 682.415 , 1.81644 , 37.395 , 39.122 , 2 , 689 , 6.04 , 5.96 , 6.04 , 695.04 , 695.04 , 0 , 251 , 271 , 0.153633 , 38 , 0.012549 , 0 , 0 , 0 , 52 , 36.9614 , 197 , 0.104187 , 1
SRI2 , ./data/Jabali/k2/60_2_0.93_1_3.svrp , 695.04 , 682.415 , 1.81644 , 37.927 , 45.175 , 2 , 689 , 6.04 , 5.96 , 6.04 , 695.04 , 695.04 , 0 , 663 , 544 , 0.257703 , 113 , 0.775908 , 0 , 0 , 0 , 52 , 37.4836 , 491 , 0.305733 , 1
ILS+SRI , ./data/Jabali/k2/60_2_0.93_1_3.svrp , 695.04 , 682.415 , 1.81644 , 38.081 , 54.54 , 2 , 689 , 6.04 , 5.96 , 6.04 , 695.04 , 695.04 , 0 , 835 , 603 , 0.333019 , 140 , 1.05903 , 0 , 0 , 0 , 52 , 37.5918 , 567 , 1.11657 , 1
ILS , ./data/Jabali/k2/60_2_0.93_1_4.svrp , 635.99 , 630.24 , 0.904102 , 0.078 , 1.463 , 2 , 632 , 3.99 , 3.73 , 3.99 , 635.99 , 635.99 , 0 , 1 , 171 , 0.023838 , 24 , 0.007336 , 0 , 18 , 0.015801 , 0 , 0 , 0 , 0 , 1
SRI1 , ./data/Jabali/k2/60_2_0.93_1_4.svrp , 635.99 , 630.985 , 0.786962 , 33.632 , 34.35 , 2 , 632 , 3.99 , 3.73 , 3.99 , 635.99 , 635.99 , 0 , 96 , 207 , 0.441395 , 31 , 0.007091 , 0 , 0 , 0 , 68 , 32.8327 , 96 , 0.037958 , 1
SRI2 , ./data/Jabali/k2/60_2_0.93_1_4.svrp , 635.99 , 630.985 , 0.786962 , 33.353 , 36.921 , 2 , 632 , 3.99 , 3.73 , 3.99 , 635.99 , 635.99 , 0 , 284 , 367 , 0.481387 , 70 , 0.566382 , 0 , 0 , 0 , 68 , 32.6293 , 256 , 0.129239 , 1
ILS+SRI , ./data/Jabali/k2/60_2_0.93_1_4.svrp , 635.99 , 630.985 , 0.786962 , 33.939 , 37.942 , 2 , 632 , 3.99 , 3.73 , 3.99 , 635.99 , 635.99 , 0 , 283 , 370 , 0.487609 , 74 , 0.613842 , 0 , 0 , 0 , 68 , 33.1499 , 261 , 0.320513 , 1
ILS , ./data/Jabali/k2/60_2_0.93_1_5.svrp , 664.34 , 646.376 , 2.70409 , 0.04 , 3.545 , 2 , 652 , 12.34 , 11.65 , 12.34 , 664.34 , 664.34 , 0 , 1156 , 267 , 0.113213 , 293 , 0.089057 , 0 , 26 , 0.185476 , 0 , 0 , 0 , 0 , 1
SRI1 , ./data/Jabali/k2/60_2_0.93_1_5.svrp , 664.34 , 652.062 , 1.84807 , 62.025 , 64.426 , 2 , 652 , 12.34 , 11.65 , 12.34 , 664.34 , 664.34 , 0 , 437 , 252 , 1.05746 , 144 , 0.042306 , 0 , 0 , 0 , 1104 , 49.332 , 195 , 0.148009 , 1
SRI2 , ./data/Jabali/k2/60_2_0.93_1_5.svrp , 664.34 , 652.062 , 1.84807 , 63.953 , 68.548 , 2 , 652 , 12.34 , 11.65 , 12.34 , 664.34 , 664.34 , 0 , 906 , 245 , 1.13207 , 193 , 2.02787 , 0 , 0 , 0 , 1104 , 49.8306 , 167 , 0.312373 , 1
ILS+SRI , ./data/Jabali/k2/60_2_0.93_1_5.svrp , 664.34 , 652.062 , 1.84807 , 63.829 , 67.034 , 2 , 652 , 12.34 , 11.65 , 12.34 , 664.34 , 664.34 , 0 , 460 , 245 , 1.08193 , 111 , 1.43905 , 0 , 0 , 0 , 1104 , 49.7096 , 149 , 0.427812 , 1
ILS , ./data/Jabali/k2/60_2_0.93_1_6.svrp , 674.84 , 657.42 , 2.58135 , 0.081 , 19.371 , 2 , 671 , 3.84 , 3.66 , 3.84 , 674.84 , 674.84 , 0 , 1418 , 762 , 0.316076 , 292 , 0.084293 , 0 , 89 , 0.278662 , 0 , 0 , 0 , 0 , 1
SRI1 , ./data/Jabali/k2/60_2_0.93_1_6.svrp , 674.84 , 660.47 , 2.12939 , 66.55 , 77.902 , 2 , 671 , 3.84 , 3.66 , 3.84 , 674.84 , 674.84 , 0 , 829 , 706 , 1.37016 , 143 , 0.041612 , 0 , 0 , 0 , 503 , 63.801 , 591 , 0.300941 , 1
SRI2 , ./data/Jabali/k2/60_2_0.93_1_6.svrp , 674.84 , 660.47 , 2.12939 , 65.281 , 85.09 , 2 , 671 , 3.84 , 3.66 , 3.84 , 674.84 , 674.84 , 0 , 1076 , 842 , 1.47014 , 223 , 1.64152 , 0 , 0 , 0 , 503 , 62.8215 , 734 , 0.455652 , 1
ILS+SRI , ./data/Jabali/k2/60_2_0.93_1_6.svrp , 674.84 , 660.47 , 2.12939 , 66.181 , 90.936 , 2 , 671 , 3.84 , 3.66 , 3.84 , 674.84 , 674.84 , 0 , 838 , 843 , 1.48113 , 186 , 1.30292 , 0 , 0 , 0 , 503 , 63.5851 , 744 , 0.930459 , 1
ILS , ./data/Jabali/k2/60_2_0.93_1_7.svrp , 611.93 , 605.122 , 1.1125 , 0.116 , 0.889 , 2 , 604 , 7.93 , 7.73 , 7.93 , 611.93 , 611.93 , 0 , 113 , 190 , 0.036424 , 15 , 0.004975 , 0 , 11 , 0.025904 , 0 , 0 , 0 , 0 , 1
SRI1 , ./data/Jabali/k2/60_2_0.93_1_7.svrp , 611.93 , 605.33 , 1.07855 , 30.477 , 31.235 , 2 , 604 , 7.93 , 7.73 , 7.93 , 611.93 , 611.93 , 0 , 110 , 258 , 0.077805 , 12 , 0.003999 , 0 , 0 , 0 , 11 , 30.082 , 123 , 0.058024 , 1
SRI2 , ./data/Jabali/k2/60_2_0.93_1_7.svrp , 611.93 , 605.33 , 1.07855 , 30.591 , 31.693 , 2 , 604 , 7.93 , 7.73 , 7.93 , 611.93 , 611.93 , 0 , 297 , 269 , 0.117145 , 16 , 0.164006 , 0 , 0 , 0 , 11 , 30.1703 , 132 , 0.115949 , 1
ILS+SRI , ./data/Jabali/k2/60_2_0.93_1_7.svrp , 611.93 , 605.33 , 1.07855 , 29.986 , 31.341 , 2 , 604 , 7.93 , 7.73 , 7.93 , 611.93 , 611.93 , 0 , 297 , 269 , 0.115902 , 16 , 0.163045 , 0 , 0 , 0 , 11 , 29.5767 , 133 , 0.334045 , 1
ILS , ./data/Jabali/k2/60_2_0.93_1_8.svrp , 611.07 , 607.604 , 0.567158 , 0.062 , 0.247 , 2 , 606 , 5.07 , 5.07 , 5.07 , 611.07 , 611.07 , 0 , 1 , 103 , 0.011369 , 5 , 0.001359 , 0 , 8 , 0.006772 , 0 , 0 , 0 , 0 , 1
SRI1 , ./data/Jabali/k2/60_2_0.93_1_8.svrp , 611.07 , 608.05 , 0.494215 , 28.696 , 29.01 , 2 , 606 , 5.07 , 5.07 , 5.07 , 611.07 , 611.07 , 0 , 4 , 172 , 0.064816 , 5 , 0.001362 , 0 , 0 , 0 , 23 , 28.3611 , 65 , 0.020478 , 1
SRI2 , ./data/Jabali/k2/60_2_0.93_1_8.svrp , 611.07 , 608.05 , 0.494215 , 28.605 , 28.898 , 2 , 606 , 5.07 , 5.07 , 5.07 , 611.07 , 611.07 , 0 , 1 , 167 , 0.061961 , 7 , 0.04695 , 0 , 0 , 0 , 23 , 28.2736 , 62 , 0.011756 , 1
ILS+SRI , ./data/Jabali/k2/60_2_0.93_1_8.svrp , 611.07 , 608.05 , 0.494215 , 28.661 , 28.934 , 2 , 606 , 5.07 , 5.07 , 5.07 , 611.07 , 611.07 , 0 , 1 , 167 , 0.061393 , 7 , 0.047016 , 0 , 0 , 0 , 23 , 28.3258 , 62 , 0.018536 , 1
ILS , ./data/Jabali/k2/60_2_0.93_1_9.svrp , 663.84 , 652.15 , 1.76097 , 0.073 , 3.832 , 2 , 654 , 9.84 , 8.35 , 9.84 , 663.84 , 663.84 , 0 , 486 , 380 , 0.07599 , 88 , 0.025088 , 0 , 30 , 0.08345 , 0 , 0 , 0 , 0 , 1
SRI1 , ./data/Jabali/k2/60_2_0.93_1_9.svrp , 663.84 , 652.805 , 1.6623 , 55.239 , 58.196 , 2 , 654 , 9.84 , 8.35 , 9.84 , 663.84 , 663.84 , 0 , 396 , 300 , 0.586614 , 106 , 0.034638 , 0 , 0 , 0 , 69 , 54.5485 , 205 , 0.146806 , 1
SRI2 , ./data/Jabali/k2/60_2_0.93_1_9.svrp , 663.84 , 652.805 , 1.6623 , 55.69 , 63.404 , 2 , 654 , 9.84 , 8.35 , 9.84 , 663.84 , 663.84 , 0 , 478 , 493 , 0.643071 , 90 , 0.881782 , 0 , 0 , 0 , 69 , 54.9474 , 412 , 0.227812 , 1
