Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Path Cuts , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved
SVRP-PARADA_SET-PARTIAL_ROUTE-NODE-Basic , ./data/Jabali/k3/50_3_0.85_1_0.svrp , 666.14 , 585.011 , 12.1789 , 0.013 , 1806.34 , 3 , 658 , 8.14 , 8.14 , 8.14 , 666.14 , 630.17 , 5.39969 , 60360 , 1373 , 21.7388 , 13994 , 7.18687 , 0 , 7387 , 31.0899 , 0 , 0 , 0 , 0 , 0
SVRP-SRI-PARTIAL_ROUTE-NODE-MIPHEUR-LAG-Basic , ./data/Jabali/k3/50_3_0.85_1_0.svrp , 666.14 , 637.042 , 4.36815 , 30.083 , 97.511 , 3 , 658 , 8.13997 , 8.14 , 8.14 , 666.14 , 666.14 , 0 , 16478 , 310 , 3.93284 , 296 , 0.20038 , 0 , 0 , 0 , 1684 , 0.679214 , 391 , 9.20124 , 1
SVRP-PARADA_SET-PARTIAL_ROUTE-NODE-Basic , ./data/Jabali/k3/50_3_0.85_1_1.svrp , 657.64 , 601.304 , 8.56642 , 0.014 , 1807.38 , 3 , 650 , 7.64 , 7.64 , 7.64 , 657.64 , 625.905 , 4.82558 , 94635 , 1842 , 28.9634 , 8470 , 4.72572 , 0 , 4383 , 47.7778 , 0 , 0 , 0 , 0 , 0
SVRP-SRI-PARTIAL_ROUTE-NODE-MIPHEUR-LAG-Basic , ./data/Jabali/k3/50_3_0.85_1_1.svrp , 657.64 , 628.946 , 4.36321 , 30.182 , 103.903 , 3 , 650 , 7.64 , 7.64 , 7.64 , 657.64 , 657.64 , 0 , 18912 , 225 , 3.30492 , 502 , 0.297467 , 0 , 0 , 0 , 1587 , 0.691692 , 425 , 10.8668 , 1
SVRP-PARADA_SET-PARTIAL_ROUTE-NODE-Basic , ./data/Jabali/k3/50_3_0.85_1_2.svrp , 661.37 , 593.923 , 10.1981 , 0.021 , 1816.71 , 3 , 652 , 9.37 , 8.54 , 9.37 , 661.37 , 632.539 , 4.35931 , 79494 , 1025 , 25.5516 , 10248 , 5.42011 , 0 , 5370 , 38.7394 , 0 , 0 , 0 , 0 , 0
SVRP-SRI-PARTIAL_ROUTE-NODE-MIPHEUR-LAG-Basic , ./data/Jabali/k3/50_3_0.85_1_2.svrp , 661.37 , 640.946 , 3.0882 , 30.032 , 111.004 , 3 , 652 , 9.37 , 8.54 , 9.37 , 661.37 , 661.37 , 0 , 21617 , 215 , 3.15075 , 1120 , 0.764423 , 0 , 0 , 0 , 2044 , 1.0436 , 477 , 11.9967 , 1
SVRP-PARADA_SET-PARTIAL_ROUTE-NODE-Basic , ./data/Jabali/k3/50_3_0.85_1_3.svrp , 673.98 , 613.75 , 8.93647 , 0.018 , 1800.91 , 3 , 666 , 7.98 , 7.59 , 7.98 , 673.98 , 658.931 , 2.23288 , 116326 , 1371 , 33.4298 , 5342 , 3.15026 , 0 , 2936 , 50.4361 , 0 , 0 , 0 , 0 , 0
SVRP-SRI-PARTIAL_ROUTE-NODE-MIPHEUR-LAG-Basic , ./data/Jabali/k3/50_3_0.85_1_3.svrp , 673.98 , 663.844 , 1.50384 , 30.201 , 37.882 , 3 , 666 , 7.98 , 7.59 , 7.98 , 673.98 , 673.98 , 0 , 1779 , 126 , 0.437893 , 158 , 0.126083 , 0 , 0 , 0 , 2546 , 0.73338 , 115 , 1.2037 , 1
SVRP-PARADA_SET-PARTIAL_ROUTE-NODE-Basic , ./data/Jabali/k3/50_3_0.85_1_4.svrp , 666.33 , 602.118 , 9.63665 , 0.017 , 1804.75 , 3 , 650 , 16.33 , 15.48 , 16.33 , 666.33 , 640.808 , 3.8303 , 93718 , 1748 , 30.7824 , 7796 , 4.40246 , 0 , 4341 , 44.3127 , 0 , 0 , 0 , 0 , 0
SVRP-SRI-PARTIAL_ROUTE-NODE-MIPHEUR-LAG-Basic , ./data/Jabali/k3/50_3_0.85_1_4.svrp , 666.33 , 646.868 , 2.92072 , 30.084 , 70.633 , 3 , 650 , 16.33 , 15.48 , 16.33 , 666.33 , 666.33 , 0 , 11091 , 247 , 2.21906 , 490 , 0.305992 , 0 , 0 , 0 , 1673 , 0.984049 , 370 , 6.47663 , 1
SVRP-PARADA_SET-PARTIAL_ROUTE-NODE-Basic , ./data/Jabali/k3/50_3_0.85_1_5.svrp , 728.88 , 676.5 , 7.18637 , 0.01 , 1800.33 , 3 , 726 , 2.88 , 2.86 , 2.88 , 728.88 , 719.697 , 1.25984 , 85212 , 591 , 24.3794 , 10446 , 5.32226 , 0 , 5397 , 34.8807 , 0 , 0 , 0 , 0 , 0
SVRP-SRI-PARTIAL_ROUTE-NODE-MIPHEUR-LAG-Basic , ./data/Jabali/k3/50_3_0.85_1_5.svrp , 728.88 , 721.914 , 0.955649 , 0.291 , 0.953 , 3 , 726 , 2.88 , 2.86 , 2.88 , 728.88 , 728.88 , 0 , 162 , 48 , 0.022073 , 32 , 0.019078 , 0 , 0 , 0 , 68 , 0.031114 , 53 , 0.090995 , 1
