Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Path Cuts , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved
SVRP-SRI-PARTIAL_ROUTE-NODE-MIPHEUR-LAG , ./data/ccvrp/A-n32-k5-scen-H666.svrp , 893 , 854.154 , 4.35007 , 60.056 , 160.797 , 6 , 893 , 0 , 0 , 0 , 893 , 893 , 0 , 15819 , 2944 , 7.16057 , 202 , 0.094806 , 0 , 0 , 0 , 2473 , 7.83023 , 289 , 1.42493 , 1
SVRP-SRI-PARTIAL_ROUTE-NODE-MIPHEUR-LAG , ./data/ccvrp/A-n32-k5-scen-L666.svrp , 808.75 , 797.5 , 1.39109 , 60.044 , 61.342 , 5 , 796 , 12.75 , 12.33 , 12.75 , 808.75 , 808.75 , 0 , 529 , 737 , 2.76245 , 38 , 0.01569 , 0 , 0 , 0 , 3201 , 6.87282 , 79 , 0.01109 , 1
SVRP-SRI-PARTIAL_ROUTE-NODE-MIPHEUR-LAG , ./data/ccvrp/A-n34-k5-scen-H666.svrp , 846.09 , 801.277 , 5.29649 , 60.067 , 565.399 , 6 , 829 , 17.09 , 16.53 , 17.09 , 846.09 , 846.09 , 0 , 44400 , 6182 , 17.5555 , 540 , 0.506915 , 0 , 0 , 0 , 2948 , 2.38995 , 676 , 3.21039 , 1
SVRP-SRI-PARTIAL_ROUTE-NODE-MIPHEUR-LAG , ./data/ccvrp/A-n34-k5-scen-L666.svrp , 794.28 , 786.477 , 0.982379 , 60.129 , 60.305 , 6 , 789 , 5.28 , 5.28 , 5.28 , 794.28 , 794.28 , 0 , 61 , 411 , 5.18331 , 3 , 0.002593 , 0 , 0 , 0 , 2396 , 9.46917 , 66 , 0.007063 , 1
SVRP-SRI-PARTIAL_ROUTE-NODE-MIPHEUR-LAG , ./data/ccvrp/A-n36-k5-scen-H666.svrp , 878.23 , 828.808 , 5.62746 , 60.117 , 1000.04 , 6 , 851 , 27.23 , 27.23 , 27.23 , 878.23 , 844.826 , 3.80357 , 27150 , 10256 , 18.986 , 444 , 0.167503 , 0 , 0 , 0 , 2817 , 2.40497 , 630 , 2.71183 , 0
SVRP-SRI-PARTIAL_ROUTE-NODE-MIPHEUR-LAG , ./data/ccvrp/A-n36-k5-scen-L666.svrp , 829.91 , 801.269 , 3.45112 , 60.099 , 170.707 , 5 , 816 , 13.91 , 13.89 , 13.91 , 829.91 , 829.91 , 0 , 11631 , 3560 , 8.58886 , 89 , 0.035422 , 0 , 0 , 0 , 1988 , 6.19645 , 165 , 0.047889 , 1
SVRP-SRI-PARTIAL_ROUTE-NODE-MIPHEUR-LAG , ./data/ccvrp/A-n37-k5-scen-H666.svrp , 729.67 , 684.23 , 6.2275 , 60.071 , 1000.04 , 6 , 712 , 17.67 , 17.03 , 17.67 , 729.67 , 720.602 , 1.24269 , 57199 , 8028 , 27.4631 , 529 , 0.270044 , 0 , 0 , 0 , 3175 , 3.78546 , 669 , 1.01365 , 0
SVRP-SRI-PARTIAL_ROUTE-NODE-MIPHEUR-LAG , ./data/ccvrp/A-n37-k5-scen-L666.svrp , 687.48 , 671.878 , 2.26943 , 60.059 , 61.211 , 5 , 669 , 18.48 , 18.48 , 18.48 , 687.48 , 687.48 , 0 , 402 , 706 , 4.24082 , 40 , 0.015661 , 0 , 0 , 0 , 2199 , 5.61261 , 72 , 0.009667 , 1
SVRP-SRI-PARTIAL_ROUTE-NODE-MIPHEUR-LAG , ./data/ccvrp/A-n44-k6-scen-H666.svrp , 1091.48 , 967.526 , 11.3565 , 60.273 , 1000.04 , 8 , 1006 , 85.48 , 82.34 , 85.48 , 1091.48 , 982.489 , 9.98562 , 15185 , 14349 , 16.7325 , 591 , 0.246623 , 0 , 0 , 0 , 2428 , 6.02348 , 804 , 1.93199 , 0
SVRP-SRI-PARTIAL_ROUTE-NODE-MIPHEUR-LAG , ./data/ccvrp/A-n44-k6-scen-L666.svrp , 972.14 , 931.947 , 4.1345 , 60.132 , 401.865 , 7 , 964 , 8.14 , 8.14 , 8.14 , 972.14 , 972.14 , 0 , 16480 , 6123 , 18.1329 , 153 , 0.066017 , 0 , 0 , 0 , 2287 , 5.7972 , 250 , 1.57907 , 1
SVRP-SRI-PARTIAL_ROUTE-NODE-MIPHEUR-LAG , ./data/ccvrp/A-n45-k6-scen-H666.svrp , 1048.46 , 977.124 , 6.80385 , 60.19 , 1000.1 , 8 , 1047 , 1.46 , 1.46 , 1.46 , 1048.46 , 1002.68 , 4.36671 , 23375 , 10315 , 20.4787 , 535 , 0.268943 , 0 , 0 , 0 , 2511 , 5.12607 , 760 , 4.83815 , 0
