Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved
SVRP-SRI-PR-SCENOPT_CUTS , ./data/ccvrp/B-n39-k5-scen-H666.svrp , 609.31 , 591.821 , 2.87025 , 18.955 , 45.91 , 6 , 606 , 3.31 , 3.31 , 3.31 , 609.31 , 609.31 , 0 , 14241 , 709 , 4.26687 , 194 , 3.20814 , 0 , 0 , 292 , 17.9813 , 236 , 1.99765 , 1
SVRP-SRI-PR-SCENOPT_CUTS-ProjectedSRI , ./data/ccvrp/B-n39-k5-scen-H666.svrp , 609.31 , 591.788 , 2.87564 , 18.927 , 40.994 , 6 , 606 , 3.31 , 3.31 , 3.31 , 609.31 , 609.31 , 0 , 10718 , 668 , 3.39766 , 162 , 2.93368 , 0 , 0 , 292 , 17.9733 , 219 , 1.44161 , 1
SVRP-SRI-PR-SCENOPT_CUTS , ./data/ccvrp/B-n39-k5-scen-L666.svrp , 564.72 , 559.321 , 0.956075 , 23.774 , 26.795 , 5 , 561 , 3.72 , 3.72 , 3.72 , 564.72 , 564.72 , 0 , 2098 , 512 , 0.695523 , 86 , 0.548374 , 0 , 0 , 145 , 22.9679 , 103 , 0.263541 , 1
SVRP-SRI-PR-SCENOPT_CUTS-ProjectedSRI , ./data/ccvrp/B-n39-k5-scen-L666.svrp , 564.72 , 559.258 , 0.967228 , 23.738 , 27.365 , 5 , 561 , 3.72 , 3.72 , 3.72 , 564.72 , 564.72 , 0 , 2561 , 521 , 0.80434 , 90 , 0.670328 , 0 , 0 , 145 , 22.9582 , 112 , 0.309129 , 1
SVRP-SRI-PR-SCENOPT_CUTS , ./data/ccvrp/P-n50-k10-scen-H666.svrp , 890.01 , 702.692 , 21.0467 , 60.399 , 600.046 , 13 , 794 , 96.01 , 96.01 , 98.65 , 890.01 , 713.438 , 19.8393 , 9360 , 13718 , 13.6558 , 351 , 2.64591 , 0 , 0 , 4538 , 9.00967 , 924 , 3.643 , 0
SVRP-SRI-PR-SCENOPT_CUTS-ProjectedSRI , ./data/ccvrp/P-n50-k10-scen-H666.svrp , 860.34 , 702.673 , 18.3262 , 60.311 , 600.041 , 13 , 783 , 77.34 , 77.34 , 79.25 , 860.34 , 713.194 , 17.1033 , 9455 , 13355 , 13.8792 , 264 , 1.99699 , 0 , 0 , 4540 , 9.01003 , 849 , 3.64875 , 0
SVRP-SRI-PR-SCENOPT_CUTS , ./data/ccvrp/P-n50-k10-scen-L666.svrp , 759.43 , 682.468 , 10.1342 , 60.306 , 600.035 , 12 , 738 , 21.43 , 21.43 , 21.43 , 759.43 , 696.694 , 8.26091 , 9570 , 12569 , 18.4695 , 183 , 1.28022 , 0 , 0 , 3228 , 11.6445 , 348 , 3.81462 , 0
SVRP-SRI-PR-SCENOPT_CUTS-ProjectedSRI , ./data/ccvrp/P-n50-k10-scen-L666.svrp , 754.08 , 680.608 , 9.7433 , 60.284 , 600.04 , 12 , 744 , 10.08 , 10.08 , 10.08 , 754.08 , 698.798 , 7.33106 , 9847 , 13085 , 18.1998 , 189 , 1.16021 , 0 , 0 , 3233 , 11.6582 , 333 , 3.80777 , 0
SVRP-SRI-PR-SCENOPT_CUTS , ./data/ccvrp/P-n51-k10-scen-H666.svrp , 945.47 , 743.894 , 21.3202 , 60.325 , 600.048 , 13 , 842 , 103.47 , 103.47 , 104.48 , 945.47 , 758.21 , 19.806 , 8227 , 13043 , 13.8529 , 283 , 1.37654 , 0 , 0 , 5909 , 14.287 , 1113 , 3.46897 , 0
SVRP-SRI-PR-SCENOPT_CUTS-ProjectedSRI , ./data/ccvrp/P-n51-k10-scen-H666.svrp , 911.14 , 744.044 , 18.3393 , 60.306 , 600.042 , 13 , 826 , 85.14 , 85.14 , 92.32 , 911.14 , 760.425 , 16.5414 , 8659 , 11963 , 16.3037 , 239 , 1.61797 , 0 , 0 , 5910 , 14.3744 , 859 , 3.81479 , 0
SVRP-SRI-PR-SCENOPT_CUTS , ./data/ccvrp/P-n51-k10-scen-L666.svrp , 780.28 , 723.906 , 7.22481 , 60.249 , 600.04 , 12 , 764 , 16.28 , 16.28 , 16.29 , 780.28 , 735.318 , 5.76235 , 10807 , 9003 , 25.1739 , 83 , 1.32708 , 0 , 0 , 2936 , 14.2563 , 219 , 4.77742 , 0
SVRP-SRI-PR-SCENOPT_CUTS-ProjectedSRI , ./data/ccvrp/P-n51-k10-scen-L666.svrp , 779.18 , 723.683 , 7.1225 , 60.344 , 600.036 , 12 , 764 , 15.18 , 15.18 , 15.19 , 779.18 , 739.541 , 5.08728 , 10318 , 10790 , 21.1172 , 94 , 1.35251 , 0 , 0 , 2939 , 14.28 , 227 , 4.35965 , 0
