Algorithm , Instance , K , Model Solution Cost , Deterministic Cost , Model Recourse Cost , Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Root Lower Bound , Root Gap (%) , Node Count , CVRPSEP Cuts , Gendreau Cuts , Scenario Cuts , Partial Route Cuts , Elementary Route Cuts , Root Time (s) , Time (s) , Solved
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.90_1_3.svrp , 2 , 715.63 , 711.028 , 4.60202 , 4.5446 , 715.63 , 715.573 , 0.00802413 , 705.456 , 1.42174 , 945 , 332 , 0 , 7 , 108 , 54 , 0.289 , 3.839 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.90_1_3.svrp , 2 , 715.573 , 711.028 , 4.5446 , 4.5446 , 715.573 , 715.573 , 0 , 705.456 , 1.41383 , 358 , 346 , 0 , 7 , 458 , 136 , 0.281 , 2.186 , 1
VRP-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.90_1_4.svrp , 2 , 735.818 , 730.041 , 5.77742 , 5.75615 , 735.818 , 735.768 , 0.00680605 , 718.979 , 2.28851 , 1789 , 574 , 0 , 0 , 289 , 97 , 0.02 , 4.93 , 1
VRP-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.90_1_4.svrp , 2 , 735.797 , 730.041 , 5.75615 , 5.75615 , 735.797 , 735.735 , 0.00848006 , 719.053 , 2.27558 , 1478 , 511 , 0 , 0 , 3078 , 1523 , 0.03 , 5.593 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.90_1_4.svrp , 2 , 735.799 , 730.041 , 5.75772 , 5.75615 , 735.799 , 735.726 , 0.0099023 , 723.004 , 1.7389 , 1679 , 649 , 0 , 13 , 246 , 68 , 0.418 , 8.569 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.90_1_4.svrp , 2 , 735.797 , 730.041 , 5.75615 , 5.75615 , 735.797 , 735.726 , 0.00969017 , 723.004 , 1.73869 , 1380 , 661 , 0 , 13 , 2515 , 944 , 0.413 , 8.699 , 1
VRP-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.90_1_5.svrp , 2 , 667.409 , 662.761 , 4.64832 , 4.64832 , 667.409 , 667.409 , 0 , 655.538 , 1.77869 , 269 , 190 , 0 , 0 , 85 , 29 , 0.023 , 0.832 , 1
VRP-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.90_1_5.svrp , 2 , 667.409 , 662.761 , 4.64832 , 4.64832 , 667.409 , 667.38 , 0.00434361 , 655.538 , 1.77869 , 255 , 204 , 0 , 0 , 802 , 389 , 0.028 , 1.281 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.90_1_5.svrp , 2 , 667.409 , 662.761 , 4.64832 , 4.64832 , 667.409 , 667.375 , 0.00514359 , 656.051 , 1.70193 , 135 , 168 , 0 , 2 , 52 , 18 , 0.07 , 0.582 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.90_1_5.svrp , 2 , 667.409 , 662.761 , 4.64832 , 4.64832 , 667.409 , 667.409 , 0 , 656.051 , 1.70193 , 145 , 178 , 0 , 2 , 385 , 223 , 0.075 , 0.707 , 1
VRP-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.90_1_6.svrp , 2 , 645.611 , 642.786 , 2.82539 , 2.82539 , 645.611 , 645.611 , 0 , 638.373 , 1.12122 , 219 , 167 , 0 , 0 , 39 , 17 , 0.038 , 0.588 , 1
VRP-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.90_1_6.svrp , 2 , 645.611 , 642.786 , 2.82539 , 2.82539 , 645.611 , 645.591 , 0.00313314 , 638.523 , 1.09786 , 118 , 189 , 0 , 0 , 221 , 75 , 0.071 , 0.73 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.90_1_6.svrp , 2 , 645.618 , 642.786 , 2.83174 , 2.82539 , 645.618 , 645.611 , 0.000983928 , 639.387 , 0.965085 , 322 , 124 , 0 , 3 , 39 , 13 , 0.135 , 0.78 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.90_1_6.svrp , 2 , 645.611 , 642.786 , 2.82539 , 2.82539 , 645.611 , 645.569 , 0.00659321 , 639.387 , 0.964111 , 134 , 123 , 0 , 3 , 169 , 84 , 0.137 , 0.55 , 1
VRP-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.90_1_7.svrp , 2 , 674.696 , 669.174 , 5.52134 , 5.52134 , 674.696 , 674.696 , 0 , 661.537 , 1.95028 , 668 , 188 , 0 , 0 , 194 , 65 , 0.023 , 1.48 , 1
VRP-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.90_1_7.svrp , 2 , 674.696 , 669.174 , 5.52134 , 5.52134 , 674.696 , 674.675 , 0.00305152 , 661.587 , 1.94283 , 554 , 195 , 0 , 0 , 1398 , 1005 , 0.034 , 1.892 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.90_1_7.svrp , 2 , 674.737 , 669.174 , 5.56247 , 5.52134 , 674.737 , 674.675 , 0.00910651 , 663.628 , 1.64635 , 1445 , 383 , 0 , 5 , 264 , 83 , 0.139 , 6.494 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.90_1_7.svrp , 2 , 674.696 , 669.174 , 5.52134 , 5.52134 , 674.696 , 674.649 , 0.00690546 , 663.628 , 1.64036 , 856 , 347 , 0 , 5 , 1617 , 572 , 0.138 , 4.261 , 1
VRP-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.90_1_8.svrp , 2 , 612.517 , 607.975 , 4.54184 , 4.54058 , 612.517 , 612.455 , 0.00997003 , 602.68 , 1.60597 , 1928 , 314 , 0 , 0 , 630 , 116 , 0.042 , 6.22 , 1
VRP-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.90_1_8.svrp , 2 , 612.515 , 607.975 , 4.54058 , 4.54058 , 612.515 , 612.455 , 0.00976546 , 602.68 , 1.60577 , 2079 , 363 , 0 , 0 , 4857 , 2781 , 0.046 , 9.411 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.90_1_8.svrp , 2 , 612.515 , 607.975 , 4.5407 , 4.54058 , 612.515 , 612.515 , 1.87718e-05 , 605.964 , 1.06961 , 731 , 294 , 0 , 12 , 142 , 59 , 0.278 , 2.958 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.90_1_8.svrp , 2 , 612.515 , 607.975 , 4.54058 , 4.54058 , 612.515 , 612.477 , 0.00631184 , 605.964 , 1.06959 , 845 , 342 , 0 , 12 , 2358 , 1190 , 0.279 , 4.588 , 1
VRP-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.90_1_9.svrp , 2 , 677.768 , 672.994 , 4.77339 , 4.7473 , 677.768 , 677.742 , 0.00384944 , 661.442 , 2.40881 , 1164 , 438 , 0 , 0 , 176 , 70 , 0.015 , 5.841 , 1
VRP-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.90_1_9.svrp , 2 , 677.742 , 672.994 , 4.7473 , 4.7473 , 677.742 , 677.686 , 0.00826027 , 661.442 , 2.40505 , 1404 , 643 , 0 , 0 , 2384 , 662 , 0.018 , 9.359 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.90_1_9.svrp , 2 , 677.742 , 672.994 , 4.74812 , 4.7473 , 677.742 , 677.742 , 0.000121167 , 663.913 , 2.04049 , 1825 , 684 , 0 , 11 , 245 , 116 , 0.311 , 11.03 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.90_1_9.svrp , 2 , 677.742 , 672.994 , 4.7473 , 4.7473 , 677.742 , 677.683 , 0.00858923 , 663.913 , 2.04037 , 1042 , 613 , 0 , 11 , 1583 , 365 , 0.311 , 7.526 , 1
VRP-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.93_1_0.svrp , 2 , 715.904 , 710.979 , 4.92505 , 4.91447 , 715.904 , 715.893 , 0.00147797 , 706.391 , 1.32875 , 564 , 307 , 0 , 0 , 125 , 62 , 0.02 , 1.433 , 1
VRP-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.93_1_0.svrp , 2 , 715.893 , 710.979 , 4.91447 , 4.91447 , 715.893 , 715.893 , 0 , 706.391 , 1.3273 , 380 , 359 , 0 , 0 , 1092 , 795 , 0.022 , 1.615 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.93_1_0.svrp , 2 , 715.923 , 710.979 , 4.94373 , 4.91447 , 715.923 , 715.893 , 0.00408737 , 707.363 , 1.19555 , 1120 , 466 , 0 , 8 , 124 , 57 , 0.144 , 4.94 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.93_1_0.svrp , 2 , 715.893 , 710.979 , 4.91447 , 4.91447 , 715.893 , 715.886 , 0.000994825 , 707.363 , 1.19151 , 403 , 300 , 0 , 8 , 981 , 463 , 0.147 , 1.814 , 1
VRP-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.93_1_1.svrp , 2 , 667.109 , 658.832 , 8.27704 , 8.27383 , 667.109 , 667.057 , 0.00787821 , 650.406 , 2.50388 , 1541 , 455 , 0 , 0 , 219 , 46 , 0.024 , 5.423 , 1
VRP-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.93_1_1.svrp , 2 , 667.106 , 658.832 , 8.27383 , 8.27383 , 667.106 , 667.061 , 0.00675126 , 650.406 , 2.50341 , 1273 , 486 , 0 , 0 , 1554 , 216 , 0.025 , 5.501 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.93_1_1.svrp , 2 , 667.163 , 658.832 , 8.33095 , 8.27383 , 667.163 , 667.106 , 0.00856207 , 654.688 , 1.86993 , 1318 , 573 , 0 , 14 , 187 , 58 , 0.253 , 8.537 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.93_1_1.svrp , 2 , 667.106 , 658.832 , 8.27383 , 8.27383 , 667.106 , 667.105 , 0.000201742 , 654.688 , 1.86153 , 774 , 460 , 0 , 14 , 1108 , 93 , 0.255 , 4.464 , 1
VRP-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.93_1_2.svrp , 2 , 688.031 , 682.983 , 5.04792 , 5.00863 , 688.031 , 687.992 , 0.00571066 , 676.685 , 1.64911 , 1130 , 466 , 0 , 0 , 228 , 90 , 0.025 , 5.236 , 1
VRP-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.93_1_2.svrp , 2 , 687.992 , 682.983 , 5.00863 , 5.00863 , 687.992 , 687.936 , 0.00804876 , 676.685 , 1.64349 , 568 , 409 , 0 , 0 , 1447 , 899 , 0.027 , 3.145 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.93_1_2.svrp , 2 , 688.004 , 682.983 , 5.0207 , 5.00863 , 688.004 , 687.99 , 0.00202693 , 679.02 , 1.3058 , 997 , 484 , 0 , 8 , 156 , 75 , 0.117 , 4.592 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.93_1_2.svrp , 2 , 687.992 , 682.983 , 5.00863 , 5.00863 , 687.992 , 687.934 , 0.00838572 , 679.02 , 1.30407 , 1044 , 544 , 0 , 8 , 3030 , 1491 , 0.116 , 7.979 , 1
VRP-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.93_1_3.svrp , 2 , 701.242 , 695.365 , 5.87649 , 5.86927 , 701.242 , 701.194 , 0.00673891 , 684.782 , 2.34721 , 1977 , 600 , 0 , 0 , 299 , 118 , 0.043 , 7.843 , 1
VRP-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.93_1_3.svrp , 2 , 701.234 , 695.365 , 5.86927 , 5.86927 , 701.234 , 701.167 , 0.00953945 , 684.782 , 2.3462 , 1949 , 647 , 0 , 0 , 4147 , 1962 , 0.045 , 10.465 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.93_1_3.svrp , 2 , 701.24 , 695.365 , 5.87473 , 5.86927 , 701.24 , 701.189 , 0.00722773 , 686.107 , 2.15795 , 1529 , 548 , 0 , 8 , 226 , 101 , 0.259 , 6.373 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.93_1_3.svrp , 2 , 701.234 , 695.365 , 5.86927 , 5.86927 , 701.234 , 701.197 , 0.00530824 , 686.107 , 2.15719 , 1313 , 431 , 0 , 8 , 1660 , 652 , 0.261 , 4.876 , 1
VRP-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.93_1_4.svrp , 2 , 640.85 , 636.54 , 4.30998 , 4.30965 , 640.85 , 640.828 , 0.00332009 , 634.47 , 0.995515 , 662 , 411 , 0 , 0 , 77 , 65 , 0.056 , 2.916 , 1
VRP-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.93_1_4.svrp , 2 , 640.849 , 636.54 , 4.30965 , 4.30965 , 640.849 , 640.849 , 0 , 634.47 , 0.995465 , 208 , 202 , 0 , 0 , 862 , 615 , 0.059 , 1.121 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.93_1_4.svrp , 2 , 640.852 , 636.54 , 4.31222 , 4.30965 , 640.852 , 640.849 , 0.000400247 , 634.936 , 0.923142 , 192 , 200 , 0 , 3 , 49 , 28 , 0.121 , 0.67 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.93_1_4.svrp , 2 , 640.849 , 636.54 , 4.30965 , 4.30965 , 640.849 , 640.849 , 0 , 634.936 , 0.922746 , 152 , 185 , 0 , 3 , 279 , 125 , 0.125 , 0.676 , 1
VRP-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.93_1_5.svrp , 2 , 671.477 , 657.752 , 13.7253 , 13.7243 , 671.477 , 671.464 , 0.00190731 , 650.792 , 3.08049 , 2255 , 358 , 0 , 0 , 314 , 62 , 0.028 , 5.826 , 1
VRP-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.93_1_5.svrp , 2 , 671.476 , 657.752 , 13.7243 , 13.7243 , 671.476 , 671.471 , 0.000803729 , 650.792 , 3.08035 , 1678 , 390 , 0 , 0 , 3293 , 1188 , 0.031 , 6.968 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.93_1_5.svrp , 2 , 671.491 , 657.752 , 13.7394 , 13.7243 , 671.491 , 671.476 , 0.00223626 , 655.985 , 2.30919 , 1228 , 355 , 0 , 16 , 208 , 45 , 0.293 , 5.054 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.93_1_5.svrp , 2 , 671.476 , 657.752 , 13.7243 , 13.7243 , 671.476 , 671.476 , 0 , 655.985 , 2.307 , 1237 , 374 , 0 , 16 , 3200 , 1445 , 0.297 , 6.674 , 1
VRP-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.93_1_6.svrp , 2 , 675.504 , 670.767 , 4.73697 , 4.72157 , 675.504 , 675.447 , 0.00852247 , 656.992 , 2.74045 , 5437 , 850 , 0 , 0 , 1363 , 378 , 0.074 , 27.914 , 1
VRP-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.93_1_6.svrp , 2 , 675.489 , 670.767 , 4.72157 , 4.72157 , 675.489 , 675.431 , 0.00850368 , 656.992 , 2.73823 , 5655 , 1241 , 0 , 0 , 13010 , 7238 , 0.077 , 53.855 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.93_1_6.svrp , 2 , 675.49 , 670.767 , 4.72253 , 4.72157 , 675.49 , 675.428 , 0.00912128 , 659.834 , 2.31773 , 5967 , 873 , 0 , 11 , 837 , 299 , 0.274 , 27.023 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.93_1_6.svrp , 2 , 675.489 , 670.767 , 4.72157 , 4.72157 , 675.489 , 675.423 , 0.00978912 , 659.834 , 2.31759 , 2259 , 787 , 0 , 11 , 4978 , 2505 , 0.28 , 17.5 , 1
VRP-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.93_1_7.svrp , 2 , 618.763 , 609.018 , 9.74497 , 9.74461 , 618.763 , 618.711 , 0.00840023 , 609.14 , 1.55511 , 1330 , 358 , 0 , 0 , 262 , 67 , 0.078 , 3.847 , 1
VRP-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.93_1_7.svrp , 2 , 618.762 , 609.018 , 9.74461 , 9.74461 , 618.762 , 618.722 , 0.0064836 , 609.14 , 1.55506 , 2093 , 402 , 0 , 0 , 2812 , 838 , 0.079 , 6.576 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.93_1_7.svrp , 2 , 618.784 , 609.018 , 9.76643 , 9.74461 , 618.784 , 618.73 , 0.00872098 , 611.351 , 1.20133 , 1335 , 583 , 0 , 15 , 225 , 71 , 0.249 , 7.485 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.93_1_7.svrp , 2 , 618.762 , 609.018 , 9.74461 , 9.74461 , 618.762 , 618.71 , 0.00855314 , 611.351 , 1.19785 , 705 , 453 , 0 , 15 , 1283 , 342 , 0.245 , 4.753 , 1
VRP-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.93_1_8.svrp , 2 , 611.325 , 611.047 , 0.278568 , 7.13213 , 611.325 , 611.325 , 0 , 609.291 , 0.332753 , 174 , 171 , 0 , 0 , 44 , 32 , 0.037 , 0.678 , 1
VRP-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.93_1_8.svrp , 2 , 613.969 , 609.343 , 4.6259 , 4.6259 , 613.969 , 613.926 , 0.00692446 , 609.291 , 0.761838 , 204 , 162 , 0 , 0 , 528 , 378 , 0.039 , 0.76 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.93_1_8.svrp , 2 , 614.008 , 609.343 , 4.66506 , 4.6259 , 614.008 , 613.969 , 0.00637695 , 610.96 , 0.496314 , 563 , 240 , 0 , 6 , 57 , 30 , 0.167 , 1.47 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.93_1_8.svrp , 2 , 613.969 , 609.343 , 4.6259 , 4.6259 , 613.969 , 613.969 , 0 , 610.96 , 0.489968 , 141 , 164 , 0 , 6 , 461 , 362 , 0.167 , 0.744 , 1
VRP-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.93_1_9.svrp , 2 , 667.87 , 664.187 , 3.68364 , 3.68177 , 667.87 , 667.869 , 0.000279759 , 655.065 , 1.91736 , 910 , 402 , 0 , 0 , 168 , 66 , 0.052 , 4.165 , 1
VRP-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.93_1_9.svrp , 2 , 667.869 , 664.187 , 3.68177 , 3.68177 , 667.869 , 667.817 , 0.00774522 , 655.065 , 1.91709 , 856 , 485 , 0 , 0 , 1690 , 515 , 0.054 , 5.278 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.93_1_9.svrp , 2 , 667.872 , 664.187 , 3.6854 , 3.68177 , 667.872 , 667.812 , 0.00899537 , 655.385 , 1.8697 , 812 , 309 , 0 , 2 , 179 , 72 , 0.123 , 2.39 , 1
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE-IMPROVPARTIAL , ../../data/Jabali/SVRP/k2/60_2_0.93_1_9.svrp , 2 , 667.869 , 664.187 , 3.68177 , 3.68177 , 667.869 , 667.869 , 0 , 655.385 , 1.86917 , 1099 , 659 , 0 , 2 , 2488 , 997 , 0.126 , 12.08 , 1
VRP-PARTIAL_ROUTE-NODE , ../../data/Jabali/SVRP/k2/60_2_0.95_1_0.svrp , 2 , 694.91 , 675.688 , 19.2223 , 19.2217 , 694.91 , 694.857 , 0.00760888 , 674.474 , 2.94078 , 7843 , 1149 , 0 , 0 , 1261 , 335 , 0.046 , 39.206 , 1
