Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Path Cuts , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved , Wrong Cuts
\textsc{pr}+$\mathcal{W}_{HS}$+\textsc{sep} , ./data/ccvrp/A-n34-k5-scen-H666.svrp , 846.09 , 774.4 , 8.47309 , 0.06 , 1800.06 , 6 , 829 , 17.09 , 16.53 , 17.09 , 846.09 , 817.095 , 3.42691 , 60772 , 9089 , 14.8886 , 2931 , 0.557144 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{OF}$+\textsc{sep} , ./data/ccvrp/A-n34-k5-scen-H666.svrp , 847.37 , 774.4 , 8.61135 , 0.061 , 1800.09 , 6 , 818 , 29.37 , 29.05 , 29.37 , 847.37 , 812.724 , 4.0886 , 62131 , 8108 , 14.7907 , 2317 , 0.482527 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{HS}$ , ./data/ccvrp/A-n34-k5-scen-L666.svrp , 794.28 , 773.947 , 2.55988 , 0.058 , 1.596 , 6 , 789 , 5.28 , 5.28 , 5.28 , 794.28 , 794.28 , 0 , 92 , 330 , 0.037357 , 21 , 0.000928 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
\textsc{pr}+$\mathcal{W}_{OF}$ , ./data/ccvrp/A-n34-k5-scen-L666.svrp , 794.28 , 773.947 , 2.55988 , 0.061 , 1.626 , 6 , 789 , 5.28 , 5.28 , 5.28 , 794.28 , 794.28 , 0 , 108 , 338 , 0.040952 , 18 , 0.000782 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
\textsc{pr}+$\mathcal{W}_{HS}$+\textsc{sep} , ./data/ccvrp/A-n34-k5-scen-L666.svrp , 794.28 , 773.947 , 2.55988 , 0.06 , 1.608 , 6 , 789 , 5.28 , 5.28 , 5.28 , 794.28 , 794.28 , 0 , 92 , 330 , 0.037309 , 21 , 0.000985 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
\textsc{pr}+$\mathcal{W}_{OF}$+\textsc{sep} , ./data/ccvrp/A-n34-k5-scen-L666.svrp , 794.28 , 773.947 , 2.55988 , 0.063 , 1.657 , 6 , 789 , 5.28 , 5.28 , 5.28 , 794.28 , 794.28 , 0 , 108 , 338 , 0.041352 , 18 , 0.000827 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
\textsc{pr}+$\mathcal{W}_{HS}$ , ./data/ccvrp/A-n36-k5-scen-H666.svrp , 884.1 , 800.5 , 9.45594 , 0.059 , 1800.06 , 6 , 852 , 32.1 , 32.03 , 32.1 , 884.1 , 830.111 , 6.10665 , 39474 , 13761 , 11.7882 , 2566 , 0.184319 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{OF}$ , ./data/ccvrp/A-n36-k5-scen-H666.svrp , 878.23 , 800.5 , 8.85076 , 0.061 , 1800.08 , 6 , 851 , 27.23 , 27.23 , 27.23 , 878.23 , 826.333 , 5.90923 , 29719 , 11383 , 10.3784 , 1685 , 0.123741 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{HS}$+\textsc{sep} , ./data/ccvrp/A-n36-k5-scen-H666.svrp , 878.23 , 800.5 , 8.85076 , 0.061 , 1800.11 , 6 , 851 , 27.23 , 27.23 , 27.23 , 878.23 , 824.875 , 6.07529 , 27576 , 12001 , 9.52866 , 1985 , 0.193202 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{OF}$+\textsc{sep} , ./data/ccvrp/A-n36-k5-scen-H666.svrp , 878.23 , 800.5 , 8.85076 , 0.06 , 1800.06 , 6 , 851 , 27.23 , 27.23 , 27.23 , 878.23 , 827.12 , 5.81963 , 35143 , 12102 , 11.22 , 2528 , 0.259058 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{HS}$ , ./data/ccvrp/A-n36-k5-scen-L666.svrp , 829.91 , 786.5 , 5.23069 , 0.068 , 1800.12 , 5 , 816 , 13.91 , 13.89 , 13.91 , 829.91 , 817 , 1.55559 , 48347 , 8987 , 14.8942 , 638 , 0.086154 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{OF}$ , ./data/ccvrp/A-n36-k5-scen-L666.svrp , 829.91 , 786.5 , 5.23069 , 0.066 , 1800.06 , 5 , 816 , 13.91 , 13.89 , 13.91 , 829.91 , 815.643 , 1.71912 , 43433 , 10107 , 14.5594 , 808 , 0.075553 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{HS}$+\textsc{sep} , ./data/ccvrp/A-n36-k5-scen-L666.svrp , 829.91 , 786.5 , 5.23069 , 0.066 , 1800.1 , 5 , 816 , 13.91 , 13.89 , 13.91 , 829.91 , 816.545 , 1.61036 , 49854 , 9177 , 15.3184 , 544 , 0.094198 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{OF}$+\textsc{sep} , ./data/ccvrp/A-n36-k5-scen-L666.svrp , 835.67 , 786.5 , 5.8839 , 0.07 , 1800.1 , 5 , 821 , 14.67 , 14.65 , 14.67 , 835.67 , 815.833 , 2.37374 , 52179 , 9178 , 17.7091 , 787 , 0.081451 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{HS}$ , ./data/ccvrp/A-n37-k5-scen-H666.svrp , 729.67 , 668.714 , 8.35387 , 0.067 , 1800.06 , 6 , 712 , 17.67 , 17.03 , 17.67 , 729.67 , 701.193 , 3.90273 , 55418 , 10899 , 16.0856 , 2454 , 0.174267 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{OF}$ , ./data/ccvrp/A-n37-k5-scen-H666.svrp , 729.67 , 668.714 , 8.35387 , 0.068 , 1800.09 , 6 , 712 , 17.67 , 17.03 , 17.67 , 729.67 , 703.333 , 3.60939 , 60518 , 10724 , 15.9305 , 3107 , 0.217294 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{HS}$+\textsc{sep} , ./data/ccvrp/A-n37-k5-scen-H666.svrp , 731.74 , 668.714 , 8.61313 , 0.067 , 1800.07 , 6 , 676 , 55.74 , 52.78 , 55.74 , 731.74 , 702.25 , 4.03012 , 64023 , 10685 , 18.0441 , 3247 , 0.409026 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{OF}$+\textsc{sep} , ./data/ccvrp/A-n37-k5-scen-H666.svrp , 734.89 , 668.714 , 9.00485 , 0.069 , 1800.11 , 6 , 676 , 58.89 , 55.26 , 58.89 , 734.89 , 700.923 , 4.62204 , 57097 , 11302 , 16.6297 , 3452 , 0.36418 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{HS}$ , ./data/ccvrp/A-n37-k5-scen-L666.svrp , 687.48 , 661.625 , 3.76084 , 0.064 , 11.151 , 5 , 669 , 18.48 , 18.48 , 18.48 , 687.48 , 687.48 , 0 , 2320 , 1073 , 0.553594 , 77 , 0.004078 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
\textsc{pr}+$\mathcal{W}_{OF}$ , ./data/ccvrp/A-n37-k5-scen-L666.svrp , 687.48 , 661.625 , 3.76084 , 0.063 , 10.343 , 5 , 669 , 18.48 , 18.48 , 18.48 , 687.48 , 687.48 , 0 , 2123 , 1002 , 0.530334 , 73 , 0.004123 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
\textsc{pr}+$\mathcal{W}_{HS}$+\textsc{sep} , ./data/ccvrp/A-n37-k5-scen-L666.svrp , 687.48 , 661.625 , 3.76084 , 0.064 , 9.708 , 5 , 669 , 18.48 , 18.48 , 18.48 , 687.48 , 687.48 , 0 , 1898 , 994 , 0.454749 , 80 , 0.005231 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
\textsc{pr}+$\mathcal{W}_{OF}$+\textsc{sep} , ./data/ccvrp/A-n37-k5-scen-L666.svrp , 687.48 , 661.625 , 3.76084 , 0.062 , 10.964 , 5 , 669 , 18.48 , 18.48 , 18.48 , 687.48 , 687.48 , 0 , 2304 , 1023 , 0.558988 , 76 , 0.004987 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
\textsc{pr}+$\mathcal{W}_{HS}$ , ./data/ccvrp/A-n44-k6-scen-H666.svrp , 1103.5 , 947.55 , 14.1323 , 0.177 , 1800.05 , 8 , 984 , 119.5 , 111.99 , 119.5 , 1103.5 , 970.922 , 12.0143 , 15558 , 14556 , 7.27942 , 1206 , 0.096707 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{OF}$ , ./data/ccvrp/A-n44-k6-scen-H666.svrp , 1101.53 , 947.55 , 13.9787 , 0.177 , 1800.06 , 8 , 993 , 108.53 , 102.23 , 108.53 , 1101.53 , 968.51 , 12.0759 , 17885 , 15392 , 9.24297 , 1299 , 0.103958 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{HS}$+\textsc{sep} , ./data/ccvrp/A-n44-k6-scen-H666.svrp , 1086.06 , 947.55 , 12.7534 , 0.177 , 1800.07 , 8 , 1010 , 76.06 , 76.06 , 76.06 , 1086.06 , 968.959 , 10.7822 , 16597 , 14115 , 7.66034 , 1239 , 0.115067 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{OF}$+\textsc{sep} , ./data/ccvrp/A-n44-k6-scen-H666.svrp , 1110.38 , 947.55 , 14.6643 , 0.182 , 1800.07 , 8 , 1023 , 87.38 , 87.14 , 87.38 , 1110.38 , 971.803 , 12.4801 , 17549 , 15274 , 8.26819 , 1612 , 0.161361 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{HS}$ , ./data/ccvrp/A-n44-k6-scen-L666.svrp , 977.65 , 924.147 , 5.47263 , 0.221 , 1800.07 , 7 , 966 , 11.65 , 11.65 , 11.65 , 977.65 , 959.366 , 1.87025 , 29622 , 10743 , 15.4733 , 660 , 0.06335 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{OF}$ , ./data/ccvrp/A-n44-k6-scen-L666.svrp , 977.1 , 924.147 , 5.41942 , 0.217 , 1800.08 , 7 , 968 , 9.1 , 9.1 , 9.1 , 977.1 , 962.816 , 1.4619 , 31655 , 10764 , 14.8122 , 812 , 0.070719 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{HS}$+\textsc{sep} , ./data/ccvrp/A-n44-k6-scen-L666.svrp , 972.14 , 924.147 , 4.93686 , 0.225 , 1800.07 , 7 , 964 , 8.14 , 8.14 , 8.14 , 972.14 , 958.646 , 1.38812 , 29061 , 11309 , 17.2423 , 631 , 0.084845 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{OF}$+\textsc{sep} , ./data/ccvrp/A-n44-k6-scen-L666.svrp , 978.49 , 924.147 , 5.55378 , 0.22 , 1800.1 , 7 , 954 , 24.49 , 23.83 , 24.49 , 978.49 , 962.898 , 1.5935 , 32639 , 10877 , 15.4432 , 839 , 0.156896 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{HS}$ , ./data/ccvrp/A-n45-k6-scen-H666.svrp , 1069.93 , 954.774 , 10.7629 , 0.145 , 1800.11 , 8 , 991 , 78.93 , 78.82 , 78.93 , 1069.93 , 988.803 , 7.58246 , 23746 , 11977 , 9.26016 , 1061 , 0.090435 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{OF}$ , ./data/ccvrp/A-n45-k6-scen-H666.svrp , 1074.38 , 954.774 , 11.1325 , 0.15 , 1800.35 , 8 , 992 , 82.38 , 80.79 , 82.38 , 1074.38 , 984.5 , 8.36576 , 26316 , 11735 , 10.7233 , 1103 , 0.122591 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{HS}$+\textsc{sep} , ./data/ccvrp/A-n45-k6-scen-H666.svrp , 1076.48 , 954.774 , 11.3059 , 0.149 , 1800.06 , 8 , 986 , 90.48 , 88.89 , 90.48 , 1076.48 , 985.2 , 8.47949 , 25753 , 11967 , 10.2222 , 2293 , 0.292727 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{OF}$+\textsc{sep} , ./data/ccvrp/A-n45-k6-scen-H666.svrp , 1097.87 , 954.774 , 13.0339 , 0.143 , 1800.06 , 8 , 994 , 103.87 , 100.07 , 103.87 , 1097.87 , 983.563 , 10.4117 , 21645 , 11681 , 8.42525 , 1432 , 0.18693 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{HS}$ , ./data/ccvrp/A-n45-k6-scen-L666.svrp , 985.05 , 928.71 , 5.71954 , 0.221 , 1800.06 , 7 , 979 , 6.05 , 5.64 , 6.05 , 985.05 , 966.559 , 1.87718 , 25537 , 8052 , 13.4588 , 363 , 0.042001 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{OF}$ , ./data/ccvrp/A-n45-k6-scen-L666.svrp , 982.82 , 928.71 , 5.50562 , 0.226 , 1800.07 , 7 , 969 , 13.82 , 13.28 , 13.82 , 982.82 , 970 , 1.30441 , 31710 , 6860 , 15.8104 , 293 , 0.036939 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{HS}$+\textsc{sep} , ./data/ccvrp/A-n45-k6-scen-L666.svrp , 985.09 , 928.71 , 5.72337 , 0.225 , 1800.07 , 7 , 968 , 17.09 , 16.16 , 17.09 , 985.09 , 967.352 , 1.80066 , 30557 , 7592 , 14.9703 , 395 , 0.062553 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{OF}$+\textsc{sep} , ./data/ccvrp/A-n45-k6-scen-L666.svrp , 982.82 , 928.71 , 5.50562 , 0.228 , 1800.07 , 7 , 969 , 13.82 , 13.28 , 13.82 , 982.82 , 962.303 , 2.0876 , 22666 , 8584 , 13.5453 , 395 , 0.054419 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{HS}$ , ./data/ccvrp/A-n55-k9-scen-H666.svrp , 1292.06 , 1083.04 , 16.1769 , 0.339 , 1800.12 , 11 , 1102 , 190.06 , 188.98 , 190.06 , 1292.06 , 1098.6 , 14.973 , 14816 , 12869 , 10.4079 , 717 , 0.167107 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{OF}$ , ./data/ccvrp/A-n55-k9-scen-H666.svrp , 1314.95 , 1083.04 , 17.6361 , 0.338 , 1800.09 , 11 , 1222 , 92.95 , 91.89 , 92.95 , 1314.95 , 1102.55 , 16.1528 , 13863 , 14142 , 8.15728 , 1029 , 0.147984 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{HS}$+\textsc{sep} , ./data/ccvrp/A-n55-k9-scen-H666.svrp , 1291.81 , 1083.04 , 16.1607 , 0.348 , 1800.09 , 11 , 1134 , 157.81 , 157.15 , 157.81 , 1291.81 , 1102.11 , 14.6847 , 12551 , 12255 , 8.15063 , 955 , 0.171405 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{OF}$+\textsc{sep} , ./data/ccvrp/A-n55-k9-scen-H666.svrp , 1321.01 , 1083.04 , 18.0139 , 0.346 , 1800.06 , 11 , 1188 , 133.01 , 133.01 , 133.01 , 1321.01 , 1103.25 , 16.4844 , 13827 , 14298 , 8.03571 , 1277 , 0.204235 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{HS}$ , ./data/ccvrp/A-n55-k9-scen-L666.svrp , 1158.39 , 1084.38 , 6.38884 , 0.365 , 1800.07 , 11 , 1143 , 15.39 , 15.39 , 15.39 , 1158.39 , 1111.5 , 4.04786 , 22089 , 12013 , 15.7859 , 583 , 0.123947 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{OF}$ , ./data/ccvrp/A-n55-k9-scen-L666.svrp , 1153.02 , 1084.38 , 5.95286 , 0.337 , 1800.11 , 11 , 1146 , 7.02 , 7.02 , 7.02 , 1153.02 , 1104.5 , 4.20808 , 24169 , 10322 , 19.8123 , 475 , 0.099017 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{HS}$+\textsc{sep} , ./data/ccvrp/A-n55-k9-scen-L666.svrp , 1168.18 , 1084.38 , 7.17335 , 0.357 , 1800.09 , 11 , 1123 , 45.18 , 45.18 , 45.18 , 1168.18 , 1112 , 4.80919 , 20723 , 12133 , 14.891 , 729 , 0.179641 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{OF}$+\textsc{sep} , ./data/ccvrp/A-n55-k9-scen-L666.svrp , 1156.46 , 1084.38 , 6.23261 , 0.338 , 1800.06 , 11 , 1134 , 22.46 , 22.46 , 22.46 , 1156.46 , 1110.01 , 4.01626 , 22004 , 11328 , 18.3039 , 540 , 0.111657 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{HS}$ , ./data/ccvrp/B-n39-k5-scen-H666.svrp , 609.31 , 573 , 5.9592 , 0.034 , 1161.73 , 6 , 606 , 3.31 , 3.31 , 3.31 , 609.31 , 609.31 , 0 , 158739 , 3580 , 20.2433 , 6236 , 0.694488 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
\textsc{pr}+$\mathcal{W}_{OF}$ , ./data/ccvrp/B-n39-k5-scen-H666.svrp , 609.31 , 573 , 5.9592 , 0.031 , 1070.01 , 6 , 606 , 3.31 , 3.31 , 3.31 , 609.31 , 609.31 , 0 , 120013 , 3852 , 14.5881 , 5501 , 0.630119 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
\textsc{pr}+$\mathcal{W}_{HS}$+\textsc{sep} , ./data/ccvrp/B-n39-k5-scen-H666.svrp , 609.31 , 573 , 5.9592 , 0.032 , 1070.08 , 6 , 606 , 3.31 , 3.31 , 3.31 , 609.31 , 609.31 , 0 , 117136 , 3333 , 14.8799 , 6136 , 1.15902 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
\textsc{pr}+$\mathcal{W}_{OF}$+\textsc{sep} , ./data/ccvrp/B-n39-k5-scen-H666.svrp , 609.31 , 573 , 5.9592 , 0.033 , 1761.57 , 6 , 606 , 3.31 , 3.31 , 3.31 , 609.31 , 609.31 , 0 , 153497 , 5103 , 24.1034 , 6041 , 1.13005 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
\textsc{pr}+$\mathcal{W}_{HS}$ , ./data/ccvrp/B-n39-k5-scen-L666.svrp , 564.72 , 548.167 , 2.93125 , 0.056 , 35.826 , 5 , 561 , 3.72 , 3.72 , 3.72 , 564.72 , 564.72 , 0 , 14511 , 933 , 1.2509 , 632 , 0.111267 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
\textsc{pr}+$\mathcal{W}_{OF}$ , ./data/ccvrp/B-n39-k5-scen-L666.svrp , 564.72 , 548.167 , 2.93125 , 0.057 , 18.697 , 5 , 561 , 3.72 , 3.72 , 3.72 , 564.72 , 564.72 , 0 , 7722 , 800 , 0.689031 , 521 , 0.066174 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
\textsc{pr}+$\mathcal{W}_{HS}$+\textsc{sep} , ./data/ccvrp/B-n39-k5-scen-L666.svrp , 564.72 , 548.167 , 2.93125 , 0.053 , 48.919 , 5 , 561 , 3.72 , 3.72 , 3.72 , 564.72 , 564.72 , 0 , 24174 , 916 , 1.82777 , 792 , 0.330344 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
\textsc{pr}+$\mathcal{W}_{OF}$+\textsc{sep} , ./data/ccvrp/B-n39-k5-scen-L666.svrp , 564.72 , 548.167 , 2.93125 , 0.056 , 39.057 , 5 , 561 , 3.72 , 3.72 , 3.72 , 564.72 , 564.72 , 0 , 16960 , 874 , 1.34738 , 645 , 0.208371 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
\textsc{pr}+$\mathcal{W}_{HS}$ , ./data/ccvrp/P-n50-k10-scen-H666.svrp , 845.86 , 686.482 , 18.8421 , 0.236 , 1800.24 , 13 , 773 , 72.86 , 72.82 , 72.86 , 845.86 , 706.429 , 16.484 , 12582 , 15358 , 6.80229 , 696 , 0.095309 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{OF}$ , ./data/ccvrp/P-n50-k10-scen-H666.svrp , 841.64 , 686.482 , 18.4351 , 0.243 , 1800.1 , 13 , 787 , 54.64 , 53.13 , 54.64 , 841.64 , 706.556 , 16.0501 , 11681 , 15634 , 6.40782 , 438 , 0.053309 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{HS}$+\textsc{sep} , ./data/ccvrp/P-n50-k10-scen-H666.svrp , 832.92 , 686.482 , 17.5812 , 0.26 , 1800.09 , 13 , 783 , 49.92 , 49.92 , 49.92 , 832.92 , 705.806 , 15.2613 , 11633 , 15144 , 6.49199 , 559 , 0.069819 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{OF}$+\textsc{sep} , ./data/ccvrp/P-n50-k10-scen-H666.svrp , 822.25 , 686.482 , 16.5117 , 0.255 , 1800.08 , 13 , 751 , 71.25 , 71.25 , 71.25 , 822.25 , 705.35 , 14.2171 , 12301 , 15363 , 7.95761 , 383 , 0.058846 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
