Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Path Cuts , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved , Wrong Cuts
PR , ./data/Jabali/k2/60_2_0.90_1_0.svrp , 686.44 , 680.75 , 0.828914 , 0.042 , 0.981 , 2 , 685 , 1.44 , 1.36 , 1.44 , 686.44 , 686.44 , 0 , 112 , 142 , 0.066503 , 41 , 0.039826 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k2/60_2_0.90_1_0.svrp , 686.44 , 680.75 , 0.828914 , 0.042 , 2.445 , 2 , 685 , 1.44 , 1.36 , 1.44 , 686.44 , 686.44 , 0 , 370 , 371 , 0.169721 , 11 , 0.053563 , 2 , 39 , 0.189427 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI+Lagrangian , ./data/Jabali/k2/60_2_0.90_1_0.svrp , 686.44 , 681.39 , 0.73568 , 0.304 , 2.537 , 2 , 685 , 1.44 , 1.36 , 1.44 , 686.44 , 686.44 , 0 , 330 , 348 , 0.228134 , 4 , 0.041571 , 8 , 0 , 0.135545 , 44 , 0.059196 , 34 , 0.146528 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.90_1_1.svrp , 656.44 , 641 , 2.35208 , 0.035 , 19.04 , 2 , 653 , 3.44 , 2.8 , 3.44 , 656.44 , 656.44 , 0 , 4953 , 738 , 0.80691 , 1211 , 1.09485 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k2/60_2_0.90_1_1.svrp , 656.44 , 641.48 , 2.27896 , 0.04 , 4.884 , 2 , 653 , 3.44 , 2.8 , 3.44 , 656.44 , 656.44 , 0 , 1765 , 467 , 0.437919 , 152 , 0.234907 , 36 , 68 , 1.82837 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI+Lagrangian , ./data/Jabali/k2/60_2_0.90_1_1.svrp , 656.44 , 646.78 , 1.47157 , 0.316 , 5.349 , 2 , 653 , 3.44 , 2.8 , 3.44 , 656.44 , 656.44 , 0 , 1648 , 400 , 0.487618 , 32 , 0.177854 , 21 , 0 , 1.78919 , 69 , 0.058968 , 49 , 1.81944 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.90_1_2.svrp , 708.76 , 688 , 2.92906 , 0.018 , 23.676 , 2 , 707 , 1.76 , 1.52 , 1.76 , 708.76 , 708.76 , 0 , 3541 , 901 , 1.0203 , 382 , 0.632419 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k2/60_2_0.90_1_2.svrp , 708.76 , 688 , 2.92906 , 0.019 , 28.008 , 2 , 707 , 1.76 , 1.52 , 1.76 , 708.76 , 708.76 , 0 , 3408 , 1131 , 1.16254 , 24 , 0.39387 , 19 , 106 , 1.20584 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI+Lagrangian , ./data/Jabali/k2/60_2_0.90_1_2.svrp , 708.76 , 688 , 2.92906 , 0.142 , 40.194 , 2 , 707 , 1.76 , 1.52 , 1.76 , 708.76 , 708.76 , 0 , 4874 , 1293 , 1.74372 , 36 , 0.679671 , 54 , 0 , 1.97964 , 0 , 0.012734 , 165 , 2.00203 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.90_1_3.svrp , 713.24 , 701 , 1.71611 , 0.026 , 3.323 , 2 , 710 , 3.24 , 3.2 , 3.24 , 713.24 , 713.24 , 0 , 774 , 378 , 0.230061 , 100 , 0.1669 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k2/60_2_0.90_1_3.svrp , 713.24 , 701 , 1.71611 , 0.027 , 5.673 , 2 , 710 , 3.24 , 3.2 , 3.24 , 713.24 , 713.24 , 0 , 713 , 408 , 0.269119 , 25 , 0.114981 , 4 , 43 , 0.335903 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI+Lagrangian , ./data/Jabali/k2/60_2_0.90_1_3.svrp , 713.24 , 704.089 , 1.28308 , 0.367 , 1.885 , 2 , 710 , 3.24 , 3.2 , 3.24 , 713.24 , 713.24 , 0 , 411 , 278 , 0.235766 , 8 , 0.054151 , 7 , 0 , 0.162155 , 57 , 0.063002 , 22 , 0.165139 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.90_1_4.svrp , 727.4 , 715 , 1.7047 , 0.027 , 2.533 , 2 , 724 , 3.4 , 3.16 , 3.4 , 727.4 , 727.4 , 0 , 1573 , 332 , 0.272951 , 235 , 0.274602 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k2/60_2_0.90_1_4.svrp , 727.4 , 715 , 1.7047 , 0.028 , 6.523 , 2 , 724 , 3.4 , 3.16 , 3.4 , 727.4 , 727.4 , 0 , 607 , 432 , 0.243104 , 6 , 0.082149 , 5 , 40 , 0.295174 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI+Lagrangian , ./data/Jabali/k2/60_2_0.90_1_4.svrp , 727.4 , 717.702 , 1.33319 , 0.278 , 1.213 , 2 , 724 , 3.4 , 3.16 , 3.4 , 727.4 , 727.4 , 0 , 182 , 191 , 0.137128 , 8 , 0.025942 , 8 , 0 , 0.114754 , 10 , 0.037309 , 25 , 0.093396 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.90_1_5.svrp , 663.6 , 652 , 1.74804 , 0.018 , 0.446 , 2 , 659 , 4.6 , 4.6 , 4.6 , 663.6 , 663.6 , 0 , 101 , 143 , 0.033516 , 46 , 0.029917 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k2/60_2_0.90_1_5.svrp , 663.6 , 652.64 , 1.6516 , 0.022 , 0.937 , 2 , 659 , 4.6 , 4.6 , 4.6 , 663.6 , 663.6 , 0 , 200 , 211 , 0.087779 , 14 , 0.034706 , 5 , 10 , 0.255363 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI+Lagrangian , ./data/Jabali/k2/60_2_0.90_1_5.svrp , 663.6 , 652.96 , 1.60338 , 0.163 , 0.371 , 2 , 659 , 4.6 , 4.6 , 4.6 , 663.6 , 663.6 , 0 , 1 , 97 , 0.028959 , 1 , 0.002254 , 2 , 0 , 0.017988 , 7 , 0.01997 , 2 , 0.018274 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.90_1_6.svrp , 644.6 , 635.5 , 1.41173 , 0.052 , 0.671 , 2 , 639 , 5.6 , 5.2 , 5.6 , 644.6 , 644.6 , 0 , 322 , 144 , 0.06912 , 123 , 0.091264 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k2/60_2_0.90_1_6.svrp , 644.6 , 636.06 , 1.32485 , 0.058 , 0.534 , 2 , 639 , 5.6 , 5.2 , 5.6 , 644.6 , 644.6 , 0 , 1 , 121 , 0.035743 , 10 , 0.016002 , 14 , 4 , 0.13115 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI+Lagrangian , ./data/Jabali/k2/60_2_0.90_1_6.svrp , 644.6 , 636.54 , 1.25039 , 0.224 , 6.811 , 2 , 639 , 5.6 , 5.2 , 5.6 , 644.6 , 644.6 , 0 , 642 , 358 , 0.222354 , 61 , 0.124932 , 16 , 0 , 0.991789 , 4 , 0.018655 , 25 , 1.00174 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.90_1_7.svrp , 669 , 658 , 1.64425 , 0.02 , 0.856 , 2 , 666 , 3 , 2.52 , 3 , 669 , 669 , 0 , 508 , 180 , 0.098705 , 91 , 0.114421 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k2/60_2_0.90_1_7.svrp , 669 , 658 , 1.64425 , 0.02 , 0.411 , 2 , 666 , 3 , 2.52 , 3 , 669 , 669 , 0 , 107 , 127 , 0.043079 , 10 , 0.021056 , 14 , 19 , 0.093159 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI+Lagrangian , ./data/Jabali/k2/60_2_0.90_1_7.svrp , 669 , 659.5 , 1.42003 , 0.156 , 2.013 , 2 , 666 , 3 , 2.52 , 3 , 669 , 669 , 0 , 393 , 330 , 0.143269 , 15 , 0.054602 , 10 , 0 , 0.15659 , 2 , 0.010764 , 42 , 0.187402 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.90_1_8.svrp , 609.84 , 601 , 1.44956 , 0.042 , 3.455 , 2 , 608 , 1.84 , 1.76 , 1.84 , 609.84 , 609.84 , 0 , 903 , 278 , 0.189124 , 180 , 0.228518 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k2/60_2_0.90_1_8.svrp , 609.84 , 601 , 1.44956 , 0.042 , 1.423 , 2 , 608 , 1.84 , 1.84 , 1.84 , 609.84 , 609.84 , 0 , 268 , 286 , 0.110673 , 36 , 0.053745 , 6 , 17 , 0.149335 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI+Lagrangian , ./data/Jabali/k2/60_2_0.90_1_8.svrp , 609.84 , 602.6 , 1.1872 , 0.265 , 0.932 , 2 , 608 , 1.84 , 1.84 , 1.84 , 609.84 , 609.84 , 0 , 130 , 164 , 0.079725 , 21 , 0.03023 , 10 , 0 , 0.105587 , 24 , 0.022523 , 13 , 0.089604 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.90_1_9.svrp , 669.12 , 655 , 2.11023 , 0.011 , 5.588 , 2 , 667 , 2.12 , 2.12 , 2.12 , 669.12 , 669.12 , 0 , 647 , 427 , 0.218505 , 102 , 0.14123 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k2/60_2_0.90_1_9.svrp , 669.12 , 655.32 , 2.06241 , 0.016 , 2.19 , 2 , 667 , 2.12 , 2.12 , 2.12 , 669.12 , 669.12 , 0 , 572 , 297 , 0.182566 , 1 , 0.075051 , 13 , 28 , 0.813813 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI+Lagrangian , ./data/Jabali/k2/60_2_0.90_1_9.svrp , 669.12 , 656.57 , 1.8756 , 0.196 , 8.428 , 2 , 667 , 2.12 , 2.12 , 2.12 , 669.12 , 669.12 , 0 , 577 , 455 , 0.263181 , 9 , 0.088539 , 2 , 0 , 0.800181 , 10 , 0.028595 , 31 , 0.824844 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.93_1_0.svrp , 712.4 , 702 , 1.45985 , 0.024 , 0.763 , 2 , 707 , 5.4 , 5.32 , 5.4 , 712.4 , 712.4 , 0 , 383 , 211 , 0.087645 , 122 , 0.096193 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k2/60_2_0.93_1_0.svrp , 712.4 , 702.2 , 1.43178 , 0.028 , 7.17 , 2 , 707 , 5.4 , 5.32 , 5.4 , 712.4 , 712.4 , 0 , 734 , 552 , 0.272258 , 24 , 0.100949 , 23 , 37 , 1.07728 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI+Lagrangian , ./data/Jabali/k2/60_2_0.93_1_0.svrp , 712.4 , 703.2 , 1.29141 , 0.186 , 0.624 , 2 , 707 , 5.4 , 5.32 , 5.4 , 712.4 , 712.4 , 0 , 83 , 159 , 0.051903 , 10 , 0.011593 , 6 , 0 , 0.102485 , 4 , 0.017118 , 19 , 0.077262 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.93_1_1.svrp , 658.56 , 642.5 , 2.43865 , 0.022 , 6.35 , 2 , 653 , 5.56 , 5.56 , 5.56 , 658.56 , 658.56 , 0 , 640 , 479 , 0.213056 , 97 , 0.120744 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k2/60_2_0.93_1_1.svrp , 658.56 , 643.46 , 2.29288 , 0.027 , 2.322 , 2 , 653 , 5.56 , 5.56 , 5.56 , 658.56 , 658.56 , 0 , 533 , 314 , 0.17533 , 16 , 0.075336 , 14 , 27 , 0.773614 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI+Lagrangian , ./data/Jabali/k2/60_2_0.93_1_1.svrp , 658.56 , 650.62 , 1.20566 , 0.263 , 0.885 , 2 , 653 , 5.56 , 5.56 , 5.56 , 658.56 , 658.56 , 0 , 125 , 128 , 0.078803 , 7 , 0.017313 , 4 , 0 , 0.139407 , 42 , 0.038275 , 4 , 0.139837 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.93_1_2.svrp , 687.84 , 677 , 1.57595 , 0.03 , 0.873 , 2 , 684 , 3.84 , 3.08 , 3.84 , 687.84 , 687.84 , 0 , 313 , 210 , 0.081138 , 89 , 0.070973 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k2/60_2_0.93_1_2.svrp , 687.84 , 677 , 1.57595 , 0.031 , 0.627 , 2 , 684 , 3.84 , 3.08 , 3.84 , 687.84 , 687.84 , 0 , 68 , 139 , 0.056611 , 8 , 0.016215 , 6 , 13 , 0.07278 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI+Lagrangian , ./data/Jabali/k2/60_2_0.93_1_2.svrp , 687.84 , 679.1 , 1.27064 , 0.219 , 1.347 , 2 , 685 , 2.84 , 2.84 , 2.84 , 687.84 , 687.84 , 0 , 221 , 256 , 0.112701 , 6 , 0.026547 , 3 , 0 , 0.123424 , 14 , 0.025869 , 16 , 0.086026 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.93_1_3.svrp , 695.96 , 681 , 2.14955 , 0.04 , 2.835 , 2 , 689 , 6.96 , 6.88 , 6.96 , 695.96 , 695.96 , 0 , 1361 , 304 , 0.27384 , 199 , 0.227805 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k2/60_2_0.93_1_3.svrp , 695.96 , 682.08 , 1.99437 , 0.046 , 1.427 , 2 , 689 , 6.96 , 6.88 , 6.96 , 695.96 , 695.96 , 0 , 152 , 195 , 0.100381 , 3 , 0.0267 , 7 , 24 , 0.281817 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI+Lagrangian , ./data/Jabali/k2/60_2_0.93_1_3.svrp , 695.96 , 682.26 , 1.9685 , 0.238 , 12.508 , 2 , 689 , 6.96 , 6.88 , 6.96 , 695.96 , 695.96 , 0 , 854 , 577 , 0.324365 , 33 , 0.129722 , 12 , 0 , 1.28526 , 4 , 0.019638 , 86 , 1.29809 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.93_1_4.svrp , 634.56 , 630 , 0.718608 , 0.039 , 0.406 , 2 , 632 , 2.56 , 2.56 , 2.56 , 634.56 , 634.56 , 0 , 22 , 143 , 0.036599 , 21 , 0.016867 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k2/60_2_0.93_1_4.svrp , 634.56 , 630 , 0.718608 , 0.039 , 0.251 , 2 , 632 , 2.56 , 2.56 , 2.56 , 634.56 , 634.56 , 0 , 1 , 101 , 0.025276 , 2 , 0.006258 , 4 , 6 , 0.032238 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI+Lagrangian , ./data/Jabali/k2/60_2_0.93_1_4.svrp , 634.56 , 630.2 , 0.68709 , 0.221 , 0.914 , 2 , 632 , 2.56 , 2.56 , 2.56 , 634.56 , 634.56 , 0 , 112 , 207 , 0.080361 , 7 , 0.016174 , 3 , 0 , 0.052873 , 2 , 0.011952 , 10 , 0.051186 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.93_1_5.svrp , 662.28 , 645.071 , 2.59838 , 0.03 , 2.598 , 2 , 652 , 10.28 , 9.72 , 10.28 , 662.28 , 662.28 , 0 , 1082 , 194 , 0.15738 , 185 , 0.199995 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k2/60_2_0.93_1_5.svrp , 662.28 , 646.17 , 2.43247 , 0.034 , 5.434 , 2 , 652 , 10.28 , 9.72 , 10.28 , 662.28 , 662.28 , 0 , 1504 , 202 , 0.212217 , 138 , 0.222029 , 102 , 13 , 2.82702 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI+Lagrangian , ./data/Jabali/k2/60_2_0.93_1_5.svrp , 662.28 , 649.9 , 1.8693 , 0.503 , 1.998 , 2 , 652 , 10.28 , 9.72 , 10.28 , 662.28 , 662.28 , 0 , 317 , 151 , 0.104658 , 41 , 0.054174 , 8 , 0 , 0.552824 , 92 , 0.187691 , 9 , 0.326874 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.93_1_6.svrp , 673.44 , 657 , 2.4412 , 0.06 , 6.387 , 2 , 671 , 2.44 , 2.44 , 2.44 , 673.44 , 673.44 , 0 , 1851 , 489 , 0.408669 , 424 , 0.439998 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k2/60_2_0.93_1_6.svrp , 673.44 , 657.16 , 2.41744 , 0.068 , 7.541 , 2 , 671 , 2.44 , 2.44 , 2.44 , 673.44 , 673.44 , 0 , 1202 , 618 , 0.420721 , 80 , 0.181259 , 25 , 43 , 1.68527 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI+Lagrangian , ./data/Jabali/k2/60_2_0.93_1_6.svrp , 673.44 , 658.94 , 2.15312 , 0.358 , 4.12 , 2 , 671 , 2.44 , 2.44 , 2.44 , 673.44 , 673.44 , 0 , 750 , 414 , 0.284407 , 78 , 0.114834 , 15 , 0 , 0.865822 , 65 , 0.076011 , 26 , 0.743915 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.93_1_7.svrp , 609.08 , 604.028 , 0.829478 , 0.07 , 0.308 , 2 , 604 , 5.07996 , 5.08 , 5.08 , 609.08 , 609.08 , 0 , 44 , 130 , 0.037299 , 20 , 0.021715 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k2/60_2_0.93_1_7.svrp , 609.08 , 605 , 0.669863 , 0.071 , 0.787 , 2 , 604 , 5.08 , 5.08 , 5.08 , 609.08 , 609.08 , 0 , 73 , 193 , 0.057165 , 2 , 0.011346 , 6 , 16 , 0.130348 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI+Lagrangian , ./data/Jabali/k2/60_2_0.93_1_7.svrp , 609.08 , 605.2 , 0.637026 , 0.27 , 1.189 , 2 , 604 , 5.08 , 5.08 , 5.08 , 609.08 , 609.08 , 0 , 112 , 189 , 0.088974 , 2 , 0.0213 , 5 , 0 , 0.199509 , 11 , 0.026679 , 7 , 0.187373 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.93_1_8.svrp , 610 , 606.294 , 0.607522 , 0.04 , 0.291 , 2 , 606 , 4 , 4 , 4 , 610 , 610 , 0 , 83 , 109 , 0.029838 , 48 , 0.043176 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k2/60_2_0.93_1_8.svrp , 610 , 607.74 , 0.370422 , 0.042 , 0.174 , 2 , 606 , 4 , 4 , 4 , 610 , 610 , 0 , 1 , 102 , 0.017898 , 0 , 0.001454 , 1 , 3 , 0.01645 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI+Lagrangian , ./data/Jabali/k2/60_2_0.93_1_8.svrp , 610 , 608.7 , 0.213115 , 0.385 , 0.57 , 2 , 606 , 4 , 4 , 4 , 610 , 610 , 0 , 1 , 114 , 0.043054 , 0 , 0.002028 , 1 , 0 , 0.014168 , 21 , 0.059176 , 0 , 0.012999 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.93_1_9.svrp , 665.48 , 651.75 , 2.06317 , 0.052 , 5.558 , 2 , 661 , 4.48 , 4.48 , 4.48 , 665.48 , 665.48 , 0 , 1386 , 425 , 0.27554 , 296 , 0.299276 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k2/60_2_0.93_1_9.svrp , 665.48 , 651.99 , 2.02711 , 0.056 , 2.2 , 2 , 661 , 4.48 , 4.48 , 4.48 , 665.48 , 665.48 , 0 , 599 , 257 , 0.129754 , 53 , 0.076615 , 35 , 22 , 0.717922 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI+Lagrangian , ./data/Jabali/k2/60_2_0.93_1_9.svrp , 665.48 , 652.39 , 1.967 , 0.356 , 2.96 , 2 , 661 , 4.48 , 4.48 , 4.48 , 665.48 , 665.48 , 0 , 557 , 263 , 0.161579 , 32 , 0.070271 , 30 , 0 , 0.758126 , 15 , 0.056528 , 12 , 0.640345 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.95_1_0.svrp , 695.12 , 668.917 , 3.76961 , 0.042 , 47.313 , 2 , 671 , 24.12 , 23.8 , 24.12 , 695.12 , 695.12 , 0 , 9786 , 1618 , 1.80549 , 1981 , 1.6852 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k2/60_2_0.95_1_0.svrp , 695.12 , 674.357 , 2.98701 , 0.047 , 10.765 , 2 , 671 , 24.12 , 23.8 , 24.12 , 695.12 , 695.12 , 0 , 1200 , 846 , 0.411904 , 66 , 0.141639 , 29 , 92 , 1.42495 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI+Lagrangian , ./data/Jabali/k2/60_2_0.95_1_0.svrp , 695.12 , 680.8 , 2.06008 , 0.462 , 2.195 , 2 , 671 , 24.12 , 23.8 , 24.12 , 695.12 , 695.12 , 0 , 561 , 296 , 0.196055 , 18 , 0.050956 , 9 , 0 , 0.497823 , 83 , 0.134639 , 29 , 0.51076 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.95_1_1.svrp , 686.64 , 673.125 , 1.96828 , 0.05 , 17.888 , 2 , 677 , 9.64 , 8.24 , 9.64 , 686.64 , 686.64 , 0 , 3906 , 883 , 0.768002 , 1187 , 0.809846 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k2/60_2_0.95_1_1.svrp , 686.64 , 674.565 , 1.75856 , 0.055 , 11.7 , 2 , 677 , 9.64 , 8.24 , 9.64 , 686.64 , 686.64 , 0 , 1436 , 775 , 0.444411 , 114 , 0.188868 , 80 , 181 , 1.89228 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI+Lagrangian , ./data/Jabali/k2/60_2_0.95_1_1.svrp , 686.64 , 677.092 , 1.39047 , 1.009 , 4.249 , 2 , 677 , 9.64 , 8.24 , 9.64 , 686.64 , 686.64 , 0 , 750 , 418 , 0.405175 , 61 , 0.082104 , 38 , 0 , 0.759434 , 135 , 0.34834 , 96 , 0.768962 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.95_1_2.svrp , 651.64 , 639.5 , 1.86299 , 0.03 , 5.899 , 2 , 642 , 9.64 , 9.6 , 9.64 , 651.64 , 651.64 , 0 , 2882 , 340 , 0.40823 , 703 , 0.634233 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k2/60_2_0.95_1_2.svrp , 651.64 , 641.18 , 1.60518 , 0.036 , 1.118 , 2 , 642 , 9.64 , 9.6 , 9.64 , 651.64 , 651.64 , 0 , 447 , 211 , 0.110478 , 36 , 0.051128 , 19 , 37 , 0.4765 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI+Lagrangian , ./data/Jabali/k2/60_2_0.95_1_2.svrp , 651.64 , 642.38 , 1.42103 , 0.34 , 2.296 , 2 , 642 , 9.64 , 9.6 , 9.64 , 651.64 , 651.64 , 0 , 432 , 225 , 0.14416 , 46 , 0.058802 , 20 , 0 , 0.466182 , 18 , 0.067868 , 49 , 0.491983 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.95_1_3.svrp , 681.36 , 667.167 , 2.08309 , 0.059 , 7.891 , 2 , 667 , 14.36 , 12.88 , 14.36 , 681.36 , 681.36 , 0 , 2774 , 497 , 0.458105 , 895 , 0.612588 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k2/60_2_0.95_1_3.svrp , 681.36 , 670.582 , 1.58177 , 0.073 , 1.079 , 2 , 667 , 14.36 , 12.88 , 14.36 , 681.36 , 681.36 , 0 , 420 , 197 , 0.099952 , 27 , 0.04926 , 18 , 23 , 0.495857 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI+Lagrangian , ./data/Jabali/k2/60_2_0.95_1_3.svrp , 681.36 , 674.767 , 0.967672 , 1.066 , 1.921 , 2 , 667 , 14.36 , 12.88 , 14.36 , 681.36 , 681.36 , 0 , 182 , 157 , 0.133231 , 17 , 0.028294 , 10 , 0 , 0.26223 , 153 , 0.464542 , 18 , 0.246232 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.95_1_4.svrp , 710.56 , 688.4 , 3.11867 , 0.02 , 528.94 , 2 , 697 , 13.56 , 13.32 , 13.56 , 710.56 , 710.56 , 0 , 41981 , 2815 , 6.87408 , 8875 , 8.3774 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k2/60_2_0.95_1_4.svrp , 710.56 , 689.6 , 2.94979 , 0.025 , 123.529 , 2 , 697 , 13.56 , 13.32 , 13.56 , 710.56 , 710.56 , 0 , 11087 , 2099 , 2.92034 , 191 , 1.25831 , 148 , 637 , 13.8704 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI+Lagrangian , ./data/Jabali/k2/60_2_0.95_1_4.svrp , 710.56 , 692.207 , 2.58294 , 0.42 , 57.572 , 2 , 697 , 13.56 , 13.32 , 13.56 , 710.56 , 710.56 , 0 , 8900 , 1578 , 2.35327 , 97 , 0.951453 , 53 , 0 , 10.0658 , 38 , 0.148402 , 390 , 10.2183 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.95_1_5.svrp , 683 , 666.3 , 2.4451 , 0.042 , 3.719 , 2 , 669 , 14 , 10 , 14 , 683 , 683 , 0 , 1738 , 399 , 0.365187 , 219 , 0.248158 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k2/60_2_0.95_1_5.svrp , 683 , 669.199 , 2.02067 , 0.055 , 2.431 , 2 , 669 , 14 , 10 , 14 , 683 , 683 , 0 , 505 , 288 , 0.138938 , 95 , 0.085922 , 15 , 20 , 0.604542 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI+Lagrangian , ./data/Jabali/k2/60_2_0.95_1_5.svrp , 683 , 671.1 , 1.74231 , 0.318 , 3.154 , 2 , 669 , 14 , 10 , 14 , 683 , 683 , 0 , 586 , 249 , 0.171764 , 56 , 0.087295 , 23 , 0 , 0.892008 , 31 , 0.06126 , 11 , 0.701743 , 1 , 0
PR , ./data/Jabali/k2/60_2_0.95_1_6.svrp , 665.6 , 639.5 , 3.92127 , 0.028 , 6.91 , 2 , 646 , 19.6 , 16.64 , 19.6 , 665.6 , 665.6 , 0 , 2518 , 526 , 0.565236 , 562 , 0.501406 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
