Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved
SVRP-SET-PR , ./data/Jabali/k4/40_4_0.80_1_0.svrp , 732.4 , 704.88 , 3.75751 , 0.049 , 18.304 , 4 , 722 , 10.4 , 10.03 , 10.4 , 732.4 , 732.4 , 0 , 3572 , 901 , 0.542582 , 130 , 0.302266 , 124 , 0.071569 , 0 , 0 , 0 , 0 , 1
SVRP-SRI-PR-FLOW , ./data/Jabali/k4/40_4_0.80_1_0.svrp , 732.4 , 720.39 , 1.63981 , 60.07 , 67.988 , 4 , 722 , 10.4 , 10.03 , 10.4 , 732.4 , 732.4 , 0 , 1469 , 585 , 3.34328 , 99 , 0.119145 , 0 , 0 , 3076 , 14.4521 , 158 , 0.322166 , 1
SVRP-SRI-PR-SCENOPT_CUTS-FLOW , ./data/Jabali/k4/40_4_0.80_1_0.svrp , 732.4 , 720.39 , 1.63981 , 60.086 , 66.066 , 4 , 722 , 10.4 , 10.03 , 10.4 , 732.4 , 732.4 , 0 , 1249 , 515 , 3.22287 , 93 , 0.675435 , 0 , 0 , 3076 , 14.8817 , 133 , 0.214986 , 1
SVRP-SET-PR , ./data/Jabali/k4/40_4_0.80_1_1.svrp , 657.47 , 641.15 , 2.48224 , 0.032 , 3.641 , 4 , 646 , 11.47 , 11.36 , 11.47 , 657.47 , 657.47 , 0 , 1654 , 491 , 0.214289 , 88 , 0.072281 , 87 , 0.024097 , 0 , 0 , 0 , 0 , 1
SVRP-SRI-PR-FLOW , ./data/Jabali/k4/40_4_0.80_1_1.svrp , 657.47 , 647.83 , 1.46623 , 60.285 , 66.438 , 4 , 646 , 11.47 , 11.36 , 11.47 , 657.47 , 657.47 , 0 , 1305 , 521 , 2.76576 , 100 , 0.069239 , 0 , 0 , 3203 , 29.9331 , 146 , 0.290585 , 1
SVRP-SRI-PR-SCENOPT_CUTS-FLOW , ./data/Jabali/k4/40_4_0.80_1_1.svrp , 657.47 , 647.83 , 1.46623 , 60.069 , 65.407 , 4 , 646 , 11.47 , 11.36 , 11.47 , 657.47 , 657.47 , 0 , 1448 , 429 , 2.7397 , 92 , 0.562504 , 0 , 0 , 3203 , 29.9795 , 115 , 0.271999 , 1
SVRP-SET-PR , ./data/Jabali/k4/40_4_0.80_1_2.svrp , 696.48 , 684.09 , 1.77895 , 0.026 , 2.742 , 4 , 673 , 23.48 , 22.34 , 23.48 , 696.48 , 696.48 , 0 , 2584 , 272 , 0.203718 , 128 , 0.11689 , 28 , 0.034537 , 0 , 0 , 0 , 0 , 1
SVRP-SRI-PR-FLOW , ./data/Jabali/k4/40_4_0.80_1_2.svrp , 696.48 , 693.79 , 0.386228 , 60.127 , 60.638 , 4 , 673 , 23.48 , 22.34 , 23.48 , 696.48 , 696.48 , 0 , 166 , 123 , 1.76984 , 19 , 0.038852 , 0 , 0 , 3102 , 44.3026 , 39 , 0.039413 , 1
SVRP-SRI-PR-SCENOPT_CUTS-FLOW , ./data/Jabali/k4/40_4_0.80_1_2.svrp , 696.48 , 693.87 , 0.374742 , 60.045 , 60.585 , 4 , 673 , 23.48 , 22.34 , 23.48 , 696.48 , 696.48 , 0 , 115 , 123 , 1.77426 , 20 , 0.096149 , 0 , 0 , 3102 , 43.7424 , 39 , 0.027281 , 1
SVRP-SET-PR , ./data/Jabali/k4/40_4_0.80_1_3.svrp , 596.75 , 594.4 , 0.3938 , 0.038 , 0.538 , 4 , 591 , 5.75 , 5.66 , 5.75 , 596.75 , 596.75 , 0 , 61 , 159 , 0.009615 , 18 , 0.013411 , 21 , 0.003542 , 0 , 0 , 0 , 0 , 1
SVRP-SRI-PR-FLOW , ./data/Jabali/k4/40_4_0.80_1_3.svrp , 596.75 , 596.69 , 0.0100545 , 18.263 , 18.453 , 4 , 591 , 5.75 , 5.66 , 5.75 , 596.75 , 596.75 , 0 , 1 , 174 , 0.526745 , 5 , 0.006022 , 0 , 0 , 1916 , 5.62658 , 38 , 0.005926 , 1
SVRP-SRI-PR-SCENOPT_CUTS-FLOW , ./data/Jabali/k4/40_4_0.80_1_3.svrp , 596.75 , 596.69 , 0.0100545 , 19.472 , 19.713 , 4 , 591 , 5.75 , 5.66 , 5.75 , 596.75 , 596.75 , 0 , 1 , 174 , 0.531812 , 6 , 0.031213 , 0 , 0 , 1916 , 6.43341 , 38 , 0.005986 , 1
SVRP-SET-PR , ./data/Jabali/k4/40_4_0.80_1_4.svrp , 708.87 , 708.63 , 0.0338567 , 0.042 , 0.519 , 4 , 706 , 2.87 , 2.69 , 2.87 , 708.87 , 708.87 , 0 , 1 , 150 , 0.010661 , 28 , 0.010095 , 22 , 0.002812 , 0 , 0 , 0 , 0 , 1
SVRP-SRI-PR-FLOW , ./data/Jabali/k4/40_4_0.80_1_4.svrp , 708.87 , 708.87 , 0 , 7.622 , 7.818 , 4 , 706 , 2.87 , 2.69 , 2.87 , 708.87 , 708.87 , 0 , 1 , 185 , 0.057461 , 4 , 0.002953 , 0 , 0 , 201 , 7.05416 , 21 , 0.003505 , 1
SVRP-SRI-PR-SCENOPT_CUTS-FLOW , ./data/Jabali/k4/40_4_0.80_1_4.svrp , 708.87 , 708.87 , 0 , 7.594 , 7.825 , 4 , 706 , 2.87 , 2.69 , 2.87 , 708.87 , 708.87 , 0 , 1 , 185 , 0.058816 , 3 , 0.022671 , 0 , 0 , 201 , 7.0151 , 19 , 0.005283 , 1
SVRP-SET-PR , ./data/Jabali/k4/40_4_0.80_1_5.svrp , 697.9 , 689.03 , 1.27096 , 0.034 , 1.996 , 4 , 690 , 7.9 , 7.84 , 7.9 , 697.9 , 697.9 , 0 , 508 , 301 , 0.071362 , 59 , 0.052008 , 65 , 0.012649 , 0 , 0 , 0 , 0 , 1
SVRP-SRI-PR-FLOW , ./data/Jabali/k4/40_4_0.80_1_5.svrp , 697.9 , 692.28 , 0.805273 , 50.005 , 51.882 , 4 , 690 , 7.9 , 7.84 , 7.9 , 697.9 , 697.9 , 0 , 580 , 296 , 0.992524 , 53 , 0.10172 , 0 , 0 , 1519 , 39.8042 , 77 , 0.123042 , 1
SVRP-SRI-PR-SCENOPT_CUTS-FLOW , ./data/Jabali/k4/40_4_0.80_1_5.svrp , 697.9 , 692.28 , 0.805273 , 49.657 , 53.906 , 4 , 690 , 7.9 , 7.84 , 7.9 , 697.9 , 697.9 , 0 , 665 , 348 , 1.02357 , 71 , 0.520258 , 0 , 0 , 1519 , 39.7537 , 88 , 0.154292 , 1
SVRP-SET-PR , ./data/Jabali/k4/40_4_0.80_1_6.svrp , 678.6 , 657.83 , 3.06071 , 0.035 , 26.733 , 4 , 669 , 9.6 , 9.42 , 9.6 , 678.6 , 678.6 , 0 , 4620 , 1304 , 0.771959 , 168 , 0.352683 , 141 , 0.083416 , 0 , 0 , 0 , 0 , 1
SVRP-SRI-PR-FLOW , ./data/Jabali/k4/40_4_0.80_1_6.svrp , 678.6 , 666.12 , 1.83908 , 60.087 , 65.941 , 4 , 669 , 9.6 , 9.42 , 9.6 , 678.6 , 678.6 , 0 , 1063 , 562 , 2.99368 , 27 , 0.033685 , 0 , 0 , 5035 , 2.50861 , 128 , 0.216404 , 1
SVRP-SRI-PR-SCENOPT_CUTS-FLOW , ./data/Jabali/k4/40_4_0.80_1_6.svrp , 678.6 , 665.99 , 1.85822 , 60.068 , 67.612 , 4 , 669 , 9.6 , 9.42 , 9.6 , 678.6 , 678.6 , 0 , 1478 , 645 , 3.22078 , 51 , 0.692698 , 0 , 0 , 5066 , 2.87597 , 138 , 0.279972 , 1
SVRP-SET-PR , ./data/Jabali/k4/40_4_0.80_1_7.svrp , 658.13 , 655.13 , 0.455837 , 0.047 , 0.461 , 4 , 651 , 7.13 , 6.18 , 7.13 , 658.13 , 658.13 , 0 , 20 , 125 , 0.021969 , 10 , 0.004503 , 10 , 0.002459 , 0 , 0 , 0 , 0 , 1
