Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved
SVRP-SET-PR , ./data/Jabali/k3/50_3_0.85_1_0.svrp , 666.14 , 650.09 , 2.4094 , 0.058 , 10.824 , 3 , 658 , 8.14 , 8.14 , 8.14 , 666.14 , 666.14 , 0 , 1070 , 532 , 0.354517 , 40 , 0.053971 , 43 , 0.10504 , 0 , 0 , 0 , 0 , 1
SVRP-SRI-PR-FLOW , ./data/Jabali/k3/50_3_0.85_1_0.svrp , 666.14 , 652.2 , 2.09265 , 54.185 , 65.517 , 3 , 658 , 8.14 , 8.14 , 8.14 , 666.14 , 666.14 , 0 , 977 , 548 , 1.70173 , 54 , 0.073306 , 0 , 0 , 1073 , 43.1424 , 94 , 0.411042 , 1
SVRP-SRI-PR-SCENOPT_CUTS-FLOW , ./data/Jabali/k3/50_3_0.85_1_0.svrp , 666.14 , 652.2 , 2.09265 , 53.711 , 68.462 , 3 , 658 , 8.14 , 8.14 , 8.14 , 666.14 , 666.14 , 0 , 1162 , 641 , 1.75413 , 60 , 0.741723 , 0 , 0 , 1073 , 42.8948 , 87 , 0.476407 , 1
SVRP-SET-PR , ./data/Jabali/k3/50_3_0.85_1_1.svrp , 657.64 , 639.32 , 2.78572 , 0.052 , 7.637 , 3 , 650 , 7.64 , 7.64 , 7.64 , 657.64 , 657.64 , 0 , 1140 , 538 , 0.180596 , 97 , 0.167543 , 96 , 0.045863 , 0 , 0 , 0 , 0 , 1
SVRP-SRI-PR-FLOW , ./data/Jabali/k3/50_3_0.85_1_1.svrp , 657.64 , 648.71 , 1.35789 , 60.094 , 67.01 , 3 , 650 , 7.64 , 7.64 , 7.64 , 657.64 , 657.64 , 0 , 1009 , 486 , 4.08825 , 58 , 0.089413 , 0 , 0 , 2855 , 6.76154 , 83 , 0.399657 , 1
SVRP-SRI-PR-SCENOPT_CUTS-FLOW , ./data/Jabali/k3/50_3_0.85_1_1.svrp , 657.64 , 648.71 , 1.35789 , 60.156 , 74.056 , 3 , 650 , 7.64 , 7.64 , 7.64 , 657.64 , 657.64 , 0 , 873 , 557 , 4.13835 , 87 , 0.79459 , 0 , 0 , 2855 , 5.36211 , 101 , 0.389947 , 1
SVRP-SET-PR , ./data/Jabali/k3/50_3_0.85_1_2.svrp , 661.37 , 641.22 , 3.04671 , 0.036 , 14.979 , 3 , 652 , 9.37 , 8.54 , 9.37 , 661.37 , 661.37 , 0 , 3539 , 543 , 0.376027 , 282 , 0.588815 , 234 , 0.294614 , 0 , 0 , 0 , 0 , 1
SVRP-SRI-PR-FLOW , ./data/Jabali/k3/50_3_0.85_1_2.svrp , 661.37 , 647.67 , 2.07146 , 53.871 , 63.849 , 3 , 652 , 9.37 , 8.54 , 9.37 , 661.37 , 661.37 , 0 , 1948 , 381 , 1.29731 , 278 , 0.20943 , 0 , 0 , 1089 , 41.0812 , 268 , 0.68294 , 1
SVRP-SRI-PR-SCENOPT_CUTS-FLOW , ./data/Jabali/k3/50_3_0.85_1_2.svrp , 661.37 , 647.93 , 2.03215 , 53.396 , 61.892 , 3 , 652 , 9.37 , 8.54 , 9.37 , 661.37 , 661.37 , 0 , 1473 , 364 , 1.22419 , 308 , 1.38792 , 0 , 0 , 1089 , 40.053 , 240 , 0.539729 , 1
SVRP-SET-PR , ./data/Jabali/k3/50_3_0.85_1_3.svrp , 673.98 , 663.35 , 1.5772 , 0.025 , 1.148 , 3 , 666 , 7.98 , 7.59 , 7.98 , 673.98 , 673.98 , 0 , 561 , 167 , 0.060977 , 30 , 0.128745 , 22 , 0.026366 , 0 , 0 , 0 , 0 , 1
SVRP-SRI-PR-FLOW , ./data/Jabali/k3/50_3_0.85_1_3.svrp , 673.98 , 670.81 , 0.47034 , 32.424 , 33.241 , 3 , 666 , 7.98 , 7.59 , 7.98 , 673.98 , 673.98 , 0 , 184 , 176 , 0.151095 , 14 , 0.05233 , 0 , 0 , 713 , 30.201 , 31 , 0.078043 , 1
SVRP-SRI-PR-SCENOPT_CUTS-FLOW , ./data/Jabali/k3/50_3_0.85_1_3.svrp , 673.98 , 670.81 , 0.47034 , 32.817 , 33.614 , 3 , 666 , 7.98 , 7.59 , 7.98 , 673.98 , 673.98 , 0 , 86 , 171 , 0.149001 , 12 , 0.123215 , 0 , 0 , 713 , 30.4972 , 30 , 0.042727 , 1
SVRP-SET-PR , ./data/Jabali/k3/50_3_0.85_1_4.svrp , 666.33 , 655.31 , 1.65384 , 0.111 , 3.977 , 3 , 650 , 16.33 , 15.48 , 16.33 , 666.33 , 666.33 , 0 , 501 , 403 , 0.16818 , 44 , 0.024822 , 34 , 0.012715 , 0 , 0 , 0 , 0 , 1
SVRP-SRI-PR-FLOW , ./data/Jabali/k3/50_3_0.85_1_4.svrp , 666.33 , 658.07 , 1.23963 , 60.299 , 62.68 , 3 , 650 , 16.33 , 15.48 , 16.33 , 666.33 , 666.33 , 0 , 202 , 288 , 6.68061 , 14 , 0.013194 , 0 , 0 , 2484 , 31.5225 , 64 , 0.068987 , 1
SVRP-SRI-PR-SCENOPT_CUTS-FLOW , ./data/Jabali/k3/50_3_0.85_1_4.svrp , 666.33 , 658.14 , 1.22912 , 60.249 , 63.635 , 3 , 650 , 16.33 , 15.48 , 16.33 , 666.33 , 666.33 , 0 , 289 , 294 , 6.68977 , 32 , 0.431881 , 0 , 0 , 2484 , 31.9395 , 66 , 0.107689 , 1
SVRP-SET-PR , ./data/Jabali/k3/50_3_0.85_1_5.svrp , 728.88 , 728.88 , 0 , 0.036 , 0.247 , 3 , 726 , 2.88 , 2.86 , 2.88 , 728.88 , 728.88 , 0 , 1 , 97 , 0.007681 , 9 , 0.006782 , 8 , 0.002834 , 0 , 0 , 0 , 0 , 1
SVRP-SRI-PR-FLOW , ./data/Jabali/k3/50_3_0.85_1_5.svrp , 728.88 , 728.88 , 0 , 31.846 , 32.081 , 3 , 726 , 2.88 , 2.86 , 2.88 , 728.88 , 728.88 , 0 , 1 , 160 , 0.106243 , 1 , 0.004774 , 0 , 0 , 107 , 31.0554 , 19 , 0.009047 , 1
SVRP-SRI-PR-SCENOPT_CUTS-FLOW , ./data/Jabali/k3/50_3_0.85_1_5.svrp , 728.88 , 728.88 , 0 , 31.395 , 31.637 , 3 , 726 , 2.88 , 2.86 , 2.88 , 728.88 , 728.88 , 0 , 1 , 160 , 0.108715 , 2 , 0.017395 , 0 , 0 , 107 , 30.5846 , 19 , 0.008695 , 1
SVRP-SET-PR , ./data/Jabali/k3/50_3_0.85_1_6.svrp , 658.03 , 651.41 , 1.00603 , 0.092 , 1.483 , 3 , 653 , 5.03 , 4.33 , 5.03 , 658.03 , 658.03 , 0 , 193 , 242 , 0.040613 , 10 , 0.039741 , 8 , 0.012818 , 0 , 0 , 0 , 0 , 1
SVRP-SRI-PR-FLOW , ./data/Jabali/k3/50_3_0.85_1_6.svrp , 658.03 , 652.75 , 0.802395 , 60.226 , 61.612 , 3 , 653 , 5.03 , 4.33 , 5.03 , 658.03 , 658.03 , 0 , 153 , 290 , 1.33001 , 24 , 0.016667 , 0 , 0 , 1524 , 44.5029 , 59 , 0.057721 , 1
