Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved
SVRP-SRI-PR-SCENOPT_CUTS-Basic-FLOW , ./data/Jabali/k3/60_3_0.88_1_5.svrp , 729.94 , 710.43 , 2.67282 , 60.195 , 293.022 , 3 , 725 , 4.94 , 4.82 , 4.94 , 729.94 , 729.94 , 0 , 16274 , 370 , 3.49593 , 1237 , 86.2085 , 0 , 0 , 2450 , 0.533744 , 910 , 10.666 , 1
SVRP-SRI-PR-Basic-FLOW , ./data/Jabali/k3/60_3_0.88_1_6.svrp , 716.64 , 690.02 , 3.71456 , 60.237 , 761.055 , 3 , 715 , 1.64 , 1.64 , 1.64 , 716.64 , 716.64 , 0 , 24267 , 992 , 6.48275 , 2162 , 2.36288 , 0 , 0 , 3578 , 0.649988 , 1880 , 14.2139 , 1
SVRP-SRI-PR-SCENOPT_CUTS-Basic-FLOW , ./data/Jabali/k3/60_3_0.88_1_6.svrp , 716.64 , 689.9 , 3.7313 , 60.129 , 1700.02 , 3 , 715 , 1.64 , 1.64 , 1.64 , 716.64 , 716.64 , 0 , 59618 , 1572 , 16.6473 , 3804 , 231.761 , 0 , 0 , 3558 , 0.65972 , 2168 , 28.1793 , 1
SVRP-SRI-PR-Basic-FLOW , ./data/Jabali/k3/60_3_0.88_1_7.svrp , 737.34 , 729.63 , 1.04565 , 60.07 , 65.2 , 3 , 729 , 8.34 , 7.5 , 8.34 , 737.34 , 737.34 , 0 , 1268 , 83 , 0.407596 , 120 , 0.101596 , 0 , 0 , 3016 , 0.559402 , 115 , 1.17208 , 1
SVRP-SRI-PR-SCENOPT_CUTS-Basic-FLOW , ./data/Jabali/k3/60_3_0.88_1_7.svrp , 737.34 , 729.64 , 1.04429 , 60.085 , 79.199 , 3 , 729 , 8.34 , 7.5 , 8.34 , 737.34 , 737.34 , 0 , 1064 , 108 , 0.434756 , 155 , 12.9211 , 0 , 0 , 3034 , 0.563854 , 124 , 1.28436 , 1
SVRP-SET-PR-Basic , ./data/Jabali/k3/60_3_0.88_1_8.svrp , 720.99 , 691.5 , 4.09021 , 0.046 , 1800.12 , 3 , 717 , 3.99 , 3.45 , 3.99 , 720.99 , 708.12 , 1.78505 , 39681 , 650 , 8.76487 , 6639 , 4.99466 , 5573 , 9.78036 , 0 , 0 , 0 , 0 , 0
SVRP-SRI-PR-Basic-FLOW , ./data/Jabali/k3/60_3_0.88_1_8.svrp , 720.35 , 713.87 , 0.899563 , 60.176 , 62.46 , 3 , 708 , 12.35 , 11.99 , 12.35 , 720.35 , 720.35 , 0 , 563 , 61 , 0.135984 , 126 , 0.086579 , 0 , 0 , 2670 , 0.485254 , 83 , 0.571873 , 1
SVRP-SRI-PR-SCENOPT_CUTS-Basic-FLOW , ./data/Jabali/k3/60_3_0.88_1_8.svrp , 720.35 , 713.22 , 0.989797 , 60.188 , 78.546 , 3 , 708 , 12.35 , 11.99 , 12.35 , 720.35 , 720.35 , 0 , 810 , 67 , 0.147691 , 228 , 16.3135 , 0 , 0 , 2680 , 0.483138 , 76 , 0.650453 , 1
SVRP-SET-PR-Basic , ./data/Jabali/k3/60_3_0.88_1_9.svrp , 761.02 , 648 , 14.8511 , 0.037 , 1800.17 , 3 , 689 , 72.02 , 70.54 , 72.02 , 761.02 , 676.39 , 11.1206 , 26455 , 1474 , 5.18177 , 11614 , 8.60212 , 3363 , 7.45898 , 0 , 0 , 0 , 0 , 0
SVRP-SRI-PR-Basic-FLOW , ./data/Jabali/k3/60_3_0.88_1_9.svrp , 723.01 , 702.27 , 2.86856 , 60.088 , 379.05 , 3 , 719 , 4.01 , 3.58 , 4.01 , 723.01 , 723.01 , 0 , 24314 , 678 , 5.70969 , 1010 , 1.71791 , 0 , 0 , 2606 , 0.451756 , 1251 , 13.5674 , 1
SVRP-SRI-PR-SCENOPT_CUTS-Basic-FLOW , ./data/Jabali/k3/60_3_0.88_1_9.svrp , 723.01 , 703.301 , 2.72602 , 60.24 , 257.477 , 3 , 719 , 4.01 , 3.58 , 4.01 , 723.01 , 723.01 , 0 , 19852 , 474 , 3.99137 , 790 , 52.8015 , 0 , 0 , 2742 , 0.481104 , 765 , 10.2653 , 1
SVRP-SRI-PR-Basic-FLOW , ./data/Jabali/k3/60_3_0.90_1_0.svrp , 708.54 , 680.14 , 4.00824 , 60.226 , 100.329 , 3 , 683 , 25.54 , 25.24 , 25.54 , 708.54 , 708.54 , 0 , 8157 , 258 , 1.48979 , 867 , 0.740963 , 0 , 0 , 2583 , 0.35185 , 294 , 6.25574 , 1
SVRP-SRI-PR-SCENOPT_CUTS-Basic-FLOW , ./data/Jabali/k3/60_3_0.90_1_0.svrp , 708.54 , 678.7 , 4.21145 , 60.049 , 170.051 , 3 , 683 , 25.54 , 25.24 , 25.54 , 708.54 , 708.54 , 0 , 9262 , 249 , 1.65101 , 850 , 72.6923 , 0 , 0 , 2593 , 0.353084 , 253 , 6.62645 , 1
SVRP-SRI-PR-Basic-FLOW , ./data/Jabali/k3/60_3_0.90_1_1.svrp , 715.85 , 696.91 , 2.64581 , 60.111 , 124.813 , 3 , 702 , 13.85 , 12.17 , 13.85 , 715.85 , 715.85 , 0 , 11542 , 259 , 2.07213 , 740 , 0.819264 , 0 , 0 , 2722 , 0.573506 , 568 , 7.70495 , 1
SVRP-SRI-PR-SCENOPT_CUTS-Basic-FLOW , ./data/Jabali/k3/60_3_0.90_1_1.svrp , 715.85 , 697.4 , 2.57736 , 60.133 , 208.675 , 3 , 702 , 13.85 , 12.17 , 13.85 , 715.85 , 715.85 , 0 , 11439 , 265 , 1.88532 , 1208 , 79.2973 , 0 , 0 , 2713 , 0.570341 , 591 , 7.49867 , 1
SVRP-SRI-PR-Basic-FLOW , ./data/Jabali/k3/60_3_0.90_1_2.svrp , 774.5 , 743.01 , 4.0658 , 60.125 , 1800.15 , 3 , 759 , 15.5 , 14.5 , 15.5 , 774.5 , 768.481 , 0.777182 , 89468 , 875 , 19.7122 , 2652 , 4.81125 , 0 , 0 , 2921 , 0.614584 , 3037 , 37.0166 , 0
SVRP-SRI-PR-Basic-FLOW , ./data/Jabali/k3/60_3_0.90_1_3.svrp , 675.32 , 667.29 , 1.18907 , 60.117 , 63.915 , 3 , 664 , 11.32 , 10.85 , 11.32 , 675.32 , 675.32 , 0 , 1295 , 102 , 0.73801 , 127 , 0.134299 , 0 , 0 , 2760 , 0.905066 , 97 , 1.12605 , 1
SVRP-SRI-PR-SCENOPT_CUTS-Basic-FLOW , ./data/Jabali/k3/60_3_0.90_1_3.svrp , 675.32 , 667.51 , 1.15649 , 60.091 , 77.432 , 3 , 664 , 11.32 , 10.85 , 11.32 , 675.32 , 675.32 , 0 , 2044 , 116 , 0.892598 , 164 , 11.8658 , 0 , 0 , 2760 , 0.901924 , 100 , 1.73852 , 1
SVRP-SRI-PR-Basic-FLOW , ./data/Jabali/k3/60_3_0.90_1_4.svrp , 734.58 , 708.43 , 3.55979 , 60.532 , 1800.17 , 3 , 717 , 17.58 , 14.17 , 17.58 , 734.58 , 730.52 , 0.552697 , 73364 , 1272 , 16.0228 , 5469 , 8.23539 , 0 , 0 , 2170 , 0.425767 , 1736 , 31.7585 , 0
SVRP-SRI-PR-SCENOPT_CUTS-Basic-FLOW , ./data/Jabali/k3/60_3_0.90_1_4.svrp , 734.58 , 708.03 , 3.61431 , 60.24 , 1800.12 , 3 , 717 , 17.58 , 14.17 , 17.58 , 734.58 , 731.33 , 0.44243 , 64034 , 1070 , 13.9425 , 6708 , 484.831 , 0 , 0 , 2170 , 0.426872 , 1493 , 28.256 , 0
SVRP-SRI-PR-Basic-FLOW , ./data/Jabali/k3/60_3_0.90_1_5.svrp , 769.04 , 747 , 2.86591 , 60.382 , 332.794 , 3 , 754 , 15.04 , 14.98 , 15.04 , 769.04 , 769.04 , 0 , 46245 , 468 , 10.2065 , 637 , 1.94384 , 0 , 0 , 2211 , 0.449845 , 953 , 20.5135 , 1
SVRP-SRI-PR-SCENOPT_CUTS-Basic-FLOW , ./data/Jabali/k3/60_3_0.90_1_5.svrp , 769.04 , 747.051 , 2.85932 , 60.112 , 340.271 , 3 , 754 , 15.04 , 14.98 , 15.04 , 769.04 , 769.04 , 0 , 52303 , 371 , 9.53088 , 658 , 40.6928 , 0 , 0 , 2211 , 0.448964 , 713 , 20.1683 , 1
SVRP-SET-PR-Basic , ./data/Jabali/k3/60_3_0.90_1_6.svrp , 736.99 , 645.04 , 12.4764 , 0.012 , 1800.13 , 3 , 695 , 41.99 , 35.14 , 41.99 , 736.99 , 675.81 , 8.30133 , 24881 , 860 , 4.40971 , 10657 , 7.47604 , 3222 , 6.77758 , 0 , 0 , 0 , 0 , 0
SVRP-SRI-PR-Basic-FLOW , ./data/Jabali/k3/60_3_0.90_1_6.svrp , 699.07 , 683.69 , 2.20007 , 60.095 , 66.295 , 3 , 689 , 10.07 , 9.11 , 10.07 , 699.07 , 699.07 , 0 , 1580 , 98 , 0.419828 , 77 , 0.106183 , 0 , 0 , 2032 , 0.535948 , 106 , 1.45656 , 1
SVRP-SRI-PR-SCENOPT_CUTS-Basic-FLOW , ./data/Jabali/k3/60_3_0.90_1_6.svrp , 699.07 , 682.68 , 2.34454 , 60.268 , 74.351 , 3 , 689 , 10.07 , 9.11 , 10.07 , 699.07 , 699.07 , 0 , 1911 , 116 , 0.501691 , 115 , 5.98112 , 0 , 0 , 2022 , 0.565144 , 149 , 2.0871 , 1
SVRP-SET-PR-Basic , ./data/Jabali/k3/60_3_0.90_1_7.svrp , 780.3 , 646 , 17.2113 , 0.021 , 1800.11 , 3 , 653 , 127.3 , 95.42 , 127.3 , 780.3 , 665.241 , 14.7455 , 24923 , 1760 , 5.25003 , 9025 , 8.16545 , 3199 , 7.15062 , 0 , 0 , 0 , 0 , 0
SVRP-SRI-PR-Basic-FLOW , ./data/Jabali/k3/60_3_0.90_1_7.svrp , 708.03 , 688.49 , 2.75977 , 60.057 , 988.447 , 3 , 697 , 11.03 , 10.72 , 11.03 , 708.03 , 708.03 , 0 , 45244 , 1032 , 8.97731 , 3412 , 4.35684 , 0 , 0 , 1352 , 0.241333 , 1695 , 21.4132 , 1
SVRP-SRI-PR-SCENOPT_CUTS-Basic-FLOW , ./data/Jabali/k3/60_3_0.90_1_7.svrp , 710.34 , 689.53 , 2.92958 , 60.518 , 1800.11 , 3 , 694 , 16.34 , 14.22 , 16.34 , 710.34 , 703.02 , 1.03049 , 46641 , 1335 , 10.7539 , 5795 , 386.756 , 0 , 0 , 1440 , 0.245747 , 1856 , 24.0863 , 0
