Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved
ILS , ./data/Jabali/k4/40_4_0.80_1_0.svrp , 760.09 , 602.46 , 20.7383 , 0.141 , 1800.15 , 4 , 569 , 191.09 , 191.09 , 235.37 , 760.09 , 640.266 , 15.7644 , 30692 , 1169 , 5.15526 , 11428 , 499.892 , 4198 , 2.99808 , 0 , 0 , 0 , 0 , 0
ILS+SRI , ./data/Jabali/k4/40_4_0.80_1_0.svrp , 726.19 , 691.709 , 4.74823 , 60.326 , 346.269 , 4 , 648 , 78.19 , 78.19 , 108.88 , 726.19 , 726.12 , 0.00963935 , 48065 , 583 , 6.85263 , 870 , 18.6894 , 0 , 0 , 3150 , 0.251963 , 911 , 6.27635 , 1
SRI , ./data/Jabali/k4/40_4_0.80_1_0.svrp , 726.19 , 688.64 , 5.17084 , 60.147 , 436.487 , 4 , 648 , 78.19 , 78.19 , 108.88 , 726.19 , 726.118 , 0.00992685 , 127486 , 460 , 14.5414 , 218 , 6.99014 , 0 , 0 , 3093 , 0.265585 , 505 , 12.7925 , 1
ILS , ./data/Jabali/k4/40_4_0.80_1_1.svrp , 668.17 , 564.56 , 15.5065 , 0.032 , 1800.11 , 4 , 526 , 142.17 , 142.17 , 234.69 , 668.17 , 601.967 , 9.90818 , 34103 , 948 , 6.5145 , 9844 , 272.424 , 6683 , 3.45128 , 0 , 0 , 0 , 0 , 0
ILS+SRI , ./data/Jabali/k4/40_4_0.80_1_1.svrp , 653.87 , 611.568 , 6.46941 , 60.166 , 121.556 , 4 , 567 , 86.87 , 86.87 , 103.23 , 653.87 , 653.809 , 0.00940496 , 21722 , 224 , 1.97744 , 561 , 12.2578 , 0 , 0 , 3447 , 0.333077 , 394 , 2.2293 , 1
SRI , ./data/Jabali/k4/40_4_0.80_1_1.svrp , 653.87 , 615.858 , 5.81345 , 60.058 , 824.941 , 4 , 567 , 86.87 , 86.87 , 103.23 , 653.87 , 653.806 , 0.00982802 , 190594 , 492 , 20.4881 , 356 , 12.5343 , 0 , 0 , 3439 , 0.33529 , 674 , 20.5227 , 1
ILS , ./data/Jabali/k4/40_4_0.80_1_2.svrp , 691.08 , 601.376 , 12.9802 , 0.013 , 1800.12 , 4 , 563 , 128.08 , 128.08 , 269.17 , 691.08 , 639.472 , 7.46773 , 53955 , 963 , 11.6979 , 7485 , 153.547 , 6258 , 5.01451 , 0 , 0 , 0 , 0 , 0
ILS+SRI , ./data/Jabali/k4/40_4_0.80_1_2.svrp , 690.78 , 658.251 , 4.70909 , 60.201 , 372.208 , 4 , 608 , 82.78 , 82.78 , 191.47 , 690.78 , 690.713 , 0.00969781 , 52092 , 292 , 4.07545 , 2051 , 124.748 , 0 , 0 , 3293 , 0.186006 , 304 , 5.5476 , 1
SRI , ./data/Jabali/k4/40_4_0.80_1_2.svrp , 690.78 , 659.559 , 4.51963 , 60.263 , 140.993 , 4 , 608 , 82.78 , 82.78 , 191.47 , 690.78 , 690.712 , 0.00978194 , 29542 , 225 , 2.12693 , 308 , 15.3592 , 0 , 0 , 3253 , 0.184575 , 200 , 3.10816 , 1
ILS , ./data/Jabali/k4/40_4_0.80_1_3.svrp , 603.6 , 533.781 , 11.5672 , 0.017 , 1800.1 , 4 , 515 , 88.6 , 88.6 , 152.27 , 603.6 , 565.339 , 6.33885 , 41282 , 1086 , 8.16257 , 10421 , 367.523 , 5908 , 3.99449 , 0 , 0 , 0 , 0 , 0
ILS+SRI , ./data/Jabali/k4/40_4_0.80_1_3.svrp , 594.98 , 567.738 , 4.57866 , 60.303 , 81.173 , 4 , 555 , 39.98 , 39.98 , 118.41 , 594.98 , 594.921 , 0.00984427 , 8718 , 191 , 0.740182 , 238 , 5.71755 , 0 , 0 , 2102 , 0.142703 , 203 , 0.95568 , 1
SRI , ./data/Jabali/k4/40_4_0.80_1_3.svrp , 594.98 , 566.265 , 4.82618 , 60.303 , 91.353 , 4 , 555 , 39.98 , 39.98 , 118.37 , 594.98 , 594.924 , 0.00946384 , 13020 , 233 , 1.1042 , 114 , 5.33286 , 0 , 0 , 2024 , 0.138825 , 121 , 1.40678 , 1
ILS , ./data/Jabali/k4/40_4_0.80_1_4.svrp , 754.01 , 618 , 18.0382 , 0.028 , 1800.11 , 4 , 624 , 130.01 , 130.01 , 182.39 , 754.01 , 658.794 , 12.628 , 41038 , 1839 , 7.86296 , 9580 , 294.572 , 5582 , 4.00183 , 0 , 0 , 0 , 0 , 0
ILS+SRI , ./data/Jabali/k4/40_4_0.80_1_4.svrp , 708.69 , 685.303 , 3.30006 , 60.063 , 71.419 , 4 , 706 , 2.69 , 2.69 , 2.87 , 708.69 , 708.641 , 0.00693064 , 5477 , 152 , 0.726056 , 100 , 1.69554 , 0 , 0 , 3860 , 0.241048 , 169 , 0.591574 , 1
SRI , ./data/Jabali/k4/40_4_0.80_1_4.svrp , 708.69 , 687.489 , 2.99151 , 60.091 , 67.175 , 4 , 706 , 2.69 , 2.69 , 2.87 , 708.69 , 708.622 , 0.00965988 , 2472 , 162 , 0.461535 , 60 , 1.08043 , 0 , 0 , 3645 , 0.23309 , 143 , 0.288919 , 1
