Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved
ILS , ./data/Jabali/k3/60_3_0.88_1_2.svrp , 747.44 , 733 , 1.93193 , 0.103 , 32.827 , 3 , 742 , 5.44 , 5.44 , 5.8 , 747.44 , 747.44 , 0 , 2401 , 1010 , 0.524792 , 237 , 0.68694 , 146 , 0.091068 , 0 , 0 , 0 , 0 , 1
ILS+SRI , ./data/Jabali/k3/60_3_0.88_1_2.svrp , 747.44 , 734.815 , 1.68903 , 52.248 , 68.563 , 3 , 742 , 5.44 , 5.44 , 5.8 , 747.44 , 747.44 , 0 , 3075 , 747 , 1.2716 , 140 , 0.360022 , 0 , 0 , 92 , 51.2381 , 115 , 0.915971 , 1
SRI , ./data/Jabali/k3/60_3_0.88_1_2.svrp , 747.44 , 734.815 , 1.68903 , 53.045 , 74.357 , 3 , 742 , 5.44 , 5.44 , 5.8 , 747.44 , 747.44 , 0 , 2343 , 919 , 1.10627 , 116 , 0.354977 , 0 , 0 , 92 , 52.0128 , 138 , 0.737996 , 1
ILS , ./data/Jabali/k3/60_3_0.88_1_3.svrp , 729.8 , 718.117 , 1.60084 , 0.133 , 3.144 , 3 , 722 , 7.8 , 7.8 , 8.49 , 729.8 , 729.8 , 0 , 755 , 463 , 0.155428 , 91 , 0.242542 , 79 , 0.082254 , 0 , 0 , 0 , 0 , 1
ILS+SRI , ./data/Jabali/k3/60_3_0.88_1_3.svrp , 729.8 , 722.245 , 1.03521 , 54.666 , 57.368 , 3 , 722 , 7.8 , 7.8 , 8.49 , 729.8 , 729.8 , 0 , 319 , 311 , 0.757605 , 54 , 0.112817 , 0 , 0 , 410 , 51.7199 , 87 , 0.102178 , 1
SRI , ./data/Jabali/k3/60_3_0.88_1_3.svrp , 729.8 , 722.32 , 1.025 , 54.257 , 56.852 , 3 , 722 , 7.8 , 7.8 , 8.49 , 729.8 , 729.8 , 0 , 310 , 335 , 0.759702 , 36 , 0.09593 , 0 , 0 , 410 , 51.3504 , 74 , 0.093123 , 1
ILS , ./data/Jabali/k3/60_3_0.88_1_4.svrp , 777.36 , 764.795 , 1.61637 , 0.107 , 46.237 , 3 , 770 , 7.36 , 7.36 , 7.68 , 777.36 , 777.36 , 0 , 2475 , 1411 , 0.877361 , 185 , 0.550723 , 180 , 0.371875 , 0 , 0 , 0 , 0 , 1
ILS+SRI , ./data/Jabali/k3/60_3_0.88_1_4.svrp , 777.36 , 765.848 , 1.48092 , 60.104 , 82.474 , 3 , 770 , 7.36 , 7.36 , 7.68 , 777.36 , 777.359 , 9.27428e-05 , 1480 , 898 , 2.38258 , 125 , 0.349061 , 0 , 0 , 1450 , 32.4464 , 154 , 0.484842 , 1
SRI , ./data/Jabali/k3/60_3_0.88_1_4.svrp , 777.36 , 765.848 , 1.48092 , 60.179 , 106.336 , 3 , 770 , 7.36 , 7.36 , 7.68 , 777.36 , 777.36 , 0 , 2866 , 1379 , 2.71404 , 149 , 0.497028 , 0 , 0 , 1450 , 33.0055 , 226 , 0.870517 , 1
ILS , ./data/Jabali/k3/60_3_0.88_1_5.svrp , 729.82 , 712.72 , 2.34304 , 0.047 , 111.479 , 3 , 725 , 4.82 , 4.82 , 4.94 , 729.82 , 729.82 , 0 , 5956 , 2012 , 1.74247 , 285 , 1.12269 , 280 , 1.04319 , 0 , 0 , 0 , 0 , 1
