Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved
ILS , ./data/Jabali/k3/60_3_0.90_1_4.svrp , 750.36 , 655.5 , 12.6419 , 0.021 , 1800.1 , 3 , 654 , 96.36 , 96.36 , 120.38 , 750.36 , 682.976 , 8.9802 , 25293 , 1119 , 6.62483 , 6398 , 295.1 , 4534 , 7.33454 , 0 , 0 , 0 , 0 , 0
ILS+SRI , ./data/Jabali/k3/60_3_0.90_1_4.svrp , 728.93 , 705.957 , 3.15159 , 60.269 , 365.048 , 3 , 701 , 27.93 , 27.93 , 57.66 , 728.93 , 728.863 , 0.0091296 , 19204 , 641 , 3.32011 , 1383 , 89.8254 , 0 , 0 , 2037 , 0.431276 , 671 , 6.90498 , 1
SRI* , ./data/Jabali/k3/60_3_0.90_1_4.svrp , 728.93 , 705.583 , 3.20289 , 60.241 , 338.121 , 3 , 701 , 27.93 , 27.93 , 57.66 , 728.93 , 728.868 , 0.0084501 , 19525 , 690 , 4.25903 , 420 , 40.5813 , 0 , 0 , 2046 , 0.433019 , 485 , 7.99234 , 1
ILS , ./data/Jabali/k3/60_3_0.90_1_5.svrp , 795.81 , 700.5 , 11.9765 , 0.042 , 1800.19 , 3 , 720 , 75.81 , 75.81 , 84.14 , 795.81 , 718.448 , 9.72112 , 23486 , 1007 , 6.88892 , 7870 , 336.488 , 5662 , 6.98231 , 0 , 0 , 0 , 0 , 0
ILS+SRI , ./data/Jabali/k3/60_3_0.90_1_5.svrp , 767.53 , 747.987 , 2.54626 , 60.098 , 332.819 , 3 , 754 , 13.53 , 13.53 , 15.57 , 767.53 , 767.453 , 0.00999048 , 49803 , 498 , 10.0515 , 582 , 12.2239 , 0 , 0 , 2132 , 0.446549 , 681 , 16.3378 , 1
SRI* , ./data/Jabali/k3/60_3_0.90_1_5.svrp , 767.53 , 746.082 , 2.79446 , 60.387 , 367.766 , 3 , 754 , 13.53 , 13.53 , 15.57 , 767.53 , 767.455 , 0.00974323 , 41862 , 599 , 8.78777 , 367 , 11.3602 , 0 , 0 , 2220 , 0.458434 , 587 , 14.6138 , 1
ILS , ./data/Jabali/k3/60_3_0.90_1_6.svrp , 726.42 , 640.331 , 11.8511 , 0.124 , 1800.32 , 3 , 633 , 93.42 , 93.42 , 134.92 , 726.42 , 676.634 , 6.8536 , 24667 , 977 , 3.88976 , 9865 , 721.357 , 1980 , 6.56456 , 0 , 0 , 0 , 0 , 0
ILS+SRI , ./data/Jabali/k3/60_3_0.90_1_6.svrp , 698.11 , 683.452 , 2.09972 , 60.121 , 71.474 , 3 , 689 , 9.11 , 9.11 , 10.07 , 698.11 , 698.087 , 0.00336162 , 1849 , 131 , 0.501442 , 120 , 5.00838 , 0 , 0 , 1942 , 0.54258 , 119 , 0.744861 , 1
SRI* , ./data/Jabali/k3/60_3_0.90_1_6.svrp , 698.11 , 683.477 , 2.09605 , 60.187 , 69.079 , 3 , 689 , 9.11 , 9.11 , 10.07 , 698.11 , 698.048 , 0.0089267 , 1730 , 133 , 0.485984 , 43 , 2.39375 , 0 , 0 , 1932 , 0.544419 , 66 , 0.683061 , 1
ILS , ./data/Jabali/k3/60_3_0.90_1_7.svrp , 720.02 , 647 , 10.1414 , 0.019 , 1800.11 , 3 , 678 , 42.02 , 42.02 , 62.22 , 720.02 , 670.667 , 6.85434 , 22036 , 1491 , 6.27619 , 5808 , 295.353 , 4447 , 6.34198 , 0 , 0 , 0 , 0 , 0
